,Empty_droplet_sum,Cell_sum,Soup_probability
FBXO40,3.0,17.0,0.15
HCLS1,2854.0,3048.0,0.4835648932565232
GOLGB1,5670.0,10803.0,0.3441995993443817
IQCB1,485.0,699.0,0.4096283783783784
EAF2,91.0,164.0,0.3568627450980392
SLC15A2,65.0,139.0,0.31862745098039214
ILDR1,15.0,46.0,0.2459016393442623
CD86,3.0,11.0,0.21428571428571427
CSTA,830.0,639.0,0.5650102110279102
CCDC58,526.0,666.0,0.4412751677852349
FAM162A,2014.0,2923.0,0.4079400445614746
WDR5B,59.0,121.0,0.3277777777777778
AC083798.2,56.0,96.0,0.3684210526315789
KPNA1,2046.0,1768.0,0.5364446775039329
PARP9,1459.0,1743.0,0.45565271705184257
DTX3L,1366.0,1523.0,0.47282796815507094
PARP15,1.0,6.0,0.14285714285714285
PARP14,3099.0,6780.0,0.3136957181901002
HSPBAP1,467.0,761.0,0.3802931596091205
DIRC2,1804.0,2867.0,0.3862128023977735
LINC02035,639.0,988.0,0.3927473878303626
SEMA5B,59.0,182.0,0.24481327800829875
PDIA5,5553.0,9831.0,0.3609594383775351
SEC22A,462.0,713.0,0.3931914893617021
AC112503.2,2.0,0.0,1.0
ADCY5,48.0,77.0,0.384
AC112503.1,1.0,9.0,0.1
HACD2,476.0,693.0,0.40718562874251496
MYLK-AS1,16.0,30.0,0.34782608695652173
MYLK,1101.0,457.0,0.7066752246469833
CCDC14,433.0,905.0,0.3236173393124066
KALRN,158.0,141.0,0.5284280936454849
UMPS,785.0,994.0,0.4412591343451377
ITGB5,381.0,475.0,0.44509345794392524
MUC13,13.0,11.0,0.5416666666666666
HEG1,6782.0,10434.0,0.39393587360594795
SLC12A8,221.0,298.0,0.4258188824662813
ZNF148,1394.0,2148.0,0.3935629587803501
SNX4,2297.0,2368.0,0.49239013933547693
OSBPL11,773.0,970.0,0.4434882386689616
AC092903.2,43.0,118.0,0.2670807453416149
ALG1L,51.0,68.0,0.42857142857142855
ROPN1B,5.0,9.0,0.35714285714285715
SLC41A3,1067.0,1538.0,0.40959692898272554
ALDH1L1,4.0,3.0,0.5714285714285714
AC016924.1,3.0,0.0,1.0
KLF15,2.0,0.0,1.0
ZXDC,177.0,213.0,0.45384615384615384
TXNRD3,204.0,208.0,0.49514563106796117
CHCHD6,333.0,443.0,0.42912371134020616
PLXNA1,275.0,408.0,0.40263543191800877
LINC01471,3.0,0.0,1.0
AC084035.1,17.0,14.0,0.5483870967741935
TPRA1,2856.0,2177.0,0.5674547983310153
MCM2,585.0,644.0,0.4759967453213995
PODXL2,564.0,1043.0,0.3509645301804605
ABTB1,607.0,924.0,0.3964728935336381
MGLL,4693.0,6289.0,0.4273356401384083
KBTBD12,1.0,0.0,1.0
SEC61A1,5421.0,6142.0,0.4688229698175214
RUVBL1,1269.0,1246.0,0.504572564612326
EEFSEC,492.0,742.0,0.3987034035656402
GATA2,16897.0,19023.0,0.4704064587973274
GATA2-AS1,307.0,378.0,0.4481751824817518
LINC01565,3.0,3.0,0.5
RPN1,10734.0,12340.0,0.46519892519719164
RAB7A,6278.0,6451.0,0.4932044936758583
AC112484.3,8.0,13.0,0.38095238095238093
ACAD9,543.0,631.0,0.46252129471890974
KIAA1257,5.0,9.0,0.35714285714285715
GP9,2.0,0.0,1.0
RAB43,2.0,9.0,0.18181818181818182
AC108673.2,15.0,8.0,0.6521739130434783
ISY1,734.0,997.0,0.4240323512420566
AC108673.3,37.0,61.0,0.37755102040816324
CNBP,4147.0,5281.0,0.4398599915146372
COPG1,2950.0,3073.0,0.4897891416237755
HMCES,444.0,390.0,0.5323741007194245
H1FX,2728.0,4905.0,0.35739551945499803
H1FX-AS1,22.0,19.0,0.5365853658536586
EFCAB12,5.0,8.0,0.38461538461538464
MBD4,1344.0,1592.0,0.45776566757493187
IFT122,137.0,189.0,0.42024539877300615
RHO,1.0,0.0,1.0
H1FOO,2.0,0.0,1.0
PLXND1,422.0,469.0,0.47362514029180697
TMCC1,920.0,1153.0,0.44380125422093586
TMCC1-AS1,13.0,18.0,0.41935483870967744
TRH,1.0,0.0,1.0
ALG1L2,4.0,20.0,0.16666666666666666
LINC02021,8.0,17.0,0.32
COL6A5,1.0,0.0,1.0
PIK3R4,204.0,224.0,0.4766355140186916
ATP2C1,1125.0,1417.0,0.44256490952006294
ASTE1,159.0,182.0,0.4662756598240469
NEK11,75.0,88.0,0.4601226993865031
AC116424.1,33.0,12.0,0.7333333333333333
NUDT16,701.0,875.0,0.4447969543147208
MRPL3,1381.0,1723.0,0.44490979381443296
CPNE4,3.0,3.0,0.5
ACPP,104.0,175.0,0.3727598566308244
DNAJC13,981.0,1027.0,0.48854581673306774
ACAD11,19.0,80.0,0.1919191919191919
ACKR4,3.0,20.0,0.13043478260869565
UBA5,831.0,1379.0,0.3760180995475113
NPHP3,536.0,1144.0,0.319047619047619
NPHP3-AS1,9.0,0.0,1.0
TMEM108,293.0,367.0,0.44393939393939397
TMEM108-AS1,1.0,6.0,0.14285714285714285
BFSP2,1.0,0.0,1.0
BFSP2-AS1,1.0,0.0,1.0
AC022296.3,2.0,0.0,1.0
CDV3,8339.0,8992.0,0.48116092550920314
TOPBP1,584.0,897.0,0.39432815665091153
TF,22.0,24.0,0.4782608695652174
SRPRB,1880.0,2492.0,0.43000914913083255
RAB6B,252.0,202.0,0.5550660792951542
SLCO2A1,68.0,72.0,0.4857142857142857
LINC02000,4.0,3.0,0.5714285714285714
RYK,1219.0,2267.0,0.34968445209409066
LINC02004,14.0,13.0,0.5185185185185185
AC010207.1,17.0,41.0,0.29310344827586204
AMOTL2,3023.0,3579.0,0.4578915480157528
ANAPC13,1688.0,1770.0,0.48814343551185657
CEP63,925.0,1279.0,0.41969147005444646
EPHB1,7.0,20.0,0.25925925925925924
KY,1.0,0.0,1.0
PPP2R3A,615.0,1006.0,0.37939543491671807
MSL2,841.0,781.0,0.5184956843403206
PCCB,967.0,728.0,0.5705014749262537
STAG1,1002.0,1660.0,0.37640871525169045
AC117382.2,7.0,20.0,0.25925925925925924
SLC35G2,109.0,127.0,0.461864406779661
AC096992.2,49.0,84.0,0.3684210526315789
NCK1-DT,222.0,357.0,0.38341968911917096
NCK1,1852.0,3312.0,0.35863671572424477
IL20RB,126.0,301.0,0.29508196721311475
DZIP1L,3.0,0.0,1.0
DBR1,312.0,403.0,0.43636363636363634
ARMC8,1421.0,1498.0,0.486810551558753
NME9,8.0,18.0,0.3076923076923077
MRAS,235.0,275.0,0.46078431372549017
ESYT3,21.0,18.0,0.5384615384615384
CEP70,69.0,87.0,0.4423076923076923
FAIM,411.0,529.0,0.4372340425531915
PIK3CB,2302.0,2923.0,0.44057416267942584
LINC01391,1.0,0.0,1.0
FOXL2,35.0,35.0,0.5
MRPS22,733.0,1092.0,0.40164383561643835
PRR23B,1.0,0.0,1.0
PRR23C,1.0,0.0,1.0
AC024933.1,9.0,13.0,0.4090909090909091
COPB2,3519.0,3507.0,0.5008539709649872
AC097103.2,31.0,39.0,0.44285714285714284
RBP1,235.0,414.0,0.362095531587057
NMNAT3,30.0,87.0,0.2564102564102564
CLSTN2,8.0,16.0,0.3333333333333333
AC010181.1,2.0,0.0,1.0
TRIM42,4.0,0.0,1.0
SLC25A36,2321.0,4131.0,0.3597334159950403
PXYLP1,1187.0,1331.0,0.47140587768069897
AC117383.1,1.0,0.0,1.0
ZBTB38,4591.0,5181.0,0.4698117069177241
RASA2,854.0,1192.0,0.4173998044965787
RNF7,4548.0,6560.0,0.4094346416996759
ATP1B3,2694.0,3630.0,0.42599620493358636
ATP1B3-AS1,1.0,7.0,0.125
TFDP2,2528.0,3063.0,0.45215524950813807
GK5,731.0,1056.0,0.40906547285954115
XRN1,1319.0,1920.0,0.4072244519913554
ATR,308.0,433.0,0.4156545209176788
PLS1,423.0,1129.0,0.27255154639175255
TRPC1,83.0,161.0,0.3401639344262295
PCOLCE2,2686.0,5548.0,0.3262084041777994
AC021074.3,22.0,15.0,0.5945945945945946
PAQR9,10.0,0.0,1.0
PAQR9-AS1,6.0,8.0,0.42857142857142855
U2SURP,4157.0,4698.0,0.4694522868435912
AC026304.1,34.0,68.0,0.3333333333333333
CHST2,83.0,48.0,0.6335877862595419
SLC9A9,4.0,3.0,0.5714285714285714
C3orf58,53.0,216.0,0.1970260223048327
LNCSRLR,6.0,18.0,0.25
PLOD2,7640.0,11574.0,0.3976267305090039
PLSCR4,64.0,64.0,0.5
PLSCR2,10.0,20.0,0.3333333333333333
PLSCR1,4526.0,4883.0,0.48102880221064936
AC092957.1,1.0,0.0,1.0
ZIC1,0.0,3.0,0.0
AC092958.1,5.0,0.0,1.0
LINC02045,2.0,0.0,1.0
LINC02046,3.0,9.0,0.25
AGTR1,203.0,261.0,0.4375
AC092979.1,1.0,0.0,1.0
GYG1,900.0,776.0,0.5369928400954654
HLTF,404.0,543.0,0.426610348468849
HPS3,1077.0,994.0,0.5200386286817963
CP,32.0,21.0,0.6037735849056604
TM4SF1,132.0,36.0,0.7857142857142857
TM4SF1-AS1,58.0,16.0,0.7837837837837838
AC108751.4,2.0,0.0,1.0
TM4SF4,8.0,6.0,0.5714285714285714
WWTR1,5915.0,6143.0,0.49054569580361584
WWTR1-AS1,18.0,25.0,0.4186046511627907
COMMD2,1976.0,3338.0,0.3718479488144524
ANKUB1,3.0,5.0,0.375
RNF13,2218.0,3660.0,0.3773392310309629
PFN2,3782.0,3194.0,0.542144495412844
AC117395.1,0.0,6.0,0.0
AC117386.2,4.0,0.0,1.0
LINC01998,4.0,0.0,1.0
LINC01214,0.0,15.0,0.0
TSC22D2,3109.0,5793.0,0.34924736014378793
SERP1,13281.0,14881.0,0.47159292663873303
EIF2A,1580.0,2017.0,0.4392549346677787
SELENOT,2654.0,3938.0,0.4026092233009709
ERICH6,2.0,0.0,1.0
ERICH6-AS1,26.0,22.0,0.5416666666666666
SIAH2,1600.0,1612.0,0.49813200498132004
CLRN1-AS1,5.0,3.0,0.625
MINDY4B,2.0,0.0,1.0
AC020636.1,2.0,0.0,1.0
MED12L,335.0,261.0,0.5620805369127517
GPR171,2.0,18.0,0.1
P2RY14,0.0,3.0,0.0
GPR87,309.0,628.0,0.3297758804695838
P2RY13,0.0,8.0,0.0
P2RY12,1.0,0.0,1.0
IGSF10,299.0,514.0,0.3677736777367774
LINC02066,0.0,4.0,0.0
AADACL2,9.0,18.0,0.3333333333333333
AADACL2-AS1,56.0,172.0,0.24561403508771928
AADAC,4.0,5.0,0.4444444444444444
SUCNR1,2.0,10.0,0.16666666666666666
AC108718.1,80.0,99.0,0.44692737430167595
MBNL1,675.0,1114.0,0.3773057574063723
MBNL1-AS1,7.0,17.0,0.2916666666666667
AC026347.1,1.0,0.0,1.0
P2RY1,17.0,39.0,0.30357142857142855
AC117394.2,5.0,3.0,0.625
RAP2B,5029.0,5939.0,0.4585156819839533
ARHGEF26,9.0,14.0,0.391304347826087
DHX36,3125.0,4171.0,0.4283168859649123
AC073359.2,1.0,0.0,1.0
AC073359.1,1.0,0.0,1.0
MME,3327.0,7241.0,0.31481831945495836
MME-AS1,3.0,18.0,0.14285714285714285
DWORF,6.0,9.0,0.4
PLCH1,2.0,10.0,0.16666666666666666
C3orf33,108.0,118.0,0.4778761061946903
AC104472.3,2.0,8.0,0.2
SLC33A1,828.0,1145.0,0.4196654840344653
GMPS,628.0,637.0,0.4964426877470356
KCNAB1,14.0,34.0,0.2916666666666667
AC084036.1,14.0,50.0,0.21875
SSR3,13837.0,18613.0,0.42640986132511555
TIPARP-AS1,41.0,57.0,0.41836734693877553
TIPARP,749.0,690.0,0.5205003474635164
LINC00886,6.0,27.0,0.18181818181818182
LEKR1,7.0,23.0,0.23333333333333334
LINC00880,1.0,5.0,0.16666666666666666
LINC02029,1.0,7.0,0.125
LINC00881,1.0,0.0,1.0
CCNL1,4478.0,7830.0,0.36382840428989277
VEPH1,257.0,261.0,0.49613899613899615
PTX3,3.0,0.0,1.0
PQLC2L,722.0,839.0,0.46252402306213963
SHOX2,135.0,140.0,0.4909090909090909
RSRC1,1732.0,2343.0,0.42503067484662577
AC106707.1,270.0,318.0,0.45918367346938777
MLF1,338.0,510.0,0.39858490566037735
GFM1,903.0,865.0,0.5107466063348416
LXN,119.0,187.0,0.3888888888888889
AC080013.6,9.0,7.0,0.5625
RARRES1,140.0,1149.0,0.10861132660977502
MFSD1,987.0,1427.0,0.4088649544324772
AC080013.1,5.0,13.0,0.2777777777777778
AC080013.5,2.0,5.0,0.2857142857142857
IQCJ-SCHIP1,22.0,44.0,0.3333333333333333
IQCJ,1.0,0.0,1.0
IQCJ-SCHIP1-AS1,1.0,0.0,1.0
SCHIP1,9.0,30.0,0.23076923076923078
IL12A-AS1,5.0,3.0,0.625
IFT80,211.0,285.0,0.4254032258064516
SMC4,535.0,490.0,0.5219512195121951
TRIM59,122.0,190.0,0.391025641025641
KPNA4,4090.0,4123.0,0.49799098989407037
ARL14,4.0,0.0,1.0
AC069224.1,11.0,17.0,0.39285714285714285
PPM1L,130.0,193.0,0.4024767801857585
B3GALNT1,122.0,201.0,0.37770897832817335
NMD3,1129.0,1350.0,0.4554255748285599
LINC02067,21.0,10.0,0.6774193548387096
AC112491.1,0.0,3.0,0.0
AC128685.1,0.0,9.0,0.0
LINC01192,3.0,6.0,0.3333333333333333
LINC02023,5.0,4.0,0.5555555555555556
SLITRK3,1.0,0.0,1.0
LINC01322,41.0,38.0,0.5189873417721519
BCHE,2.0,4.0,0.3333333333333333
LINC01326,1.0,0.0,1.0
ZBBX,1.0,4.0,0.2
WDR49,1.0,0.0,1.0
PDCD10,3249.0,4246.0,0.43348899266177454
SERPINI1,258.0,393.0,0.39631336405529954
GOLIM4,849.0,1567.0,0.3514072847682119
MECOM,17.0,34.0,0.3333333333333333
TERC,4.0,0.0,1.0
ACTRT3,34.0,31.0,0.5230769230769231
AC078802.1,5.0,0.0,1.0
MYNN,374.0,589.0,0.3883696780893043
AC078795.1,5.0,11.0,0.3125
LRRC34,5.0,7.0,0.4166666666666667
AC078795.3,2.0,8.0,0.2
AC078795.2,8.0,7.0,0.5333333333333333
LRRIQ4,3.0,0.0,1.0
LRRC31,35.0,12.0,0.7446808510638298
AC008040.1,48.0,16.0,0.75
SEC62,14127.0,14736.0,0.48945016110591416
SEC62-AS1,1.0,4.0,0.2
GPR160,999.0,1058.0,0.48565872630043755
PHC3,871.0,1091.0,0.4439347604485219
AC008040.5,28.0,62.0,0.3111111111111111
PRKCI,1464.0,1736.0,0.4575
SKIL,1127.0,1191.0,0.48619499568593616
CLDN11,13.0,13.0,0.5
AC026316.5,1.0,0.0,1.0
SLC7A14,9.0,8.0,0.5294117647058824
RPL22L1,7544.0,8612.0,0.46694726417430055
EIF5A2,142.0,158.0,0.47333333333333333
TNIK,164.0,295.0,0.3572984749455338
AC092919.1,1.0,0.0,1.0
PLD1,226.0,270.0,0.45564516129032256
TMEM212,2.0,0.0,1.0
FNDC3B,13431.0,18026.0,0.42696379184283306
TNFSF10,2401.0,10750.0,0.1825716675537982
LINC02068,2.0,3.0,0.4
NCEH1,614.0,1083.0,0.3618149675898645
ECT2,161.0,200.0,0.44598337950138506
NLGN1,86.0,97.0,0.46994535519125685
NAALADL2,179.0,302.0,0.37214137214137216
NAALADL2-AS2,1.0,0.0,1.0
LINC01208,1.0,0.0,1.0
LINC01209,7.0,6.0,0.5384615384615384
TBL1XR1,2795.0,5210.0,0.34915677701436604
LINC00501,1.0,9.0,0.1
AC117465.1,1.0,0.0,1.0
LINC00578,1.0,0.0,1.0
KCNMB2,3.0,4.0,0.42857142857142855
KCNMB2-AS1,231.0,402.0,0.36492890995260663
ZMAT3,443.0,824.0,0.34964483030781374
PIK3CA,666.0,802.0,0.4536784741144414
KCNMB3,48.0,73.0,0.39669421487603307
ZNF639,347.0,475.0,0.4221411192214112
AC007823.1,1.0,4.0,0.2
MFN1,1016.0,1311.0,0.436613665663945
GNB4,582.0,876.0,0.3991769547325103
AC007620.2,45.0,77.0,0.36885245901639346
AC007620.3,2.0,9.0,0.18181818181818182
ACTL6A,1087.0,1368.0,0.44276985743380853
AC090425.2,1.0,0.0,1.0
AC090425.1,2.0,0.0,1.0
MRPL47,1728.0,1866.0,0.48080133555926546
NDUFB5,1570.0,2086.0,0.42943107221006566
USP13,139.0,211.0,0.39714285714285713
PEX5L,0.0,10.0,0.0
AC007687.1,2.0,3.0,0.4
TTC14,610.0,1406.0,0.30257936507936506
CCDC39-1,1.0,0.0,1.0
FXR1,4167.0,4668.0,0.47164685908319187
DNAJC19,2282.0,3115.0,0.42282749675745784
SOX2,2.0,0.0,1.0
LINC01206,0.0,3.0,0.0
AC083801.2,1.0,0.0,1.0
ATP11B,603.0,1035.0,0.36813186813186816
AC092953.2,2.0,9.0,0.18181818181818182
DCUN1D1,1419.0,1646.0,0.4629690048939641
MCCC1,196.0,219.0,0.472289156626506
LAMP3,79.0,81.0,0.49375
MCF2L2,120.0,223.0,0.3498542274052478
B3GNT5,1330.0,1315.0,0.502835538752363
KLHL6,4.0,0.0,1.0
KLHL6-AS1,2.0,0.0,1.0
KLHL24,927.0,1396.0,0.3990529487731382
YEATS2,539.0,1082.0,0.3325107958050586
YEATS2-AS1,1.0,8.0,0.1111111111111111
PARL,916.0,1105.0,0.4532409698169223
ABCC5,141.0,250.0,0.36061381074168797
HTR3E,3.0,0.0,1.0
AC131235.4,1.0,0.0,1.0
AC131235.3,2.0,12.0,0.14285714285714285
EIF2B5,1119.0,1190.0,0.48462537895192725
DVL3,2613.0,2798.0,0.4829051931251155
AP2M1,8351.0,7829.0,0.5161310259579728
ABCF3,542.0,743.0,0.4217898832684825
VWA5B2,1.0,0.0,1.0
ALG3,2219.0,2616.0,0.4589451913133402
EEF1AKMT4,691.0,857.0,0.44638242894056845
PSMD2,5014.0,4234.0,0.5421712802768166
EIF4G1,5627.0,5038.0,0.5276136896390061
FAM131A,742.0,478.0,0.6081967213114754
CLCN2,45.0,46.0,0.4945054945054945
POLR2H,2890.0,4019.0,0.4182949775654943
CHRD,1.0,0.0,1.0
LINC02054,1.0,0.0,1.0
LINC01840,5.0,10.0,0.3333333333333333
EPHB3,539.0,735.0,0.4230769230769231
MAGEF1,608.0,898.0,0.4037184594953519
AC107294.2,70.0,61.0,0.5343511450381679
AC107294.3,5.0,4.0,0.5555555555555556
AC107294.1,10.0,13.0,0.43478260869565216
LINC02069,7.0,0.0,1.0
VPS8,535.0,809.0,0.39806547619047616
C3orf70,1.0,0.0,1.0
EHHADH,189.0,188.0,0.5013262599469496
MAP3K13,1434.0,1807.0,0.4424560320888615
TMEM41A,417.0,830.0,0.33440256615878106
LIPH,65.0,81.0,0.4452054794520548
SENP2,884.0,955.0,0.48069603045133225
IGF2BP2,1836.0,2038.0,0.47392875580795046
IGF2BP2-AS1,1.0,0.0,1.0
TRA2B,4639.0,5744.0,0.4467880188770105
ETV5,1702.0,1382.0,0.5518806744487679
DGKG,8.0,4.0,0.6666666666666666
LINC02052,1.0,0.0,1.0
LINC02051,1.0,0.0,1.0
CRYGS,23.0,24.0,0.48936170212765956
TBCCD1,140.0,134.0,0.5109489051094891
DNAJB11,2592.0,3599.0,0.41867226619286063
AC068631.1,22.0,45.0,0.3283582089552239
FETUB,2.0,0.0,1.0
HRG,1.0,0.0,1.0
KNG1,1.0,0.0,1.0
AC112907.3,3.0,11.0,0.21428571428571427
EIF4A2,7142.0,8462.0,0.45770315303768266
RFC4,278.0,428.0,0.3937677053824363
AC112907.1,1.0,0.0,1.0
LINC02043,6.0,9.0,0.4
ADIPOQ,1.0,0.0,1.0
ST6GAL1,24.0,24.0,0.5
RPL39L,446.0,593.0,0.4292589027911453
AC007920.1,1.0,0.0,1.0
RTP1,1.0,0.0,1.0
MASP1,2.0,0.0,1.0
RTP4,42.0,62.0,0.40384615384615385
AC072022.1,1.0,5.0,0.16666666666666666
BCL6,527.0,813.0,0.3932835820895522
LPP-AS2,11.0,7.0,0.6111111111111112
LPP,2015.0,3246.0,0.3830070328834822
TPRG1-AS1,0.0,3.0,0.0
TPRG1,167.0,91.0,0.6472868217054264
TPRG1-AS2,1.0,0.0,1.0
TP63,391.0,838.0,0.31814483319772174
P3H2,783.0,851.0,0.4791921664626683
P3H2-AS1,9.0,10.0,0.47368421052631576
CLDN1,852.0,794.0,0.5176184690157959
CLDN16,103.0,42.0,0.7103448275862069
TMEM207,2.0,0.0,1.0
IL1RAP,3329.0,5045.0,0.39754000477668977
GMNC,1.0,5.0,0.16666666666666666
OSTN,1.0,0.0,1.0
OSTN-AS1,1.0,3.0,0.25
UTS2B,5.0,6.0,0.45454545454545453
CCDC50,1916.0,2666.0,0.41815800960279353
AC073365.1,2.0,0.0,1.0
FGF12,360.0,189.0,0.6557377049180327
MB21D2,712.0,635.0,0.5285820341499629
HRASLS,35.0,131.0,0.21084337349397592
ATP13A4,19.0,53.0,0.2638888888888889
OPA1,946.0,1027.0,0.4794728839330968
LINC02026,2.0,0.0,1.0
HES1,8582.0,7580.0,0.5309986387823289
LINC02036,5.0,0.0,1.0
LINC02037,4.0,0.0,1.0
LINC00887,5.0,14.0,0.2631578947368421
CPN2,3.0,0.0,1.0
LRRC15,277.0,402.0,0.40795287187039764
ATP13A3,2402.0,3700.0,0.39364142903965915
LINC00884,31.0,83.0,0.2719298245614035
TMEM44-AS1,48.0,109.0,0.3057324840764331
TMEM44,224.0,319.0,0.4125230202578269
AC046143.1,3.0,10.0,0.23076923076923078
AC046143.2,1.0,3.0,0.25
LSG1,912.0,1322.0,0.40823634735899733
FAM43A,3328.0,3963.0,0.45645316143190234
LINC01968,6.0,4.0,0.6
LINC01972,3.0,0.0,1.0
XXYLT1,829.0,727.0,0.5327763496143959
XXYLT1-AS2,17.0,10.0,0.6296296296296297
ACAP2,1808.0,3341.0,0.35113614294037676
PPP1R2,1702.0,2521.0,0.40303102060146817
AC233280.1,4.0,23.0,0.14814814814814814
MUC20-OT1,899.0,1604.0,0.359168997203356
MUC20,16.0,19.0,0.45714285714285713
MUC4,109.0,225.0,0.3263473053892216
LINC01983,101.0,116.0,0.46543778801843316
TNK2,407.0,694.0,0.36966394187102636
TNK2-AS1,5.0,8.0,0.38461538461538464
AC124944.1,7.0,5.0,0.5833333333333334
TFRC,2959.0,8269.0,0.2635375846099038
LINC00885,230.0,345.0,0.4
ZDHHC19,11.0,20.0,0.3548387096774194
SLC51A,14.0,40.0,0.25925925925925924
PCYT1A,1186.0,1152.0,0.5072711719418306
TCTEX1D2,248.0,280.0,0.4696969696969697
TM4SF19-AS1,1.0,6.0,0.14285714285714285
TM4SF19,1.0,0.0,1.0
UBXN7,1211.0,1732.0,0.4114848793747876
RNF168,763.0,929.0,0.4509456264775414
SMCO1,1.0,0.0,1.0
WDR53,146.0,161.0,0.4755700325732899
FBXO45,514.0,636.0,0.4469565217391304
LINC01063,6.0,0.0,1.0
PIGX,571.0,978.0,0.36862491930277597
CEP19,33.0,31.0,0.515625
PAK2,7643.0,10932.0,0.4114670255720054
SENP5,1001.0,1462.0,0.40641494112870485
NCBP2,1473.0,1770.0,0.45420906567992597
NCBP2-AS1,0.0,6.0,0.0
NCBP2-AS2,735.0,1194.0,0.3810264385692068
PIGZ,1.0,0.0,1.0
MELTF,2.0,5.0,0.2857142857142857
MELTF-AS1,0.0,3.0,0.0
DLG1,659.0,1629.0,0.2880244755244755
LINC02012,2.0,0.0,1.0
BDH1,69.0,46.0,0.6
AC024560.3,6.0,9.0,0.4
AC024560.1,1.0,7.0,0.125
RUBCN,508.0,510.0,0.49901768172888017
FYTTD1,3707.0,3009.0,0.5519654556283502
AC055764.2,10.0,18.0,0.35714285714285715
LRCH3,478.0,777.0,0.3808764940239044
IQCG,90.0,160.0,0.36
RPL35A,59181.0,82527.0,0.4176263866542468
LMLN,108.0,213.0,0.3364485981308411
LMLN-AS1,1.0,0.0,1.0
ZNF595,262.0,365.0,0.4178628389154705
ZNF718,55.0,70.0,0.44
ZNF732,0.0,3.0,0.0
ZNF141,51.0,164.0,0.2372093023255814
AC092574.1,1.0,0.0,1.0
ZNF721,503.0,763.0,0.39731437598736175
PIGG,618.0,1035.0,0.3738656987295826
ATP5ME,17951.0,15547.0,0.535882739268016
MYL5,77.0,98.0,0.44
SLC49A3,32.0,76.0,0.2962962962962963
PCGF3,1135.0,1310.0,0.46421267893660534
AC139887.4,1.0,23.0,0.041666666666666664
AC139887.2,62.0,165.0,0.27312775330396477
AC139887.1,2.0,0.0,1.0
CPLX1,17.0,19.0,0.4722222222222222
GAK,1963.0,2028.0,0.49185667752442996
TMEM175,278.0,602.0,0.3159090909090909
DGKQ,260.0,427.0,0.3784570596797671
SLC26A1,12.0,22.0,0.35294117647058826
IDUA,31.0,86.0,0.26495726495726496
FGFRL1,2010.0,1941.0,0.5087319665907365
SPON2,2811.0,4331.0,0.39358723046765615
AC092535.4,4.0,9.0,0.3076923076923077
CTBP1-AS,37.0,75.0,0.33035714285714285
CTBP1,1882.0,2720.0,0.40895262929161236
CTBP1-DT,284.0,325.0,0.4663382594417077
MAEA,1184.0,1280.0,0.4805194805194805
UVSSA,1174.0,2491.0,0.3203274215552524
AC147067.1,8.0,8.0,0.5
FAM53A,1.0,0.0,1.0
SLBP,750.0,890.0,0.4573170731707317
AC016773.1,4.0,20.0,0.16666666666666666
TMEM129,377.0,314.0,0.5455861070911722
TACC3,53.0,51.0,0.5096153846153846
FGFR3,225.0,249.0,0.47468354430379744
LETM1,695.0,756.0,0.4789800137835975
NSD2,232.0,276.0,0.4566929133858268
NELFA,991.0,1350.0,0.4233233660828706
C4orf48,10336.0,11803.0,0.46686842224129366
NAT8L,3.0,0.0,1.0
POLN,11.0,42.0,0.20754716981132076
AL136360.2,1.0,0.0,1.0
HAUS3,216.0,304.0,0.4153846153846154
MXD4,7424.0,8434.0,0.4681548745112877
ZFYVE28,26.0,69.0,0.2736842105263158
CFAP99,5.0,5.0,0.5
RNF4,1474.0,1454.0,0.5034153005464481
FAM193A,783.0,1014.0,0.4357262103505843
TNIP2,2779.0,3659.0,0.43165579372475926
SH3BP2,364.0,294.0,0.5531914893617021
ADD1,2317.0,2244.0,0.5080026310019733
MFSD10,2666.0,5995.0,0.3078166493476504
NOP14-AS1,125.0,171.0,0.4222972972972973
NOP14,915.0,1088.0,0.45681477783325014
GRK4,780.0,687.0,0.5316973415132924
HTT,1358.0,1650.0,0.45146276595744683
MSANTD1,3.0,5.0,0.375
RGS12,52.0,64.0,0.4482758620689655
HGFAC,0.0,5.0,0.0
DOK7,1.0,0.0,1.0
LRPAP1,6600.0,12381.0,0.3477161371898214
AC141928.1,1.0,0.0,1.0
ADRA2C,24.0,63.0,0.27586206896551724
TMEM128,770.0,1129.0,0.4054765666140074
LYAR,762.0,1082.0,0.41323210412147504
ZBTB49,114.0,191.0,0.3737704918032787
NSG1,1818.0,1714.0,0.5147225368063421
STX18,750.0,898.0,0.4550970873786408
STX18-AS1,9.0,25.0,0.2647058823529412
MSX1,7.0,7.0,0.5
EVC2,1.0,0.0,1.0
EVC,1.0,3.0,0.25
AC113615.1,6.0,0.0,1.0
WFS1,1881.0,2227.0,0.4578870496592016
PPP2R2C,1.0,0.0,1.0
MAN2B2,1499.0,2315.0,0.3930256948085999
MRFAP1,5126.0,5145.0,0.4990750657190147
LINC02482,50.0,83.0,0.37593984962406013
AC093323.1,423.0,590.0,0.4175715695952616
LINC002481,45.0,77.0,0.36885245901639346
S100P,128190.0,104710.0,0.550407900386432
MRFAP1L1,1062.0,1400.0,0.43135662063363117
BLOC1S4,1863.0,2672.0,0.41080485115766263
KIAA0232,1712.0,2158.0,0.44237726098191216
TBC1D14,742.0,723.0,0.5064846416382253
AC097382.2,4.0,0.0,1.0
CCDC96,42.0,58.0,0.42
