peak_id,peak_width,exon,gene,promoter,annotation,gene_name,gene_id,tss_distance,ENCODE_blacklist,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,contains_primed_enhancers,contains_active_enhancers,contains_repressed_enhancers,highly_variable,contains_primed_enhancers_2nd_and_3rd_trimester,contains_active_enhancers_2nd_and_3rd_trimester,contains_repressed_enhancers_2nd_and_3rd_trimester
chr6:13328032-13328878,847,1,1,1,exon,TBC1D7,ENSG00000145979,0,0,344,0.045983158,0.044957265,95.40168426680926,344.0,5.8435445,0,1,0,True,0,1,0
chr6:13480153-13481385,1233,0,1,0,intron,GFOD1,ENSG00000145990,4797,0,283,0.03782917,0.037131194,96.21708327763668,283.0,5.6489744,0,1,0,True,0,1,0
chr6:13561069-13562294,1226,0,0,0,intergenic,nan,nan,12234,0,225,0.030076193,0.029632773,96.99238069776769,225.0,5.420535,1,0,1,True,0,0,0
chr6:13569255-13569770,516,0,0,0,intergenic,nan,nan,4758,0,56,0.0074856305,0.0074577522,99.2514369736666,56.0,4.0430512,0,1,0,True,0,0,0
chr6:13574167-13575431,1265,1,1,1,exon,SIRT5,ENSG00000124523,0,0,629,0.08407967,0.08073139,91.5920331506483,629.0,6.4457197,1,1,1,True,0,1,0
chr6:13614541-13615657,1117,1,1,1,exon,NOL7,ENSG00000225921,0,0,461,0.061622776,0.059798658,93.83772222964843,461.0,6.135565,0,1,0,True,0,1,0
chr6:13769066-13769940,875,0,0,0,intergenic,nan,nan,31404,0,182,0.024328299,0.02403708,97.56717016441652,182.0,5.209486,0,0,0,True,0,0,0
chr6:13775468-13775898,431,0,0,0,intergenic,nan,nan,25446,0,206,0.027536426,0.027164118,97.24635743884508,206.0,5.332719,0,0,0,True,0,0,0
chr6:13776580-13777630,1051,0,0,0,intergenic,nan,nan,23714,0,261,0.034888383,0.034293577,96.51116160941052,261.0,5.5683446,0,1,0,True,0,1,0
chr6:13813575-13814785,1211,1,1,1,exon,MCUR1,ENSG00000050393,0,0,651,0.08702045,0.08344042,91.29795481887447,651.0,6.4800444,0,1,0,True,0,1,0
chr6:13953105-13953385,281,0,1,0,intron,RNF182,ENSG00000180537,27911,0,46,0.0061489106,0.006130083,99.38510894265472,46.0,3.8501477,0,0,0,True,0,0,0
chr6:14322031-14322298,268,0,0,0,intergenic,nan,nan,204389,0,37,0.004945863,0.0049336725,99.50541371474402,37.0,3.637586,0,0,0,True,0,0,0
chr6:14840551-14840888,338,0,0,0,intergenic,nan,nan,405407,0,151,0.020184467,0.019983461,97.98155326827964,151.0,5.0238805,0,0,0,True,0,0,0
chr6:14923721-14924458,738,0,0,0,intergenic,nan,nan,321837,0,293,0.039165888,0.03841836,96.08341130864858,293.0,5.68358,0,1,0,True,0,0,0
chr6:15019217-15019529,313,0,0,0,intergenic,nan,nan,226766,0,136,0.018179387,0.018016117,98.1820612217618,136.0,4.919981,0,1,0,True,0,1,0
chr6:15021805-15022491,687,0,0,0,intergenic,nan,nan,223804,0,356,0.04758722,0.046489634,95.24127790402352,356.0,5.8777356,0,0,0,True,0,0,0
chr6:15036618-15037097,480,0,0,0,intergenic,nan,nan,209198,0,86,0.0114957895,0.011430215,98.85042106670232,86.0,4.465908,1,1,1,True,0,0,0
chr6:15062253-15062975,723,0,0,0,intergenic,nan,nan,183320,0,463,0.06189012,0.060050454,93.81098783585082,463.0,6.1398845,0,1,0,True,0,1,0
chr6:15222245-15222455,211,0,0,0,intergenic,nan,nan,23840,0,62,0.008287662,0.008253507,99.17123379227375,62.0,4.1431346,0,1,0,True,0,1,0
chr6:15244858-15246133,1276,0,0,1,promoter,JARID2,ENSG00000008083,162,0,554,0.07405427,0.071440525,92.59457291805909,554.0,6.3189683,0,1,0,True,0,1,0
chr6:15412798-15413187,390,0,1,0,intron,JARID2,ENSG00000008083,88170,0,68,0.009089693,0.0090486305,99.0910306108809,68.0,4.2341065,1,0,0,True,1,0,0
chr6:15662171-15663175,1005,1,1,1,exon,DTNBP1,ENSG00000047579,0,0,310,0.04143831,0.04060275,95.8561689613688,310.0,5.739793,1,1,1,True,1,1,0
chr6:15993711-15994107,397,0,0,0,intergenic,nan,nan,135017,0,93,0.012431493,0.012354856,98.75685068841064,93.0,4.543295,1,0,0,True,1,0,0
chr6:16128462-16129595,1134,1,1,1,exon,MYLIP,ENSG00000007944,0,0,585,0.078198105,0.075291224,92.18018981419596,585.0,6.3733196,0,0,0,True,0,0,0
chr6:16130409-16130730,322,1,1,0,exon,MYLIP,ENSG00000007944,1237,0,124,0.016575323,0.016439453,98.34246758454752,124.0,4.828314,0,1,0,True,0,0,0
chr6:16277359-16277669,311,0,1,0,intron,GMPR,ENSG00000137198,11848,0,45,0.006015239,0.0059972196,99.39847613955354,45.0,3.8286414,0,0,0,True,0,0,0
chr6:16759908-16760302,395,0,1,0,intron,ATXN1,ENSG00000124788,1153,0,109,0.014570245,0.014465119,98.54297553802968,109.0,4.7004805,0,1,0,True,0,1,0
chr6:17291618-17292111,494,1,1,0,exon,RBM24,ENSG00000112183,1648,0,147,0.01964978,0.019459214,98.03502205587488,147.0,4.9972124,1,1,1,True,1,0,1
chr6:17417321-17418624,1304,0,1,0,intron,CAP2,ENSG00000112186,23588,0,377,0.050394334,0.04916565,94.96056676914851,377.0,5.934894,0,1,0,True,0,1,0
chr6:17589437-17590255,819,0,0,0,intergenic,nan,nan,10099,0,183,0.02446197,0.024167567,97.55380296751773,183.0,5.214936,0,0,0,True,0,0,0
chr6:17599982-17601113,1132,1,1,1,exon,FAM8A1,ENSG00000137414,0,0,389,0.051998395,0.05069159,94.8001604063628,389.0,5.966147,0,1,0,True,0,1,0
chr6:17706325-17707117,793,1,1,1,exon,NUP153,ENSG00000124789,0,0,503,0.067237,0.065073065,93.2762999598984,503.0,6.222576,0,1,0,True,0,1,0
chr6:17791562-17791882,321,0,1,0,intron,KIF13A,ENSG00000137177,2814,0,27,0.0036091432,0.0036026458,99.63908568373212,27.0,3.3322046,1,0,1,True,0,0,0
chr6:17865690-17866180,491,0,1,0,intron,KIF13A,ENSG00000137177,48489,0,203,0.02713541,0.026773771,97.2864590295415,203.0,5.31812,0,1,0,True,0,1,0
chr6:17998400-17998917,518,0,0,0,intergenic,nan,nan,10776,0,293,0.039165888,0.03841836,96.08341130864858,293.0,5.68358,1,1,0,True,0,0,0
chr6:18154652-18155567,916,1,1,1,exon,KDM1B,ENSG00000165097,0,0,472,0.06309317,0.061182745,93.69068306376153,472.0,6.1590953,0,0,0,True,0,0,0
chr6:18263858-18264912,1055,1,1,1,exon,DEK,ENSG00000124795,0,0,425,0.056810588,0.05525549,94.3189413180056,425.0,6.0544395,0,1,0,True,0,1,0
chr6:18308981-18309383,403,0,0,0,intergenic,nan,nan,44157,0,148,0.019783452,0.019590303,98.02165485897606,148.0,5.0039463,0,0,0,True,0,0,0
chr6:18387031-18387508,478,1,1,1,exon,RNF144B,ENSG00000137393,0,0,114,0.0152386045,0.0151236635,98.47613955353565,114.0,4.744932,0,1,0,True,0,1,0
chr6:18503827-18504208,382,0,0,0,intergenic,nan,nan,116312,0,67,0.008956022,0.0089161545,99.1043978077797,67.0,4.2195077,0,1,0,True,0,0,0
chr6:19804417-19805119,703,0,0,0,intergenic,nan,nan,32266,0,314,0.041973,0.04111603,95.80270017377356,314.0,5.7525725,0,1,1,True,0,1,1
chr6:20401205-20401975,771,1,1,1,exon,E2F3,ENSG00000112242,0,0,498,0.06656864,0.06444662,93.34313594439246,498.0,6.212606,0,1,1,True,0,0,1
chr6:20840526-20841140,615,0,1,0,intron,CDKAL1,ENSG00000145996,294184,0,158,0.021120172,0.020900233,97.88798288998797,158.0,5.0689044,0,1,1,True,0,0,0
chr6:20877144-20878081,938,0,1,0,intron,CDKAL1,ENSG00000145996,322730,0,390,0.052132066,0.050818644,94.78679320946397,390.0,5.9687076,0,0,0,True,0,0,0
chr6:21426820-21427336,517,0,0,0,intergenic,nan,nan,165431,0,128,0.017110012,0.016965285,98.28899879695228,128.0,4.8598123,0,0,0,True,0,0,0
chr6:21608459-21608958,500,0,0,0,intergenic,nan,nan,15690,0,190,0.025397673,0.025080511,97.46023258922604,190.0,5.2522736,1,1,0,True,0,1,0
chr6:21609488-21610221,734,0,0,0,intergenic,nan,nan,16719,0,230,0.030744553,0.030281408,96.92554471327362,230.0,5.4424176,0,0,0,True,0,0,0
chr6:21719833-21720688,856,0,0,0,intergenic,nan,nan,127064,0,279,0.03729448,0.036615863,96.27055206523193,279.0,5.6347895,0,0,0,True,0,0,0
chr6:24666361-24667386,1026,1,1,1,exon,ACOT13,ENSG00000112304,0,0,603,0.080604196,0.077520326,91.93958027001736,603.0,6.403574,0,1,0,True,0,1,0
chr6:24720670-24721762,1093,1,1,1,exon,C6orf62,ENSG00000112308,0,0,742,0.0991846,0.09456863,90.08153990108272,742.0,6.610696,0,0,0,True,0,0,0
chr6:24774696-24775605,910,1,1,1,exon,GMNN,ENSG00000112312,0,0,491,0.06563294,0.063568935,93.43670632268412,491.0,6.1984787,0,1,0,True,0,1,0
chr6:24775845-24776075,231,0,1,1,promoter,GMNN,ENSG00000112312,377,0,94,0.012565165,0.012486878,98.74348349151182,94.0,4.553877,0,1,0,True,0,1,0
chr6:25217346-25217791,446,0,0,0,intergenic,nan,nan,61286,0,146,0.019516107,0.01932811,98.04838925277367,146.0,4.9904327,0,1,0,True,0,1,0
chr6:26026934-26027464,531,1,1,1,exon,HIST1H4B,ENSG00000278705,0,0,285,0.03809651,0.037388757,96.19034888383906,285.0,5.655992,1,1,1,True,0,1,0
chr6:26031877-26032304,428,1,1,1,exon,HIST1H3B,ENSG00000274267,0,0,209,0.027937442,0.02755431,97.20625584814864,209.0,5.3471074,0,1,0,True,0,1,0
chr6:26033144-26034047,904,1,1,1,exon,HIST1H2AB,ENSG00000278463,0,0,386,0.05159738,0.05031032,94.84026199705922,386.0,5.9584246,0,1,0,True,0,1,0
chr6:26043497-26044328,832,1,1,1,exon,HIST1H3C,ENSG00000278272,0,0,487,0.06509825,0.06306705,93.49017511027937,487.0,6.1903152,0,1,0,True,0,1,0
chr6:26044935-26045478,544,1,1,1,exon,HIST1H3C,ENSG00000278272,0,0,277,0.037027135,0.036358096,96.29728645902954,277.0,5.627621,0,1,0,True,0,1,0
chr6:26054930-26055586,657,0,0,0,intergenic,nan,nan,841,0,344,0.045983158,0.044957265,95.40168426680926,344.0,5.8435445,0,1,0,True,0,0,0
chr6:26056115-26056630,516,1,1,1,exon,HIST1H1C,ENSG00000187837,0,0,281,0.037561823,0.03687356,96.2438176714343,281.0,5.641907,0,1,0,True,0,1,0
chr6:26109794-26110079,286,0,0,1,promoter,HIST1H1T,ENSG00000187475,1657,0,153,0.020451812,0.020245483,97.95481887448202,153.0,5.0369525,1,0,1,True,0,0,0
chr6:26123556-26124482,927,1,1,1,exon,HIST1H2AC,ENSG00000180573,0,0,584,0.07806443,0.07516724,92.19355701109475,584.0,6.371612,0,1,0,True,0,1,0
chr6:26156166-26156686,521,1,1,1,exon,HIST1H2BD,ENSG00000158373,0,0,323,0.043176048,0.042269953,95.68239540168426,323.0,5.7807436,0,1,0,True,0,1,0
chr6:26171609-26172212,604,1,1,1,exon,HIST1H2BE,ENSG00000274290,0,0,321,0.042908702,0.042013638,95.70912979548189,321.0,5.7745514,0,1,0,True,0,1,0
chr6:26198861-26199535,675,1,1,1,exon,HIST1H2AD,ENSG00000196866,0,0,361,0.04825558,0.047127433,95.17444191952949,361.0,5.891644,0,1,0,True,0,1,0
chr6:26216254-26217332,1079,1,1,1,exon,HIST1H2BG,ENSG00000273802,0,0,604,0.08073787,0.07764402,91.92621307311856,604.0,6.4052286,0,1,0,True,0,1,0
chr6:26233675-26234138,464,0,0,0,intergenic,nan,nan,794,0,143,0.019115092,0.018934693,98.08849084347013,143.0,4.9698133,0,1,0,True,0,1,0
chr6:26240067-26240803,737,1,1,1,exon,HIST1H4F,ENSG00000274618,0,0,342,0.045715813,0.04470164,95.42841866060688,342.0,5.8377304,0,1,0,True,0,1,0
chr6:26249720-26250457,738,1,1,1,exon,HIST1H3F,ENSG00000277775,147,0,269,0.03595776,0.035326373,96.40422403422002,269.0,5.598422,0,1,0,True,0,1,0
chr6:26272147-26273561,1415,1,1,1,exon,HIST1H2BI,ENSG00000278588,0,0,620,0.08287662,0.07962104,91.7123379227376,620.0,6.431331,0,1,0,True,0,1,0
chr6:26285108-26286021,914,1,1,1,exon,HIST1H4H,ENSG00000158406,0,0,522,0.069776766,0.067449994,93.022323218821,522.0,6.2595816,0,1,0,True,0,1,0
chr6:26421076-26421771,696,0,0,0,intergenic,nan,nan,11492,0,117,0.01563962,0.0155185815,98.4360379628392,117.0,4.7706847,0,1,0,True,0,1,0
chr6:26428162-26428557,396,0,0,0,intergenic,nan,nan,11914,0,56,0.0074856305,0.0074577522,99.2514369736666,56.0,4.0430512,0,0,0,True,0,0,0
chr6:26537252-26538682,1431,1,1,1,exon,HMGN4,ENSG00000182952,0,0,750,0.10025398,0.09554104,89.97460232589226,750.0,6.6214056,0,1,0,True,0,0,0
chr6:26539118-26539344,227,0,1,0,intron,HMGN4,ENSG00000182952,679,0,74,0.009891726,0.009843123,99.01082742948805,74.0,4.317488,0,1,0,True,0,1,0
chr6:26553818-26554149,332,0,0,0,intergenic,nan,nan,15379,0,148,0.019783452,0.019590303,98.02165485897606,148.0,5.0039463,0,0,0,True,0,0,0
chr6:26659157-26660227,1071,1,1,1,exon,ZNF322,ENSG00000181315,0,0,310,0.04143831,0.04060275,95.8561689613688,310.0,5.739793,0,0,0,True,0,0,0
chr6:27019682-27020467,786,0,0,0,intergenic,nan,nan,112080,0,290,0.03876487,0.038032383,96.12351289934502,290.0,5.673323,0,1,0,True,0,0,0
chr6:27081120-27081570,451,0,0,0,intergenic,nan,nan,50977,0,42,0.0056142225,0.0055985213,99.43857773024996,42.0,3.7612002,0,0,0,True,0,0,0
chr6:27133674-27134087,414,1,1,1,exon,HIST1H2AG,ENSG00000196787,631,0,195,0.026066033,0.025732104,97.393396604732,195.0,5.278115,0,1,0,True,0,1,0
chr6:27146674-27147541,868,1,1,1,exon,HIST1H2BK,ENSG00000197903,0,0,622,0.083143964,0.07986789,91.68560352893998,622.0,6.4345465,0,1,0,True,0,1,0
chr6:27250874-27252138,1265,1,1,1,exon,PRSS16,ENSG00000112812,0,0,719,0.09611014,0.091767676,90.38898542975538,719.0,6.5792513,0,1,0,True,0,1,0
chr6:27358874-27359631,758,0,0,0,intergenic,nan,nan,14983,0,191,0.025531346,0.025210865,97.44686539232724,191.0,5.2574954,0,0,0,True,0,0,0
chr6:27388280-27389132,853,1,1,1,exon,ZNF391,ENSG00000124613,0,0,231,0.030878225,0.030411085,96.91217751637484,231.0,5.4467373,0,1,0,True,0,1,0
chr6:27502646-27503151,506,0,0,0,intergenic,nan,nan,29527,0,140,0.018714076,0.018541122,98.12859243416656,140.0,4.94876,1,1,1,True,0,0,0
chr6:27752231-27753550,1320,0,0,0,intergenic,nan,nan,54380,0,349,0.046651516,0.045596037,95.3348482823152,349.0,5.857933,0,0,0,True,0,0,0
chr6:27837111-27837479,369,0,0,1,promoter,HIST1H2BN,ENSG00000233822,280,0,160,0.021387516,0.021162013,97.86124849619034,160.0,5.081404,0,1,0,True,0,1,0
chr6:27837752-27839098,1347,1,1,1,exon,HIST1H2AK,ENSG00000275221,0,0,584,0.07806443,0.07516724,92.19355701109475,584.0,6.371612,0,1,0,True,0,1,0
chr6:27902473-27903596,1124,0,0,0,intergenic,nan,nan,8799,0,377,0.050394334,0.04916565,94.96056676914851,377.0,5.934894,0,1,0,True,0,1,0
chr6:28080502-28081327,826,1,1,1,exon,ZNF165,ENSG00000197279,0,0,344,0.045983158,0.044957265,95.40168426680926,344.0,5.8435445,0,1,0,True,0,1,0
chr6:28489359-28490216,858,0,0,0,intergenic,nan,nan,25570,0,253,0.03381901,0.03325972,96.618099184601,253.0,5.5373344,1,1,1,True,1,0,0
chr6:28866234-28866916,683,0,0,0,intergenic,nan,nan,40667,0,269,0.03595776,0.035326373,96.40422403422002,269.0,5.598422,0,1,1,True,0,1,1
chr6:28895505-28896622,1118,0,0,0,intergenic,nan,nan,10961,0,524,0.070044115,0.06769988,92.9955888250234,524.0,6.263398,0,0,0,True,0,0,0
chr6:28923080-28924396,1317,1,1,1,exon,TRIM27,ENSG00000204713,0,0,548,0.07325224,0.070693515,92.67477609945192,548.0,6.3080983,0,1,0,True,0,1,0
chr6:29675533-29675856,324,0,1,0,intron,ZFP57,ENSG00000204644,1297,0,48,0.0064162547,0.006395758,99.35837454885711,48.0,3.8918204,0,0,0,True,0,0,0
chr6:29681818-29682308,491,0,0,1,promoter,ZFP57,ENSG00000204644,707,0,77,0.0102927415,0.010240132,98.9707258387916,77.0,4.356709,0,0,0,True,0,0,0
chr6:29752590-29753339,750,0,0,0,intergenic,nan,nan,27055,0,175,0.023392595,0.023123182,97.6607405427082,175.0,5.170484,0,0,1,True,0,0,1
chr6:29790548-29791020,473,0,0,0,intergenic,nan,nan,35946,0,143,0.019115092,0.018934693,98.08849084347013,143.0,4.9698133,0,0,0,True,0,0,0
chr6:29827547-29828000,454,1,1,1,exon,HLA-G,ENSG00000204632,0,0,69,0.009223366,0.009181091,99.07766341398208,69.0,4.248495,0,0,0,True,0,0,0
chr6:30066630-30067369,740,1,1,1,exon,PPP1R11,ENSG00000204619,0,0,442,0.05908301,0.05740345,94.09169897072584,442.0,6.0935698,0,1,0,True,0,1,0
chr6:30488988-30490324,1337,1,1,1,exon,HLA-E,ENSG00000204592,0,0,445,0.059484027,0.057782024,94.0515973800294,445.0,6.100319,1,1,0,True,0,1,0
chr6:30515553-30516822,1270,0,0,0,intergenic,nan,nan,26040,0,323,0.043176048,0.042269953,95.68239540168426,323.0,5.7807436,0,1,0,True,0,0,0
chr6:30555949-30557148,1200,1,1,1,exon,PRR3,ENSG00000204576,0,0,738,0.09864991,0.09408207,90.13500868867798,738.0,6.605298,0,1,0,True,0,1,0
chr6:30570918-30572076,1159,1,1,1,exon,ABCF1,ENSG00000204574,0,0,542,0.072450206,0.06994594,92.7549792808448,542.0,6.297109,0,1,0,True,0,1,0
chr6:30617103-30617956,854,1,1,1,exon,MRPS18B,ENSG00000204568,0,0,755,0.10092234,0.09614832,89.90776634139822,755.0,6.6280413,0,0,0,True,0,0,0
chr6:30687083-30687640,558,1,1,1,exon,PPP1R18,ENSG00000146112,0,0,281,0.037561823,0.03687356,96.2438176714343,281.0,5.641907,0,1,0,True,0,1,0
chr6:30716984-30717767,784,1,1,1,exon,MDC1,ENSG00000137337,0,0,627,0.083812326,0.080484755,91.61876754444592,627.0,6.44254,0,1,0,True,0,1,0
chr6:30720063-30720456,394,1,1,1,exon,TUBB,ENSG00000196230,0,0,381,0.05092902,0.049674556,94.90709798155326,381.0,5.9454207,0,1,0,True,0,0,0
chr6:30721314-30721725,412,1,1,1,exon,TUBB,ENSG00000196230,0,0,381,0.05092902,0.049674556,94.90709798155326,381.0,5.9454207,0,1,0,True,0,1,0
chr6:30742212-30743178,967,1,1,1,exon,FLOT1,ENSG00000137312,0,0,578,0.0772624,0.07442301,92.27376019248764,578.0,6.3613024,0,1,0,True,0,1,0
chr6:30818223-30819613,1391,0,0,0,intergenic,nan,nan,56807,0,460,0.061489105,0.05967274,93.85108942654723,460.0,6.133398,0,1,0,True,0,1,0
chr6:30828185-30828788,604,0,0,0,intergenic,nan,nan,47632,0,252,0.033685338,0.033130415,96.6314663814998,252.0,5.5333896,1,1,1,True,1,1,1
chr6:30869145-30869920,776,0,0,0,intergenic,nan,nan,6500,0,416,0.05560754,0.05411647,94.43924609009493,416.0,6.0330863,0,1,0,True,0,0,0
chr6:31143128-31143476,349,1,1,0,exon,CCHCR1,ENSG00000204536,1638,0,37,0.004945863,0.0049336725,99.50541371474402,37.0,3.637586,0,0,0,True,0,0,0
chr6:31271839-31272272,434,1,1,1,exon,HLA-C,ENSG00000204525,0,0,90,0.012030478,0.011958687,98.79695227910707,90.0,4.5108595,0,0,0,True,0,0,0
chr6:31541540-31542558,1019,1,1,1,exon,DDX39B,ENSG00000198563,0,0,423,0.056543242,0.05500249,94.34567571180324,423.0,6.0497336,0,1,0,True,0,1,0
chr6:31619944-31621110,1167,1,1,1,exon,PRRC2A,ENSG00000204469,0,0,718,0.09597647,0.09164572,90.4023526266542,718.0,6.5778613,0,0,0,True,0,0,0
chr6:31651714-31653080,1367,1,1,1,exon,APOM,ENSG00000204444,0,0,529,0.07071247,0.06832428,92.92875284052934,529.0,6.272877,0,1,0,True,0,1,0
chr6:31664856-31666199,1344,1,1,1,exon,XXbac-BPG32J3.22,ENSG00000263020,0,0,636,0.08501537,0.081594154,91.49846277235665,636.0,6.4567695,0,1,0,True,0,1,0
chr6:31702887-31703535,649,1,1,1,exon,XXbac-BPG32J3.20,ENSG00000204422,0,0,358,0.047854565,0.0467448,95.21454351022592,358.0,5.8833222,0,1,0,True,0,0,0
chr6:31720058-31720796,739,1,1,0,exon,LY6G6C,ENSG00000204421,882,0,391,0.05226574,0.050945688,94.77342601256515,391.0,5.971262,1,1,0,True,0,1,0
chr6:31736258-31736654,397,1,1,1,exon,CLIC1,ENSG00000213719,0,0,227,0.030343536,0.029892277,96.96564630397006,227.0,5.4293456,0,1,0,True,0,0,0
chr6:31795341-31796248,908,1,1,1,exon,VARS,ENSG00000204394,0,0,446,0.0596177,0.05790818,94.0382301831306,446.0,6.1025586,0,1,0,True,0,1,0
chr6:31806565-31807379,815,1,1,1,exon,LSM2,ENSG00000204392,0,0,437,0.05841465,0.056772176,94.15853495521988,437.0,6.082219,0,1,0,True,0,1,0
chr6:31814058-31814935,878,1,1,1,exon,HSPA1A,ENSG00000204389,129,0,369,0.049324956,0.04814706,95.067504344339,369.0,5.913503,1,1,0,True,0,1,0
chr6:31815046-31815707,662,1,1,1,exon,HSPA1A,ENSG00000204389,0,0,381,0.05092902,0.049674556,94.90709798155326,381.0,5.9454207,0,0,0,True,0,0,0
chr6:31826915-31827879,965,1,1,1,exon,HSPA1B,ENSG00000204388,0,0,854,0.11415586,0.10809704,88.58441384841599,854.0,6.7511015,0,1,0,True,0,1,0
chr6:31834267-31835195,929,1,1,1,exon,C6orf48,ENSG00000204387,0,0,377,0.050394334,0.04916565,94.96056676914851,377.0,5.934894,0,1,0,True,0,1,0
chr6:31862506-31863206,701,1,1,1,exon,SLC44A4,ENSG00000204385,0,0,524,0.070044115,0.06769988,92.9955888250234,524.0,6.263398,0,1,0,True,0,1,0
chr6:31958488-31959341,854,1,1,1,exon,SKIV2L,ENSG00000204351,0,0,485,0.06483091,0.06281602,93.516909504077,485.0,6.1862087,0,1,0,True,0,1,0
chr6:31971694-31972718,1025,1,1,1,exon,DXO,ENSG00000204348,0,0,724,0.096778505,0.09237725,90.32214944526132,724.0,6.5861716,0,1,0,True,0,1,0
chr6:32177492-32178484,993,1,1,1,exon,RNF5,ENSG00000204308,0,0,678,0.09062959,0.086755134,90.9370405026066,678.0,6.5206213,0,1,0,True,0,1,0
chr6:32195420-32196420,1001,1,1,1,exon,NOTCH4,ENSG00000204301,0,0,879,0.11749766,0.11109196,88.25023392594574,879.0,6.779922,0,1,0,True,0,1,0
chr6:32838162-32838940,779,1,1,1,exon,TAP2,ENSG00000204267,0,0,256,0.034220025,0.033647545,96.57799759390456,256.0,5.549076,0,0,0,True,0,0,0
chr6:32844372-32844888,517,1,1,1,exon,PSMB9,ENSG00000240065,0,0,137,0.01831306,0.018147396,98.168694024863,137.0,4.9272537,0,0,0,True,0,0,0
chr6:32853391-32854271,881,1,1,1,exon,TAP1,ENSG00000168394,0,0,338,0.045181125,0.044190194,95.4818874482021,338.0,5.826,0,1,0,True,0,1,0
chr6:32861129-32861753,625,0,0,0,intergenic,nan,nan,5031,0,280,0.03742815,0.03674472,96.25718486833313,280.0,5.638355,0,0,0,True,0,0,0
chr6:32894136-32894859,724,0,0,0,intergenic,nan,nan,38038,0,181,0.024194626,0.023906574,97.58053736131534,181.0,5.2040067,0,0,0,True,0,0,0
chr6:32968321-32968941,621,1,1,1,exon,BRD2,ENSG00000204256,0,0,581,0.077663414,0.074795194,92.2336586017912,581.0,6.3664703,0,1,0,True,0,1,0
chr6:32971522-32972271,750,1,1,1,exon,BRD2,ENSG00000204256,0,0,819,0.10947734,0.10388904,89.05226573987434,819.0,6.7093043,0,1,0,True,0,1,0
chr6:33199894-33200989,1096,1,1,1,exon,SLC39A7,ENSG00000112473,0,0,658,0.08795615,0.084300846,91.2043844405828,658.0,6.4907236,0,1,0,True,0,1,0
chr6:33271161-33272230,1070,1,1,1,exon,RPS18,ENSG00000231500,0,0,401,0.05360246,0.052215207,94.63975404357706,401.0,5.9964523,0,1,0,True,0,1,0
chr6:33276806-33277745,940,1,1,1,exon,B3GALT4,ENSG00000235863,0,0,380,0.050795346,0.049547352,94.92046517845208,380.0,5.9427996,0,1,0,True,0,1,0
chr6:33298837-33300169,1333,1,1,1,exon,TAPBP,ENSG00000231925,0,0,532,0.07111349,0.06869875,92.8886512498329,532.0,6.2785215,0,1,0,True,0,1,0
chr6:33317689-33318168,480,1,1,1,exon,ZBTB22,ENSG00000236104,0,0,364,0.048656598,0.047509916,95.13434032883303,364.0,5.8998976,0,1,0,True,0,1,0
chr6:33322686-33323597,912,1,1,1,exon,DAXX,ENSG00000204209,0,0,532,0.07111349,0.06869875,92.8886512498329,532.0,6.2785215,1,1,0,True,0,1,0
chr6:33390936-33391966,1031,1,1,1,exon,KIFC1,ENSG00000237649,0,0,690,0.09223366,0.08822483,90.77663413982089,690.0,6.53814,1,1,1,True,0,0,1
chr6:33409993-33411176,1184,1,1,1,exon,PHF1,ENSG00000112511,0,0,816,0.10907633,0.10352753,89.09236733057078,816.0,6.705639,1,1,0,True,0,1,0
chr6:33417760-33418776,1017,1,1,1,exon,SYNGAP1,ENSG00000197283,0,0,651,0.08702045,0.08344042,91.29795481887447,651.0,6.4800444,0,1,0,True,0,1,0
chr6:33579782-33580431,650,1,1,1,exon,BAK1,ENSG00000030110,0,0,163,0.02178853,0.021554552,97.82114690549392,163.0,5.0998664,1,1,0,True,1,1,0
chr6:33788124-33789345,1222,1,1,1,exon,LEMD2,ENSG00000161904,0,0,459,0.061355434,0.059546802,93.86445662344607,459.0,6.1312265,0,1,0,True,0,1,0
chr6:33839292-33839688,397,0,0,0,intergenic,nan,nan,35280,0,157,0.0209865,0.020769317,97.90135008688678,157.0,5.062595,0,1,0,True,0,1,0
chr6:33840038-33840925,888,0,0,0,intergenic,nan,nan,36026,0,426,0.05694426,0.05538197,94.3055741211068,426.0,6.056784,0,1,0,True,0,1,0
chr6:34248423-34249438,1016,1,1,1,exon,C6orf1,ENSG00000186577,0,0,526,0.07031146,0.06794969,92.96885443122578,526.0,6.2672005,1,1,1,True,0,1,1
chr6:34756632-34757613,982,1,1,1,exon,SNRPC,ENSG00000124562,0,0,410,0.054805506,0.053356394,94.51944927148776,410.0,6.0185933,0,1,0,True,0,1,0
chr6:34791854-34793017,1164,1,1,1,exon,UHRF1BP1,ENSG00000065060,0,0,332,0.044379093,0.04342254,95.56209062959498,332.0,5.8081427,0,1,0,True,0,1,0
chr6:34922014-34922675,662,0,1,0,intron,ANKS1A,ENSG00000064999,32748,0,165,0.022055876,0.021816162,97.7944125116963,165.0,5.1119876,0,1,0,True,0,0,0
chr6:35218050-35218382,333,0,1,0,intron,SCUBE3,ENSG00000146197,3630,0,64,0.008555006,0.008518619,99.14449939847614,64.0,4.1743875,1,0,1,True,1,0,1
chr6:35241049-35241789,741,1,1,0,exon,SCUBE3,ENSG00000146197,17119,0,305,0.04076995,0.039960776,95.92300494586286,305.0,5.723585,1,1,1,True,1,1,1
