peak_id,peak_width,exon,gene,promoter,annotation,gene_name,gene_id,tss_distance,ENCODE_blacklist,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,contains_primed_enhancers,contains_active_enhancers,contains_repressed_enhancers,highly_variable,mean,std,contains_primed_enhancers_2nd_and_3rd_trimester,contains_active_enhancers_2nd_and_3rd_trimester,contains_repressed_enhancers_2nd_and_3rd_trimester
chr5:172451777-172452184,408,0,1,0,intron,SH3PXD2B,ENSG00000174705,2123,0,237,0.031680256,0.03118879,96.83197433498196,237.0,5.4722705,0,1,0,True,0.3042676799691342,1.0838902644229944,0,1,0
chr5:172454080-172454808,729,1,1,1,exon,SH3PXD2B,ENSG00000174705,0,0,253,0.03381901,0.03325972,96.618099184601,253.0,5.5373344,0,0,0,True,0.3120365515261421,1.1897889765008542,0,0,0
chr5:172482179-172482983,805,0,0,0,intergenic,nan,nan,27655,0,213,0.02847213,0.028074332,97.1527870605534,213.0,5.365976,0,0,0,True,0.31137787849969256,1.0214454056924975,0,0,0
chr5:172607022-172607633,612,0,0,0,intergenic,nan,nan,33632,0,310,0.04143831,0.04060275,95.8561689613688,310.0,5.739793,0,0,0,True,0.2892685201113417,1.023341828138543,0,0,0
chr5:172615849-172616443,595,0,0,0,intergenic,nan,nan,24822,0,200,0.026734393,0.026383273,97.32656062023791,200.0,5.3033047,0,0,0,True,0.25864232880646415,1.0619501726010436,0,0,0
chr5:172688529-172689328,800,1,1,0,exon,NEURL1B,ENSG00000214357,47262,0,342,0.045715813,0.04470164,95.42841866060688,342.0,5.8377304,0,1,0,True,0.27214200548441186,1.0629221494440246,0,0,0
chr5:172770628-172771489,862,1,1,1,exon,DUSP1,ENSG00000120129,0,0,719,0.09611014,0.091767676,90.38898542975538,719.0,6.5792513,0,1,0,True,0.4412370081833677,1.239105291543479,0,1,0
chr5:172772032-172772687,656,0,0,1,promoter,DUSP1,ENSG00000120129,836,0,498,0.06656864,0.06444662,93.34313594439246,498.0,6.212606,0,1,0,True,0.4247540710055785,1.2131810770696663,0,1,0
chr5:172801016-172801589,574,0,0,0,intergenic,nan,nan,29820,0,364,0.048656598,0.047509916,95.13434032883303,364.0,5.8998976,0,1,0,True,0.27106805143943025,1.0581292812122465,0,1,0
chr5:172886734-172887338,605,0,1,0,intron,ERGIC1,ENSG00000113719,17878,0,238,0.031813927,0.031318348,96.81860713808317,238.0,5.4764633,0,1,0,True,0.23383694002798008,1.0571150657379438,0,1,0
chr5:172904728-172905357,630,1,1,1,exon,ERGIC1,ENSG00000113719,0,0,512,0.06844005,0.06619969,93.15599518780913,512.0,6.240276,0,1,0,True,0.3587421197511606,1.1565877686375572,0,1,0
chr5:172951881-172952242,362,1,1,0,exon,ERGIC1,ENSG00000113719,6486,0,147,0.01964978,0.019459214,98.03502205587488,147.0,4.9972124,1,1,1,True,0.23459522025288948,0.9978786843422494,1,0,1
chr5:172983377-172984085,709,1,1,1,exon,ATP6V0E1,ENSG00000113732,0,0,342,0.045715813,0.04470164,95.42841866060688,342.0,5.8377304,0,1,0,True,0.30108946425204397,1.1310455728621713,0,1,0
chr5:173012643-173013241,599,0,1,0,intron,ATP6V0E1,ENSG00000113732,28811,0,219,0.029274162,0.028853856,97.07258387916052,219.0,5.3936276,1,0,0,True,0.25802482799396587,1.0361232372978457,1,0,0
chr5:173022241-173022840,600,0,1,0,intron,ATP6V0E1,ENSG00000113732,33511,0,234,0.03127924,0.030800013,96.87207592567836,234.0,5.4595857,0,1,0,True,0.2121665502198499,0.9622189294425705,0,1,0
chr5:173056747-173057500,754,1,1,1,exon,CREBRF,ENSG00000164463,0,0,519,0.06937575,0.06707507,93.06242480951744,519.0,6.253829,0,0,0,True,0.4157517054112599,1.1497692092747238,0,0,0
chr5:173329026-173329605,580,1,1,1,exon,STC2,ENSG00000113739,0,0,292,0.039032213,0.038289715,96.0967785055474,292.0,5.6801724,0,1,0,True,0.30073782934642096,1.1595070897817643,0,1,0
chr5:173573079-173573361,283,0,0,0,intergenic,nan,nan,36378,0,55,0.007351958,0.0073250644,99.26480417056544,55.0,4.0253515,0,0,0,True,0.10330786607233837,0.7918027841623853,0,0,0
chr5:173615934-173616971,1038,1,1,1,exon,BOD1,ENSG00000145919,0,0,477,0.06376153,0.061811242,93.62384707926748,477.0,6.1696105,0,1,0,True,0.3567304783764737,1.1171333647853137,0,0,0
chr5:173802122-173803029,908,0,0,0,intergenic,nan,nan,85250,0,310,0.04143831,0.04060275,95.8561689613688,310.0,5.739793,1,1,1,True,0.20871789694119997,1.156984860521831,1,0,1
chr5:173806243-173806545,303,0,0,0,intergenic,nan,nan,81734,0,172,0.022991579,0.022731256,97.70084213340462,172.0,5.1532917,1,1,1,True,0.17409206385779294,1.1313470997673987,1,1,1
chr5:173882258-173882935,678,0,0,0,intergenic,nan,nan,5344,0,208,0.02780377,0.027424263,97.21962304504746,208.0,5.3423343,0,0,0,True,0.24166745946835838,0.9950631458086298,0,0,0
chr5:173887596-173888397,802,1,1,1,exon,CPEB4,ENSG00000113742,0,0,610,0.0815399,0.07838586,91.84600989172571,610.0,6.4150968,0,0,0,True,0.3777545555365531,1.0742952452794268,0,0,0
chr5:174520408-174521282,875,0,0,0,intergenic,nan,nan,203250,0,375,0.05012699,0.0489111,94.98730116294612,375.0,5.9295893,0,1,0,True,0.23878645580554037,1.071861108115254,0,1,0
chr5:174606707-174607169,463,0,0,0,intergenic,nan,nan,117363,0,78,0.010426413,0.010372433,98.9573586418928,78.0,4.3694477,0,0,0,True,0.189879730038246,0.9846990029994791,0,0,0
chr5:176388468-176389427,960,1,1,1,exon,HIGD2A,ENSG00000146066,0,0,555,0.07418794,0.07156497,92.58120572116027,555.0,6.3207684,0,0,1,True,0.44495096856636074,1.264927238338961,0,0,1
chr5:176415648-176416837,1190,1,1,1,exon,CLTB,ENSG00000175416,0,0,704,0.094105065,0.08993673,90.58949338323754,704.0,6.558198,0,1,0,True,0.5088581522641338,1.1961187574898147,0,1,0
chr5:176447585-176448670,1086,1,1,1,exon,FAF2,ENSG00000113194,0,0,600,0.08020318,0.07714915,91.9796818607138,600.0,6.398595,0,1,0,True,0.42639236326528257,1.2012823469554799,0,1,0
chr5:176646991-176647640,650,1,1,1,exon,TSPAN17,ENSG00000048140,0,0,394,0.052666757,0.051326714,94.73332442186872,394.0,5.9788857,0,0,1,True,0.4082020291085698,1.290242234297865,0,0,1
chr5:177116667-177117190,524,0,0,0,intergenic,nan,nan,15834,0,198,0.02646705,0.026122857,97.35329501403557,198.0,5.293305,1,0,0,True,0.1760066812374911,1.036126998438728,1,0,0
chr5:177303240-177303875,636,1,1,1,exon,PRELID1,ENSG00000169230,0,0,351,0.04691886,0.04585143,95.30811388851758,351.0,5.8636312,0,0,0,True,0.3253542944087913,1.1483301015227474,0,0,0
chr5:177311358-177311616,259,1,1,0,exon,MXD3,ENSG00000213347,253,0,93,0.012431493,0.012354856,98.75685068841064,93.0,4.543295,1,1,0,True,0.15755782282683184,1.0479972094636274,1,1,0
chr5:177351295-177352142,848,1,1,1,exon,LMAN2,ENSG00000169223,0,0,370,0.04945863,0.048274443,95.05413714744016,370.0,5.916202,0,1,0,True,0.2771637891256335,1.0760953984590351,0,1,0
chr5:177425652-177427031,1380,1,1,1,exon,GRK6,ENSG00000198055,0,0,929,0.124181256,0.117055,87.58187408100522,929.0,6.8351846,0,1,0,True,0.5790633867675634,1.2316838998072235,0,1,0
chr5:177497270-177497959,690,1,1,1,exon,PDLIM7,ENSG00000196923,0,0,440,0.058815666,0.057150986,94.11843336452344,440.0,6.089045,1,0,1,True,0.42311570612742905,1.2642528438454537,0,0,1
chr5:177516512-177517505,994,1,1,1,exon,DDX41,ENSG00000183258,0,0,490,0.06549927,0.06344349,93.45007351958294,490.0,6.196444,0,1,0,True,0.3504093292970278,1.0598312393325025,0,1,0
chr5:177546171-177546837,667,0,1,0,intron,FAM193B,ENSG00000146067,6428,0,200,0.026734393,0.026383273,97.32656062023791,200.0,5.3033047,0,1,0,True,0.3279660119078559,1.1770757271899785,0,1,0
chr5:177599664-177600754,1091,1,1,1,exon,B4GALT7,ENSG00000027847,0,0,417,0.05574121,0.054243088,94.42587889319609,417.0,6.0354815,0,1,0,True,0.360305854149693,1.1747243632771545,0,1,0
chr5:178079958-178080472,515,0,0,0,intergenic,nan,nan,26085,0,319,0.042641357,0.04175726,95.73586418927952,319.0,5.768321,0,0,0,True,0.3817604995895496,1.1534295404910158,0,0,0
chr5:178086290-178086587,298,0,0,0,intergenic,nan,nan,26855,0,149,0.019917123,0.019721372,98.00828766207728,149.0,5.0106354,0,1,0,True,0.1741111320235617,0.9576504042705685,0,0,0
chr5:178112995-178113742,748,1,1,1,exon,N4BP3,ENSG00000145911,0,0,485,0.06483091,0.06281602,93.516909504077,485.0,6.1862087,0,0,0,True,0.3307688643187464,1.1402231915416177,0,0,0
chr5:178113994-178114530,537,0,1,0,intron,N4BP3,ENSG00000145911,550,0,279,0.03729448,0.036615863,96.27055206523193,279.0,5.6347895,0,0,0,True,0.2973467318657943,1.1738877922572133,0,0,0
chr5:178123729-178124806,1078,1,1,0,exon,N4BP3,ENSG00000145911,6189,0,602,0.080470525,0.07739662,91.9529474669162,602.0,6.401917,0,1,0,True,0.38764691237805116,1.1876969791347092,0,1,0
chr5:178130411-178131284,874,1,1,1,exon,RMND5B,ENSG00000145916,0,0,440,0.058815666,0.057150986,94.11843336452344,440.0,6.089045,0,1,0,True,0.3397426888508446,1.1288969909503088,0,1,0
chr5:178232043-178232920,878,1,1,1,exon,PHYKPL,ENSG00000175309,0,0,293,0.039165888,0.03841836,96.08341130864858,293.0,5.68358,0,1,0,True,0.2813464424722301,1.1498523546512456,0,1,0
chr5:178453194-178453547,354,0,1,0,intron,COL23A1,ENSG00000050767,109178,0,45,0.006015239,0.0059972196,99.39847613955354,45.0,3.8286414,1,0,1,True,0.09216506029642103,0.6917906381207358,0,0,0
chr5:178626077-178627396,1320,1,1,1,exon,CLK4,ENSG00000113240,0,0,414,0.055340197,0.053863175,94.46598048389254,414.0,6.0282784,0,0,0,True,0.37645189005733254,1.1952379617991813,0,0,0
chr5:178634862-178635624,763,0,0,0,intergenic,nan,nan,4246,0,275,0.03675979,0.036100265,96.32402085282716,275.0,5.620401,0,1,0,True,0.30344496173076374,1.104691650667673,0,1,0
chr5:178661899-178662569,671,0,0,0,intergenic,nan,nan,31283,0,109,0.014570245,0.014465119,98.54297553802968,109.0,4.7004805,0,1,0,True,0.3120616471666766,1.115363958123747,0,1,0
chr5:178729752-178730990,1239,1,1,1,exon,ZNF354A,ENSG00000169131,0,0,501,0.066969655,0.06482253,93.30303435369602,501.0,6.2186003,1,1,0,True,0.38745331102746244,1.167157657064627,1,1,0
chr5:178838939-178839617,679,0,0,0,intergenic,nan,nan,20335,0,285,0.03809651,0.037388757,96.19034888383906,285.0,5.655992,0,1,1,True,0.30125136182736717,1.130696204343755,0,1,1
chr5:178851856-178852265,410,0,0,0,intergenic,nan,nan,7687,0,110,0.014703916,0.014596862,98.52960834113088,110.0,4.7095304,0,0,0,True,0.13435700805397172,0.8623236361286168,0,0,0
chr5:179023157-179024186,1030,1,1,1,exon,ZNF879,ENSG00000234284,0,0,457,0.06108809,0.05929488,93.89119101724368,457.0,6.126869,0,1,1,True,0.3714024846602694,1.1756969336847163,0,1,0
chr5:179059993-179060672,680,1,1,1,exon,ZNF354C,ENSG00000177932,0,0,222,0.029675176,0.02924339,97.03248228846412,222.0,5.4071717,0,1,0,True,0.22179319602588982,1.1213737005610371,0,1,0
chr5:179265522-179266000,479,0,1,0,intron,ADAMTS2,ENSG00000087116,79429,0,108,0.014436573,0.014333358,98.55634273492848,108.0,4.691348,1,0,1,True,0.2515858706576689,1.051381850967264,1,0,1
chr5:179550144-179551377,1234,1,1,1,exon,RUFY1,ENSG00000176783,0,0,605,0.080871545,0.0777677,91.91284587621976,605.0,6.40688,0,1,0,True,0.4644294873652901,1.3335449574625058,0,1,0
chr5:179677570-179678924,1355,1,1,1,exon,CBY3,ENSG00000204659,0,0,509,0.06803903,0.065824285,93.19609677850556,509.0,6.234411,1,1,1,True,0.4620206857906751,1.318922717927654,0,1,1
chr5:179698125-179699416,1292,1,1,1,exon,CANX,ENSG00000127022,0,0,876,0.11709665,0.11073304,88.29033551664216,876.0,6.776507,0,1,0,True,0.5089569563457272,1.1832022000475575,0,1,0
chr5:179732022-179733374,1353,1,1,1,exon,MAML1,ENSG00000161021,0,0,702,0.09383772,0.08969236,90.61622777703516,702.0,6.555357,0,1,0,True,0.45743324069263563,1.1693997781624816,0,1,0
chr5:179807944-179808476,533,1,1,1,exon,SQSTM1,ENSG00000161011,619,0,144,0.019248763,0.01906585,98.07512364657131,144.0,4.9767337,0,1,0,True,0.23888299491063245,1.0854698198075277,0,0,0
chr5:179819423-179819996,574,0,1,1,promoter,SQSTM1,ENSG00000161011,455,0,560,0.0748563,0.072186984,92.51436973666624,560.0,6.329721,0,1,0,True,0.358133434674133,1.1902706535467982,0,1,0
chr5:179858263-179859370,1108,1,1,1,exon,C5orf45,ENSG00000161010,0,0,427,0.05707793,0.05550843,94.292206924208,427.0,6.059123,0,1,0,True,0.3199872467284899,1.1678019919272913,0,1,0
chr5:180071027-180072333,1307,1,1,1,exon,RNF130,ENSG00000113269,0,0,467,0.06242481,0.060553852,93.75751904825556,467.0,6.1484685,0,1,0,True,0.3025334518407309,1.0790908066846092,0,1,0
chr5:180208667-180209345,679,1,1,1,exon,RASGEF1C,ENSG00000146090,0,0,254,0.03395268,0.03338901,96.60473198770218,254.0,5.5412636,1,0,1,True,0.16490297294497058,1.0032802262692524,1,0,1
chr5:180471018-180471237,220,0,0,0,intergenic,nan,nan,23174,0,43,0.0057478948,0.0057314388,99.42521053335116,43.0,3.7841897,0,0,0,True,0.05032001300945213,0.5347635930804128,0,0,0
chr5:180493895-180495064,1170,1,1,1,exon,CNOT6,ENSG00000113300,0,0,439,0.058681995,0.057024732,94.13180056142228,439.0,6.086775,1,1,1,True,0.3855806758809291,1.2043044927825302,1,1,0
chr5:180611127-180611878,752,1,1,1,exon,FLT4,ENSG00000037280,0,0,394,0.052666757,0.051326714,94.73332442186872,394.0,5.9788857,1,0,1,True,0.34853591835541947,1.0694019786652504,1,0,1
chr5:180800068-180800757,690,0,1,0,intron,MGAT1,ENSG00000131446,2009,0,375,0.05012699,0.0489111,94.98730116294612,375.0,5.9295893,0,1,0,True,0.35568115104380793,1.1947329714742576,0,0,0
chr5:180802163-180803022,860,1,1,1,exon,MGAT1,ENSG00000131446,0,0,568,0.07592568,0.07318139,92.40743216147574,568.0,6.3438807,0,0,0,True,0.4291445025488896,1.2827535317461451,0,0,0
chr5:180809744-180811014,1271,1,1,1,exon,MGAT1,ENSG00000131446,0,0,822,0.10987836,0.10425042,89.01216414917792,822.0,6.7129564,0,1,0,True,0.5325847035869327,1.2383072282042031,0,1,0
chr5:180860492-180861688,1197,1,1,1,exon,ZFP62,ENSG00000196670,0,0,468,0.06255848,0.06067966,93.74415185135678,468.0,6.150603,0,1,0,True,0.38960605090432343,1.2890453525336292,0,1,0
chr6:621931-622228,298,0,1,0,intron,EXOC2,ENSG00000112685,34734,0,76,0.01015907,0.010107813,98.9840930356904,76.0,4.3438053,0,1,0,True,0.1181638249442143,0.8408453398063788,0,1,0
chr6:1641169-1641743,575,0,1,0,intron,GMDS,ENSG00000112699,14980,0,260,0.034754712,0.034164406,96.52452880630932,260.0,5.5645204,0,1,1,True,0.21636049681319547,0.9960007664560735,0,1,1
chr6:2434131-2434467,337,0,0,0,intergenic,nan,nan,188438,0,74,0.009891726,0.009843123,99.01082742948805,74.0,4.317488,0,1,0,True,0.21819877106835672,1.075114941981451,0,1,0
chr6:2448735-2449302,568,0,0,0,intergenic,nan,nan,203042,0,76,0.01015907,0.010107813,98.9840930356904,76.0,4.3438053,0,1,0,True,0.08731695970091227,0.7150379093336838,0,1,0
chr6:2477913-2478576,664,0,0,0,intergenic,nan,nan,232220,0,171,0.022857906,0.022600578,97.71420933030343,171.0,5.1474943,0,1,0,True,0.27544706117977424,1.0587782398853316,0,1,0
chr6:2502727-2503239,513,0,0,0,intergenic,nan,nan,247726,0,194,0.025932362,0.025601821,97.4067638016308,194.0,5.273,0,1,0,True,0.30016770034992507,1.1148463916804694,0,1,0
chr6:2634192-2634717,526,0,0,0,intergenic,nan,nan,116248,0,84,0.011228445,0.011165874,98.87715546049994,84.0,4.4426513,0,1,0,True,0.1965948540281473,0.9903064189545715,0,1,0
chr6:2763413-2764160,748,0,0,1,promoter,WRNIP1,ENSG00000124535,1253,0,244,0.03261596,0.03209535,96.73840395669028,244.0,5.5012584,0,1,0,True,0.23530913391504416,1.095969069815357,0,1,0
chr6:2764937-2765960,1024,1,1,1,exon,WRNIP1,ENSG00000124535,0,0,708,0.094639756,0.09042532,90.53602459564227,708.0,6.5638556,0,0,1,True,0.46372286905281795,1.193193563385073,0,0,0
chr6:2841164-2842074,911,1,1,1,exon,SERPINB1,ENSG00000021355,0,0,469,0.06269215,0.060805455,93.73078465445796,469.0,6.152733,0,1,0,True,0.4370645461525359,1.1600542269244074,0,1,0
chr6:2875185-2875739,555,0,0,0,intergenic,nan,nan,27540,0,218,0.02914049,0.028723978,97.08595107605936,218.0,5.389072,0,1,0,True,0.27504717354607666,1.1215059821764854,0,1,0
chr6:2876290-2876893,604,0,0,0,intergenic,nan,nan,26386,0,207,0.027670098,0.0272942,97.23299024194624,207.0,5.3375382,0,1,0,True,0.2887864515490929,1.1271504030351982,0,1,0
chr6:2902301-2903458,1158,1,1,1,exon,SERPINB9,ENSG00000170542,0,0,347,0.046384174,0.04534058,95.36158267611282,347.0,5.8522024,0,1,0,True,0.30139710949183374,1.2704352629064208,0,1,0
chr6:2908264-2908758,495,0,0,0,intergenic,nan,nan,4983,0,128,0.017110012,0.016965285,98.28899879695228,128.0,4.8598123,0,1,0,True,0.188547425735989,1.0307299127185519,0,1,0
chr6:2919962-2921122,1161,0,0,0,intergenic,nan,nan,16681,0,582,0.077797085,0.074919224,92.2202914048924,582.0,6.368187,1,1,1,True,0.4406474858917862,1.1827455358292822,0,1,0
chr6:2960006-2960665,660,1,1,0,exon,SERPINB6,ENSG00000124570,661,0,234,0.03127924,0.030800013,96.87207592567836,234.0,5.4595857,0,1,0,True,0.32175069493752767,1.0886881384768998,0,1,0
chr6:2999241-3000398,1158,1,1,1,exon,NQO2,ENSG00000124588,0,0,529,0.07071247,0.06832428,92.92875284052934,529.0,6.272877,0,1,0,True,0.39976601318801125,1.2586878803251043,0,1,0
chr6:3022197-3022435,239,1,1,0,exon,NQO2,ENSG00000124588,18029,0,61,0.00815399,0.008120926,99.18460098917257,61.0,4.1271343,0,0,0,True,0.04217285672775655,0.4655132804408678,0,0,0
chr6:3053376-3054081,706,0,0,0,intergenic,nan,nan,9909,0,425,0.056810588,0.05525549,94.3189413180056,425.0,6.0544395,0,1,0,True,0.2903845617940831,1.0744941084222377,0,1,0
chr6:3068150-3069171,1022,1,1,1,exon,RIPK1,ENSG00000137275,0,0,565,0.075524665,0.0728086,92.44753375217218,565.0,6.338594,0,1,0,True,0.42701048600803093,1.1726663269330464,0,1,0
chr6:3118027-3119004,978,1,1,1,exon,BPHL,ENSG00000137274,0,0,475,0.06349418,0.061559886,93.6505814730651,475.0,6.1654177,0,1,0,True,0.35825795833969576,1.1598507203104778,0,1,0
chr6:3157131-3157892,762,1,1,1,exon,TUBB2A,ENSG00000137267,0,0,250,0.033417992,0.03287175,96.65820077529742,250.0,5.525453,0,1,0,True,0.3904923225053113,1.2315699834217135,0,1,0
chr6:3207908-3208400,493,0,0,0,intergenic,nan,nan,19334,0,107,0.014302901,0.01420158,98.5697099318273,107.0,4.6821313,0,1,0,True,0.2753098584774464,1.060993917838398,0,0,0
chr6:3209144-3209486,343,0,0,0,intergenic,nan,nan,18248,0,141,0.018847747,0.018672328,98.11522523726777,141.0,4.955827,0,0,0,True,0.28071318173149673,1.0485272045805407,0,0,0
chr6:3788503-3789539,1037,0,0,0,intergenic,nan,nan,36476,0,668,0.08929288,0.085528746,91.0707124715947,668.0,6.505784,0,1,0,True,0.45352698407788616,1.1948125786747825,0,1,0
chr6:3822905-3823428,524,0,0,0,intergenic,nan,nan,25957,0,315,0.04210667,0.04124431,95.78933297687476,315.0,5.755742,0,1,0,True,0.36563212765140324,1.2261748708595412,0,1,0
chr6:3848878-3849485,608,1,1,1,exon,FAM50B,ENSG00000145945,0,0,176,0.023526266,0.02325379,97.64737334580938,176.0,5.17615,0,1,0,True,0.20597070735959006,1.0443669959336255,0,1,0
chr6:3918920-3919636,717,0,0,0,intergenic,nan,nan,69531,0,289,0.0386312,0.037903693,96.1368800962438,289.0,5.669881,0,0,0,True,0.28712888664158176,1.1520367955194297,0,0,0
chr6:3937987-3938557,571,0,0,0,intergenic,nan,nan,82709,0,271,0.036225103,0.0355844,96.3774896404224,271.0,5.605802,0,1,0,True,0.2525484960243124,0.9937842780057947,0,0,0
chr6:4018188-4018928,741,0,0,0,intergenic,nan,nan,2338,0,496,0.06630129,0.06419592,93.36987033819008,496.0,6.20859,0,1,0,True,0.40719090454253415,1.1961557941380712,0,1,0
chr6:4020913-4021765,853,1,1,1,exon,PRPF4B,ENSG00000112739,0,0,451,0.060286056,0.058538735,93.97139419863656,451.0,6.1136823,0,1,0,True,0.36822907024470974,1.2114892042435619,0,1,0
chr6:4491511-4492160,650,0,0,0,intergenic,nan,nan,213998,0,388,0.051864725,0.050564516,94.8135276032616,388.0,5.963579,0,1,0,True,0.3466885610426292,1.1270641624280449,0,1,0
chr6:4580189-4580946,758,0,0,0,intergenic,nan,nan,125212,0,299,0.039967917,0.039189864,96.00320812725572,299.0,5.7037826,0,1,0,True,0.29911443738511734,1.1820171664361396,0,1,0
chr6:4620399-4621261,863,0,0,0,intergenic,nan,nan,84897,0,303,0.040502608,0.039703872,95.94973933966048,303.0,5.7170277,0,1,0,True,0.25468197073090926,0.9862039999274184,0,1,0
chr6:4732822-4733438,617,1,1,0,exon,CDYL,ENSG00000153046,16980,0,289,0.0386312,0.037903693,96.1368800962438,289.0,5.669881,0,1,0,True,0.325180532992677,1.1015776960782926,0,1,0
chr6:5084206-5085476,1271,1,1,1,exon,PPP1R3G,ENSG00000219607,0,0,477,0.06376153,0.061811242,93.62384707926748,477.0,6.1696105,0,1,0,True,0.35582312456229914,1.2116920033260188,0,1,0
chr6:5112448-5112832,385,0,1,0,intron,LYRM4,ENSG00000214113,3213,0,42,0.0056142225,0.0055985213,99.43857773024996,42.0,3.7612002,1,0,1,True,0.13671740432987742,0.7885481011034238,0,0,0
chr6:6686553-6687491,939,0,0,0,intergenic,nan,nan,97883,0,410,0.054805506,0.053356394,94.51944927148776,410.0,6.0185933,0,1,0,True,0.30710209897113794,1.1112884472797915,0,1,0
chr6:6843047-6843520,474,0,0,0,intergenic,nan,nan,254377,0,144,0.019248763,0.01906585,98.07512364657131,144.0,4.9767337,0,1,0,True,0.15692692268886957,0.9350472782089685,0,1,0
chr6:6856498-6857664,1167,0,0,0,intergenic,nan,nan,249932,0,851,0.113754846,0.10773705,88.62451543911241,851.0,6.7475867,0,1,0,True,0.48995142319521656,1.151668530783455,0,1,0
chr6:6891924-6892470,547,0,0,0,intergenic,nan,nan,215126,0,320,0.04277503,0.041885458,95.7224969923807,320.0,5.771441,1,1,0,True,0.2420550842193125,1.013362571340022,1,1,0
chr6:6927516-6928433,918,0,0,0,intergenic,nan,nan,179163,0,283,0.03782917,0.037131194,96.21708327763668,283.0,5.6489744,0,1,1,True,0.18742477836309784,1.0107493621769048,0,1,0
chr6:6972423-6972775,353,0,0,0,intergenic,nan,nan,134821,0,221,0.029541506,0.029113563,97.04584948536292,221.0,5.4026775,0,1,0,True,0.28807447701512834,1.0842036402127062,0,0,0
chr6:7312505-7313487,983,1,1,1,exon,SSR1,ENSG00000124783,0,0,463,0.06189012,0.060050454,93.81098783585082,463.0,6.1398845,0,1,0,True,0.38738488705224383,1.1508471109862537,0,1,0
chr6:7313648-7314046,399,0,1,1,promoter,SSR1,ENSG00000124783,416,0,150,0.020050796,0.019852426,97.99492046517844,150.0,5.0172796,0,1,0,True,0.23052884241065014,1.2048278433993718,0,1,0
chr6:7341128-7341744,617,0,1,0,intron,CAGE1,ENSG00000164304,5701,0,145,0.019382436,0.019196989,98.0617564496725,145.0,4.983607,0,1,0,True,0.23729434648957845,0.9585877261330181,0,0,0
chr6:7389214-7389933,720,1,1,1,exon,RIOK1,ENSG00000124784,0,0,221,0.029541506,0.029113563,97.04584948536292,221.0,5.4026775,0,1,0,True,0.22325560986204804,1.1056465127147894,0,1,0
chr6:7414787-7415205,419,0,1,0,intron,RIOK1,ENSG00000124784,4408,0,224,0.029942522,0.029502997,97.00574789466648,224.0,5.4161005,1,1,0,True,0.2821261191109265,1.1146641877081687,0,0,0
chr6:7541171-7542086,916,1,1,1,exon,DSP,ENSG00000096696,0,0,560,0.0748563,0.072186984,92.51436973666624,560.0,6.329721,0,1,0,True,0.3781322752753558,1.112329933596082,0,1,0
chr6:7542920-7543313,394,0,1,0,intron,DSP,ENSG00000096696,1302,0,318,0.042507686,0.041629046,95.74923138617832,318.0,5.765191,0,0,0,True,0.2672024581343187,1.1680871766477499,0,0,0
chr6:7615021-7615723,703,0,0,0,intergenic,nan,nan,15347,0,118,0.015773293,0.015650187,98.42267076594038,118.0,4.7791233,1,0,1,True,0.1316896997688763,0.902677054788825,1,0,0
chr6:7975015-7975615,601,0,1,0,intron,BLOC1S5-TXNDC5,ENSG00000259040,42443,0,60,0.008020318,0.007988326,99.19796818607138,60.0,4.1108737,0,0,1,True,0.14025982125101677,0.9449184031829985,0,0,0
chr6:8435007-8436115,1109,1,1,1,exon,SLC35B3,ENSG00000124786,0,0,393,0.052533083,0.05119972,94.74669161876754,393.0,5.976351,1,1,0,True,0.37659250640178904,1.1026182877425885,1,1,0
chr6:8738954-8739359,406,0,0,0,intergenic,nan,nan,303470,0,70,0.009357038,0.009313532,99.06429621708328,70.0,4.26268,0,0,0,True,0.2114906119782617,0.9739314171505301,0,0,0
chr6:9127176-9127405,230,0,0,0,intergenic,nan,nan,472387,0,88,0.011763133,0.011694485,98.82368667290469,88.0,4.4886365,0,0,0,True,0.14776324966992055,0.9384724227361854,0,0,0
chr6:9307843-9308582,740,0,0,0,intergenic,nan,nan,291210,0,109,0.014570245,0.014465119,98.54297553802968,109.0,4.7004805,0,0,0,True,0.2465728125900066,1.1780844582228336,0,0,0
chr6:9481946-9482348,403,0,0,0,intergenic,nan,nan,117444,0,93,0.012431493,0.012354856,98.75685068841064,93.0,4.543295,1,0,0,True,0.08211787187003398,0.6849997372759913,0,0,0
chr6:9522064-9522510,447,0,0,0,intergenic,nan,nan,77282,0,158,0.021120172,0.020900233,97.88798288998797,158.0,5.0689044,0,0,1,True,0.2459945731916531,1.084773140341986,0,0,1
chr6:9532363-9533228,866,0,0,0,intergenic,nan,nan,66564,0,335,0.04478011,0.04380644,95.52198903889855,335.0,5.817111,0,0,0,True,0.3587680274240933,1.1578280425078586,0,0,0
chr6:10201806-10202474,669,0,1,0,intron,OFCC1,ENSG00000181355,9065,0,151,0.020184467,0.019983461,97.98155326827964,151.0,5.0238805,0,0,0,True,0.25078239141816255,1.0534870032985482,0,0,0
chr6:10313931-10315170,1240,0,0,0,intergenic,nan,nan,89423,0,674,0.09009491,0.08626477,90.99050929020184,674.0,6.514713,0,1,0,True,0.4356508433315521,1.222935529858886,0,1,0
