uniprot	Entry	gene_name
Q9UPW5	CBPC1_HUMAN	AGTPBP1
Q96BQ5	CC127_HUMAN	CCDC127
Q6ZRS4	CC129_HUMAN	CCDC129
Q569K6	CC157_HUMAN	CCDC157
Q6PII3	CC174_HUMAN	CCDC174
Q5TID7	CC181_HUMAN	CCDC181
Q7Z3E2	CC186_HUMAN	CCDC186
P0DO97	CC192_HUMAN	CCDC192
A0A1B0GTZ2	CC196_HUMAN	CCDC196
Q8IWP9	CC28A_HUMAN	CCDC28A
A0ZSE6	CC50C_HUMAN	TMEM30CP
P12644	BMP4_HUMAN	BMP4
O00238	BMR1B_HUMAN	BMPR1B
Q14692	BMS1_HUMAN	BMS1
P51813	BMX_HUMAN	BMX
Q9NW68	BSDC1_HUMAN	BSDC1
Q13410	BT1A1_HUMAN	BTN1A1
Q96K17	BT3L4_HUMAN	BTF3L4
Q9Y2F9	BTBD3_HUMAN	BTBD3
Q32M84	BTBDG_HUMAN	BTBD16
C9JJ37	BTBDJ_HUMAN	BTBD19
P35070	BTC_HUMAN	BTC
O43683	BUB1_HUMAN	BUB1
O43709	BUD23_HUMAN	BUD23
Q6NUI1	C144L_HUMAN	CCDC144NL
Q96EU7	C1GLC_HUMAN	C1GALT1C1
Q9BXJ3	C1QT4_HUMAN	C1QTNF4
Q6ZSU1	C2G1P_HUMAN	CYP2G1P
Q16581	C3AR_HUMAN	C3AR1
P43166	CAH7_HUMAN	CA7
Q9HA72	CAHM2_HUMAN	CALHM2
Q5JW98	CAHM4_HUMAN	CALHM4
Q96GE6	CALL4_HUMAN	CALML4
Q8TD86	CALL6_HUMAN	CALML6
P0DP23	CALM1_HUMAN	CALM1
O43852	CALU_HUMAN	CALU
P27824	CALX_HUMAN	CANX
Q9NYX4	CALY_HUMAN	CALY
Q08AD1	CAMP2_HUMAN	CAMSAP2
Q9P1Y5	CAMP3_HUMAN	CAMSAP3
P49913	CAMP_HUMAN	CAMP
A6NHC0	CAN8_HUMAN	CAPN8
Q86VP6	CAND1_HUMAN	CAND1
Q5XLA6	CAR17_HUMAN	CARD17
P56539	CAV3_HUMAN	CAV3
Q5BKX8	CAVN4_HUMAN	CAVIN4
P47755	CAZA2_HUMAN	CAPZA2
Q0P641	CB080_HUMAN	C2orf80
Q53S99	CB083_HUMAN	C2orf83
Q9H9S4	CB39L_HUMAN	CAB39L
Q5U5Z8	CBPC2_HUMAN	AGBL2
Q96LY2	CC74B_HUMAN	CCDC74B
A6NKD9	CC85C_HUMAN	CCDC85C
Q9GZT6	CC90B_HUMAN	CCDC90B
Q8N4L8	CCD24_HUMAN	CCDC24
Q8N5R6	CCD33_HUMAN	CCDC33
Q96MW1	CCD43_HUMAN	CCDC43
Q96A33	CCD47_HUMAN	CCDC47
Q2TAC2	CCD57_HUMAN	CCDC57
Q2M329	CCD96_HUMAN	CCDC96
O95273	CCDB1_HUMAN	CCNDBP1
Q9Y3X0	CCDC9_HUMAN	CCDC9
P53701	CCHL_HUMAN	HCCS
P06307	CCKN_HUMAN	CCK
Q16663	CCL15_HUMAN	CCL15
O00626	CCL22_HUMAN	CCL22
O15444	CCL25_HUMAN	CCL25
Q9Y4X3	CCL27_HUMAN	CCL27
P13501	CCL5_HUMAN	CCL5
P15056	BRAF_HUMAN	BRAF
O95415	BRI3_HUMAN	BRI3
Q9C0B6	BRNP2_HUMAN	BRINP2
Q96NH3	BROMI_HUMAN	TBC1D32
Q7KYR7	BT2A1_HUMAN	BTN2A1
Q9BX70	BTBD2_HUMAN	BTBD2
P43251	BTD_HUMAN	BTD
P41223	BUD31_HUMAN	BUD31
Q9UBR1	BUP1_HUMAN	UPB1
Q5T3Y7	BVAS1_HUMAN	BVES-AS1
P19099	C11B2_HUMAN	CYP11B2
Q86VB7	C163A_HUMAN	CD163
Q6UWJ8	C16L2_HUMAN	CD164L2
Q9Y4F5	C170B_HUMAN	CEP170B
Q96L14	C170L_HUMAN	CEP170P1
Q8N1F1	C1AS1_HUMAN	LRRC75A-AS1
Q9NS00	C1GLT_HUMAN	C1GALT1
Q7Z5L3	C1QL2_HUMAN	C1QL2
Q9BXJ2	C1QT7_HUMAN	C1QTNF7
P0C862	C1T9A_HUMAN	C1QTNF9
Q96HQ2	C2AIL_HUMAN	CDKN2AIPNL
Q8TF44	C2C4C_HUMAN	C2CD4C
Q5T0F9	C2D1B_HUMAN	CC2D1B
Q9NRR8	C42S1_HUMAN	CDC42SE1
Q9Y6N8	CAD10_HUMAN	CDH10
P55287	CAD11_HUMAN	CDH11
Q12864	CAD17_HUMAN	CDH17
Q8IXH8	CAD26_HUMAN	CDH26
P12830	CADH1_HUMAN	CDH1
P33151	CADH5_HUMAN	CDH5
O43570	CAH12_HUMAN	CA12
Q9ULX7	CAH14_HUMAN	CA14
Q5VU97	CAHD1_HUMAN	CACHD1
Q86XJ0	CAHM3_HUMAN	CALHM3
Q8N5C1	CAHM5_HUMAN	CALHM5
Q9UMQ6	CAN11_HUMAN	CAPN11
P20807	CAN3_HUMAN	CAPN3
Q9BX69	CARD6_HUMAN	CARD6
P29466	CASP1_HUMAN	CASP1
P42575	CASP2_HUMAN	CASP2
P42574	CASP3_HUMAN	CASP3
P51878	CASP5_HUMAN	CASP5
P41180	CASR_HUMAN	CASR
P04040	CATA_HUMAN	CAT
P14091	CATE_HUMAN	CTSE
Q8WUQ7	CATIN_HUMAN	CACTIN
P43235	CATK_HUMAN	CTSK
O60911	CATL2_HUMAN	CTSV
Q13166	CATR1_HUMAN	CATR1
P25774	CATS_HUMAN	CTSS
Q9UBR2	CATZ_HUMAN	CTSZ
Q9ULV8	CBLC_HUMAN	CBLC
Q8IUK8	CBLN2_HUMAN	CBLN2
Q13873	BMPR2_HUMAN	BMPR2
O60238	BNI3L_HUMAN	BNIP3L
O75936	BODG_HUMAN	BBOX1
Q9UMX3	BOK_HUMAN	BOK
Q53S33	BOLA3_HUMAN	BOLA3
O14613	BORG1_HUMAN	CDC42EP2
Q8N4F0	BPIB2_HUMAN	BPIFB2
P17213	BPI_HUMAN	BPI
Q7L1Q6	BZW1_HUMAN	BZW1
Q9Y6E2	BZW2_HUMAN	BZW2
Q8IYA2	C144C_HUMAN	CCDC144CP
Q9NR16	C163B_HUMAN	CD163L1
Q2TBE0	C19L2_HUMAN	CWF19L2
Q13901	C1D_HUMAN	C1D
Q9BXI9	C1QT6_HUMAN	C1QTNF6
Q8NCU7	C2C4A_HUMAN	C2CD4A
Q4AC94	C2CD3_HUMAN	C2CD3
Q6DHV5	C2D2B_HUMAN	CC2D2B
P33076	C2TA_HUMAN	CIITA
Q9H246	CA021_HUMAN	C1orf21
Q5SVJ3	CA100_HUMAN	C1orf100
Q9H7X2	CA115_HUMAN	C1orf115
Q5JVX7	CA141_HUMAN	C1orf141
Q3SY05	CA157_HUMAN	LINC00303
Q96HA4	CA159_HUMAN	C1orf159
Q8NAE3	CA180_HUMAN	LINC01555
Q5VU69	CA189_HUMAN	C1orf189
Q5T5A4	CA194_HUMAN	C1orf194
Q8IVY1	CA210_HUMAN	C1orf210
Q8TAB5	CA216_HUMAN	C1orf216
A1L170	CA226_HUMAN	C1orf226
Q9NY47	CA2D2_HUMAN	CACNA2D2
Q8IZS8	CA2D3_HUMAN	CACNA2D3
Q7Z3S7	CA2D4_HUMAN	CACNA2D4
Q8WTZ4	CA5BL_HUMAN	CA5BP1
Q9NPB3	CABP2_HUMAN	CABP2
Q9NP86	CABP5_HUMAN	CABP5
Q86V35	CABP7_HUMAN	CABP7
P55291	CAD15_HUMAN	CDH15
Q9H159	CAD19_HUMAN	CDH19
Q9H251	CAD23_HUMAN	CDH23
Q9BY67	CADM1_HUMAN	CADM1
Q8TC20	CAGE1_HUMAN	CAGE1
P35218	CAH5A_HUMAN	CA5A
Q9Y2D0	CAH5B_HUMAN	CA5B
P22676	CALB2_HUMAN	CALB2
Q8NCB2	CAMKV_HUMAN	CAMKV
Q6ZSI9	CAN12_HUMAN	CAPN12
Q96LZ3	CANB2_HUMAN	PPP3R2
Q01518	CAP1_HUMAN	CAP1
Q8N4J0	CARME_HUMAN	CARNMT1
Q6TDU7	CASC1_HUMAN	CASC1
Q6P4E1	CASC4_HUMAN	CASC4
Q96PB1	CASD1_HUMAN	CASD1
Q14511	CASL_HUMAN	NEDD9
P55212	CASP6_HUMAN	CASP6
Q14790	CASP8_HUMAN	CASP8
Q92851	CASPA_HUMAN	CASP10
Q13948	CASP_HUMAN	CUX1
Q8WTX7	CAST1_HUMAN	CASTOR1
Q86V15	CASZ1_HUMAN	CASZ1
P08311	CATG_HUMAN	CTSG
Q96LW7	CAR19_HUMAN	CARD19
P05814	CASB_HUMAN	CSN2
Q7Z7H3	CATIP_HUMAN	CATIP
P07711	CATL1_HUMAN	CTSL
Q5NE16	CATL3_HUMAN	CTSL3P
O95810	CAVN2_HUMAN	CAVIN2
Q969G5	CAVN3_HUMAN	CAVIN3
Q8WU43	CB015_HUMAN	C2orf15
Q68DN1	CB016_HUMAN	C2orf16
Q96LS8	CB048_HUMAN	C2orf48
Q08AI8	CB054_HUMAN	C2orf54
A6NJV1	CB070_HUMAN	C2orf70
Q8NEM8	CBPC3_HUMAN	AGBL3
Q8NDL9	CBPC5_HUMAN	AGBL5
Q5VU57	CBPC6_HUMAN	AGBL4
Q5JTY5	CBWD3_HUMAN	CBWD3
Q14781	CBX2_HUMAN	CBX2
Q9UK00	CC018_HUMAN	C3orf18
Q5JPI3	CC038_HUMAN	C3orf38
Q6ZVT6	CC067_HUMAN	C3orf67
F5H4A9	CC080_HUMAN	C3orf80
Q8IW40	CC103_HUMAN	CCDC103
Q8TBZ0	CC110_HUMAN	CCDC110
Q8IWD4	CC117_HUMAN	CCDC117
Q6ZUS5	CC121_HUMAN	CCDC121
Q96M89	CC138_HUMAN	CCDC138
Q17RM4	CC142_HUMAN	CCDC142
Q8IYE0	CC146_HUMAN	CCDC146
Q6ZUS6	CC149_HUMAN	CCDC149
O60729	CC14B_HUMAN	CDC14B
Q4G0S7	CC152_HUMAN	CCDC152
P0C7I6	CC159_HUMAN	CCDC159
A2VCL2	CC162_HUMAN	CCDC162P
Q8NDH2	CC168_HUMAN	CCDC168
Q8IYT3	CC170_HUMAN	CCDC170
P0C7W6	CC172_HUMAN	CCDC172
Q5T5S1	CC183_HUMAN	CCDC183
Q86UF4	CC190_HUMAN	CCDC190
Q9NVL8	CC198_HUMAN	CCDC198
Q96LX7	CCD17_HUMAN	CCDC17
O60826	CCD22_HUMAN	CCDC22
A2RUB6	CCD66_HUMAN	CCDC66
Q6ZRK6	CCD73_HUMAN	CCDC73
Q8N4S0	CCD82_HUMAN	CCDC82
Q86UT8	CCD84_HUMAN	CCDC84
Q9BQI4	CCDC3_HUMAN	CCDC3
Q16204	CCDC6_HUMAN	CCDC6
P51671	CCL11_HUMAN	CCL11
Q9Y258	CCL26_HUMAN	CCL26
P10147	CCL3_HUMAN	CCL3
P0C7X3	CCYL3_HUMAN	CCNYL3
Q8N1A6	CD033_HUMAN	C4orf33
Q504U0	CD046_HUMAN	C4orf46
P48509	CD151_HUMAN	CD151
Q99467	CD180_HUMAN	CD180
P06126	CD1A_HUMAN	CD1A
P10747	CD28_HUMAN	CD28
Q8IX05	CD302_HUMAN	CD302
P13987	CD59_HUMAN	CD59
P06127	CD5_HUMAN	CD5
P08962	CD63_HUMAN	CD63
Q07108	CD69_HUMAN	CD69
P30203	CD6_HUMAN	CD6
P11912	CD79A_HUMAN	CD79A
P40259	CD79B_HUMAN	CD79B
Q01151	CD83_HUMAN	CD83
A6NJW9	CD8B2_HUMAN	CD8B2
Q9BWV3	CDAC1_HUMAN	CDADC1
Q8IWY9	CDAN1_HUMAN	CDAN1
P06881	CALCA_HUMAN	CALCA
P10092	CALCB_HUMAN	CALCB
P30988	CALCR_HUMAN	CALCR
Q13939	CALI_HUMAN	CCIN
P27482	CALL3_HUMAN	CALML3
Q9NZT1	CALL5_HUMAN	CALML5
P0DP24	CALM2_HUMAN	CALM2
P49069	CAMLG_HUMAN	CAMLG
Q5T5Y3	CAMP1_HUMAN	CAMSAP1
O15484	CAN5_HUMAN	CAPN5
Q9Y6Q1	CAN6_HUMAN	CAPN6
Q9Y6W3	CAN7_HUMAN	CAPN7
O14815	CAN9_HUMAN	CAPN9
O75155	CAND2_HUMAN	CAND2
P40121	CAPG_HUMAN	CAPG
Q9BXL6	CAR14_HUMAN	CARD14
Q5VZK9	CARL1_HUMAN	CARMIL1
Q86X55	CARM1_HUMAN	CARM1
O15234	CASC3_HUMAN	CASC3
O14958	CASQ2_HUMAN	CASQ2
Q13938	CAYP1_HUMAN	CAPS
Q8N8R5	CB069_HUMAN	C2orf69
A6NCI8	CB078_HUMAN	C2orf78
Q6P9G0	CB5D1_HUMAN	CYB5D1
Q13191	CBLB_HUMAN	CBLB
P23435	CBLN1_HUMAN	CBLN1
P22681	CBL_HUMAN	CBL
Q8WXQ8	CBPA5_HUMAN	CPA5
P16870	CBPE_HUMAN	CPE
O75828	CBR3_HUMAN	CBR3
Q4V339	CBWD6_HUMAN	CBWD6
Q13185	CBX3_HUMAN	CBX3
P45973	CBX5_HUMAN	CBX5
Q8ND61	CC020_HUMAN	C3orf20
Q3SXR2	CC036_HUMAN	C3orf36
A1A4F0	CC055_HUMAN	PQLC2L
P0CE67	CC079_HUMAN	C3orf79
Q8IYK2	CC105_HUMAN	CCDC105
Q9H0I3	CC113_HUMAN	CCDC113
Q5T0U0	CC122_HUMAN	CCDC122
A6NF36	CC182_HUMAN	CCDC182
Q52MB2	CC184_HUMAN	CCDC184
Q8N715	CC185_HUMAN	CCDC185
A0A096LP49	CC187_HUMAN	CCDC187
A1A4V9	CC189_HUMAN	CCDC189
Q8NCU4	CC191_HUMAN	CCDC191
Q96AQ1	CC74A_HUMAN	CCDC74A
Q8IYE1	CCD13_HUMAN	CCDC13
Q49A88	CCD14_HUMAN	CCDC14
Q2M243	CCD27_HUMAN	CCDC27
Q9BV29	CCD32_HUMAN	CCDC32
Q9UFE4	CCD39_HUMAN	CCDC39
Q8NEL0	CCD54_HUMAN	CCDC54
Q4VC31	CCD58_HUMAN	CCDC58
Q8NA47	CCD63_HUMAN	CCDC63
A6NI79	CCD69_HUMAN	CCDC69
Q9BR77	CCD77_HUMAN	CCDC77
Q53HC0	CCD92_HUMAN	CCDC92
Q9BW85	CCD94_HUMAN	CCDC94
I3L3R5	CCER2_HUMAN	CCER2
Q92583	CCL17_HUMAN	CCL17
P78556	CCL20_HUMAN	CCL20
O00585	CCL21_HUMAN	CCL21
P80098	CCL7_HUMAN	CCL7
P62879	GBB2_HUMAN	GNB2
P30793	GCH1_HUMAN	GCH1
Q14397	GCKR_HUMAN	GCKR
Q9NP62	GCM1_HUMAN	GCM1
Q96CW5	GCP3_HUMAN	TUBGCP3
Q9UGJ1	GCP4_HUMAN	TUBGCP4
P23434	GCSH_HUMAN	GCSH
P33402	GCYA2_HUMAN	GUCY1A2
Q99988	GDF15_HUMAN	GDF15
Q7Z4P5	GDF7_HUMAN	GDF7
O60383	GDF9_HUMAN	GDF9
Q6W3E5	GDPD4_HUMAN	GDPD4
Q8WTR4	GDPD5_HUMAN	GDPD5
Q6ZNW5	GDPP1_HUMAN	GDPGP1
P52306	GDS1_HUMAN	RAP1GDS1
Q9H840	GEMI7_HUMAN	GEMIN7
Q9NQX3	GEPH_HUMAN	GPHN
Q06210	GFPT1_HUMAN	GFPT1
O60609	GFRA3_HUMAN	GFRA3
P30047	GFRP_HUMAN	GCHFR
A1L429	GG12C_HUMAN	GAGE12B;
A6NER3	GG12J_HUMAN	GAGE12J
A8MZA4	GG6L6_HUMAN	GOLGA6L6
H0YKK7	GG6LS_HUMAN	GOLGA6L19
Q9UJY5	GGA1_HUMAN	GGA1
Q9NZ52	GGA3_HUMAN	GGA3
Q9UEU5	GGE2D_HUMAN	GAGE2D;
P13284	GILT_HUMAN	IFI30
Q9UG22	GIMA2_HUMAN	GIMAP2
Q9NUV9	GIMA4_HUMAN	GIMAP4
Q8NHV1	GIMA7_HUMAN	GIMAP7
P0DJR0	GIMD1_HUMAN	GIMD1
Q8TF65	GIPC2_HUMAN	GIPC2
P09681	GIP_HUMAN	GIP
Q8IVS8	GLCTK_HUMAN	GLYCTK
Q6PIY7	GLD2_HUMAN	PAPD4
P02728	GLEM_HUMAN	
Q8NBF1	GLIS1_HUMAN	GLIS1
Q9BZE0	GLIS2_HUMAN	GLIS2
A6NK44	GLOD5_HUMAN	GLOD5
P43220	GLP1R_HUMAN	GLP1R
Q9H4A5	GLP3L_HUMAN	GOLPH3L
Q9H0R6	GATA_HUMAN	QRSL1
Q9HCG7	GBA2_HUMAN	GBA2
Q9HAV0	GBB4_HUMAN	GNB4
Q92538	GBF1_HUMAN	GBF1
P63211	GBG1_HUMAN	GNGT1
P59768	GBG2_HUMAN	GNG2
P63215	GBG3_HUMAN	GNG3
Q8N8V2	GBP7_HUMAN	GBP7
P31644	GBRA5_HUMAN	GABRA5
P47870	GBRB2_HUMAN	GABRB2
P78334	GBRE_HUMAN	GABRE
Q99928	GBRG3_HUMAN	GABRG3
Q9BY60	GBRL3_HUMAN	GABARAPL3
Q9UN88	GBRT_HUMAN	GABRQ
Q96CN9	GCC1_HUMAN	GCC1
Q8N9F7	GDPD1_HUMAN	GDPD1
Q8WXD5	GEMI6_HUMAN	GEMIN6
Q7L5D6	GET4_HUMAN	GET4
Q9GZZ7	GFRA4_HUMAN	GFRA4
P0CL80	GG12F_HUMAN	GAGE12F
P0CL82	GG12I_HUMAN	GAGE12I
Q8N9W4	GG6L2_HUMAN	GOLGA6L2
A6NEM1	GG6L9_HUMAN	GOLGA6L9
Q9HBQ8	GGA2B_HUMAN	GOLGA2P5
Q9UJY4	GGA2_HUMAN	GGA2
A6NGU5	GGT3_HUMAN	GGT3P
Q4G0N0	GGTA1_HUMAN	GGTA1P
O75420	GGYF1_HUMAN	GIGYF1
Q9H1K4	GHC2_HUMAN	SLC25A18
P10075	GLI4_HUMAN	GLI4
Q8NEA6	GLIS3_HUMAN	GLIS3
Q16775	GLO2_HUMAN	HAGH
P06028	GLPB_HUMAN	GYPB
P35754	GLRX1_HUMAN	GLRX
Q49A26	GLYR1_HUMAN	GLYR1
Q96IK5	GMCL1_HUMAN	GMCL1
Q8NEA9	GMCL2_HUMAN	GMCL2
Q9Y692	GMEB1_HUMAN	GMEB1
Q96A09	FA46B_HUMAN	FAM46B
Q9H0Q0	FA49A_HUMAN	FAM49A
Q14320	FA50A_HUMAN	FAM50A
Q6NSI3	FA53A_HUMAN	FAM53A
Q71RH2	FA57B_HUMAN	FAM57B
P0C7Q3	FA58B_HUMAN	FAM58BP
H0Y354	FA72C_HUMAN	FAM72C
Q96LP2	FA81B_HUMAN	FAM81B
Q9BQN1	FA83C_HUMAN	FAM83C
Q2M2I3	FA83E_HUMAN	FAM83E
Q96GI7	FA89A_HUMAN	FAM89A
A1XBS5	FA92A_HUMAN	FAM92A
Q96KT0	FAAS1_HUMAN	FAM167A-AS1
Q6P2I3	FAH2B_HUMAN	FAHD2B
Q9NYY8	FAKD2_HUMAN	FASTKD2
P08620	FGF4_HUMAN	FGF4
P12034	FGF5_HUMAN	FGF5
P55075	FGF8_HUMAN	FGF8
Q14512	FGFP1_HUMAN	FGFBP1
P22607	FGFR3_HUMAN	FGFR3
Q9NVK5	FGOP2_HUMAN	FGFR1OP2
B1AJZ9	FHAD1_HUMAN	FHAD1
P49789	FHIT_HUMAN	FHIT
P0C7X4	FHL19_HUMAN	FTH1P19
Q2V2M9	FHOD3_HUMAN	FHOD3
Q03591	FHR1_HUMAN	CFHR1
Q5HY92	FIGN_HUMAN	FIGN
P20930	FILA_HUMAN	FLG
Q02790	FKBP4_HUMAN	FKBP4
Q15007	FL2D_HUMAN	WTAP
Q7Z7B0	FLIP1_HUMAN	FILIP1
Q9NZU0	FLRT3_HUMAN	FLRT3
Q05932	FOLC_HUMAN	FPGS
P25090	FPR2_HUMAN	FPR2
Q86XX4	FRAS1_HUMAN	FRAS1
Q92837	FRAT1_HUMAN	FRAT1
P02794	FRIH_HUMAN	FTH1
Q6ZNA5	FRRS1_HUMAN	FRRS1
Q5H9T9	FSCB_HUMAN	FSCB
Q68CZ1	FTM_HUMAN	RPGRIP1L
Q96A29	FUCT1_HUMAN	SLC35C1
Q9BWH2	FUND2_HUMAN	FUNDC2
Q8N461	FXL16_HUMAN	FBXL16
Q8IWF2	FXRD2_HUMAN	FOXRED2
Q96DB9	FXYD5_HUMAN	FXYD5
Q9BQS8	FYCO1_HUMAN	FYCO1
P0DP06	HVD34_HUMAN	IGHV4-30-4
P14652	HXB2_HUMAN	HOXB2
P17481	HXB8_HUMAN	HOXB8
P09630	HXC6_HUMAN	HOXC6
P31273	HXC8_HUMAN	HOXC8
P31277	HXD11_HUMAN	HOXD11
Q9GZZ0	HXD1_HUMAN	HOXD1
Q96M11	HYLS1_HUMAN	HYLS1
Q9H9L3	I20L2_HUMAN	ISG20L2
Q9UHF4	I20RA_HUMAN	IL20RA
Q8WUF5	IASPP_HUMAN	PPP1R13L
Q16666	IF16_HUMAN	IFI16
P47813	IF1AX_HUMAN	EIF1AX
Q8N5X7	IF4E3_HUMAN	EIF4E3
Q5TF58	IFFO2_HUMAN	IFFO2
P09912	IFI6_HUMAN	IFI6
Q9BYX4	IFIH1_HUMAN	IFIH1
P05015	IFN16_HUMAN	IFNA16
P01562	IFNA1_HUMAN	IFNA1;
P01563	IFNA2_HUMAN	IFNA2
Q86WN2	IFNE_HUMAN	IFNE
Q9P0W0	IFNK_HUMAN	IFNK
Q8IZI9	IFNL3_HUMAN	IFNL3
Q8IY31	IFT20_HUMAN	IFT20
Q96FT9	IFT43_HUMAN	IFT43
Q9P2H3	IFT80_HUMAN	IFT80
Q8WYA0	IFT81_HUMAN	IFT81
P25963	IKBA_HUMAN	NFKBIA
Q5VVH5	IKBP1_HUMAN	IRAK1BP1
O15111	IKKA_HUMAN	CHUK
Q9UKT9	IKZF3_HUMAN	IKZF3
P40933	IL15_HUMAN	IL15
Q9UHF5	IL17B_HUMAN	IL17B
Q9P0M4	IL17C_HUMAN	IL17C
Q96PD4	IL17F_HUMAN	IL17F
P05112	IL4_HUMAN	IL4
P08887	IL6RA_HUMAN	IL6R
P40189	IL6RB_HUMAN	IL6ST
P15248	IL9_HUMAN	IL9
O00629	IMA3_HUMAN	KPNA4
Q9GZP8	IMUP_HUMAN	IMUP
Q0VD86	INCA1_HUMAN	INCA1
Q27J81	INF2_HUMAN	INF2
Q9H160	ING2_HUMAN	ING2
P05111	INHA_HUMAN	INHA
Q96PE3	INP4A_HUMAN	INPP4A
O15503	INSI1_HUMAN	INSIG1
Q68E01	INT3_HUMAN	INTS3
Q6P9B9	INT5_HUMAN	INTS5
Q9NV88	INT9_HUMAN	INTS9
Q92551	IP6K1_HUMAN	IP6K1
Q3MIP1	IPIL2_HUMAN	ITPRIPL2
Q9UI26	IPO11_HUMAN	IPO11
O95373	IPO7_HUMAN	IPO7
Q6NXS1	IPP2M_HUMAN	PPP1R2P3
O14990	IPP4_HUMAN	PPP1R2P9
Q6IPM2	IQCE_HUMAN	IQCE
A8MTL0	IQCF5_HUMAN	IQCF5
Q9H095	IQCG_HUMAN	IQCG
Q1A5X6	IQCJ_HUMAN	IQCJ
Q15306	IRF4_HUMAN	IRF4
A1A4Y4	IRGM_HUMAN	IRGM
Q9BUE6	ISCA1_HUMAN	ISCA1
Q9H1K1	ISCU_HUMAN	ISCU
Q5DT21	ISK9_HUMAN	SPINK9
P61371	ISL1_HUMAN	ISL1
Q9UJC3	HOOK1_HUMAN	HOOK1
Q969F9	HPS3_HUMAN	HPS3
Q9UPZ3	HPS5_HUMAN	HPS5
P00738	HPT_HUMAN	HP
Q6P1K1	HRG1_HUMAN	SLC48A1
P04196	HRG_HUMAN	HRG
Q9H3N8	HRH4_HUMAN	HRH4
O43301	HS12A_HUMAN	HSPA12A
P08238	HS90B_HUMAN	HSP90AB1
Q00613	HSF1_HUMAN	HSF1
Q9UBD0	HSFX1_HUMAN	HSFX1
Q86XA9	HTR5A_HUMAN	HEATR5A
P0DP01	HV108_HUMAN	IGHV1-8
A0A0C4DH33	HV124_HUMAN	IGHV1-24
P01742	HV169_HUMAN	IGHV1-69
A0A0C4DH32	HV320_HUMAN	IGHV3-20
P01768	HV330_HUMAN	IGHV3-30
P01763	HV348_HUMAN	IGHV3-48
A0A0B4J1Y9	HV372_HUMAN	IGHV3-72
A0A075B6R2	HV404_HUMAN	IGHV4-4
A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1
A0A0G2JMI3	HV692_HUMAN	IGHV1-69-2
P31267	HXA6_HUMAN	HOXA6
Q00444	HXC5_HUMAN	HOXC5
P31274	HXC9_HUMAN	HOXC9
P35452	HXD12_HUMAN	HOXD12
Q4G0P3	HYDIN_HUMAN	HYDIN
P07099	HYEP_HUMAN	EPHX1
Q8N6P7	I22R1_HUMAN	IL22RA1
Q6ZQW0	I23O2_HUMAN	IDO2
Q9UBH0	I36RA_HUMAN	IL36RN
Q9BTL4	IER2_HUMAN	IER2
Q14240	IF4A2_HUMAN	EIF4A2
P23588	IF4B_HUMAN	EIF4B
Q9GZV4	IF5A2_HUMAN	EIF5A2
Q6IS14	IF5AL_HUMAN	EIF5AL1
P56537	IF6_HUMAN	EIF6
Q9BYH8	IKBZ_HUMAN	NFKBIZ
O14920	IKKB_HUMAN	IKBKB
P22301	IL10_HUMAN	IL10
P14778	IL1R1_HUMAN	IL1R1
Q9HBE4	IL21_HUMAN	IL21
Q9NPH9	IL26_HUMAN	IL26
Q9NZH8	IL36G_HUMAN	IL36G
P26951	IL3RA_HUMAN	IL3RA
P32927	IL3RB_HUMAN	CSF2RB
P24394	IL4RA_HUMAN	IL4R
A1L0T0	ILVBL_HUMAN	ILVBL
Q6NT76	HMBX1_HUMAN	HMBOX1
P54868	HMCS2_HUMAN	HMGCS2
Q05925	HME1_HUMAN	EN1
P17096	HMGA1_HUMAN	HMGA1
P05114	HMGN1_HUMAN	HMGN1
Q15651	HMGN3_HUMAN	HMGN3
Q12766	HMGX3_HUMAN	HMGXB3
Q92619	HMHA1_HUMAN	ARHGAP45
P0CJ68	HMN1_HUMAN	MTRNR2L1
P0CJ71	HMN4_HUMAN	MTRNR2L4
Q5SSJ5	HP1B3_HUMAN	HP1BP3
Q9Y662	HS3SB_HUMAN	HS3ST3B1
P0DMV8	HS71A_HUMAN	HSPA1A
Q14568	HS902_HUMAN	HSP90AA2P
P07900	HS90A_HUMAN	HSP90AA1
P04553	HSP1_HUMAN	PRM1
P54652	HSP72_HUMAN	HSPA2
P34932	HSP74_HUMAN	HSPA4
P17066	HSP76_HUMAN	HSPA6
P11142	HSP7C_HUMAN	HSPA8
P04792	HSPB1_HUMAN	HSPB1
Q9UJY1	HSPB8_HUMAN	HSPB8
O43464	HTRA2_HUMAN	HTRA2
Q8TDB4	HUMMR_HUMAN	MGARP
P09017	HXC4_HUMAN	HOXC4
P42701	I12R1_HUMAN	IL12RB1
Q6ZVW7	I17EL_HUMAN	IL17REL
Q8IU81	I2BP1_HUMAN	IRF2BP1
Q9H1B7	I2BPL_HUMAN	IRF2BPL
Q14642	I5P1_HUMAN	INPP5A
P32019	I5P2_HUMAN	INPP5B
P20810	ICAL_HUMAN	CAST
O75144	ICOSL_HUMAN	ICOSLG
P41134	ID1_HUMAN	ID1
P98153	IDD_HUMAN	DGCR2
P14735	IDE_HUMAN	IDE
P22304	IDS_HUMAN	IDS
Q9UG01	IF172_HUMAN	IFT172
P05198	IF2A_HUMAN	EIF2S1
O00425	IF2B3_HUMAN	IGF2BP3
P41091	IF2G_HUMAN	EIF2S3
P20042	IF2B_HUMAN	EIF2S2
