uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_reason,tags_description,pfam
Q9BVA0,KTNB1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q659C4,LAR1B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q569H4,LARGN_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6UX15,LAYN_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O60309,L37A3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9NRM7,LATS2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6XYB7,LBX2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5T7P2,LCE1A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5TA76,LCE3A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6ZMV7,LEKR1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9UJU2,LEF1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96BZ8,LENG1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9P2E2,KIF17_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y6Z4,KIAS1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8N7Y1,KIAS3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P0DP09,KV113_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q49AS3,L37A5_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P83111,LACTB_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q14657,LAGE3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BRS8,LARP6_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BTC8,MTA3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q86U44,MTA70_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y6C9,MTCH2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
F2Z398,LMO7D_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96KR4,LMLN_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96DT0,LEG12_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q3ZCW2,LEGL_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y5L5,LENEP_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O00214,LEG8_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O95751,LDOC1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96LU7,MRFL_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96J65,MRP9_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O15091,MRPP3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P48742,LHX1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q969G2,LHX4_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q587J8,KHD3L_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q63HM1,KFA_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y6X9,MORC2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q2VIQ3,KIF4B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O95235,KI20A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BW19,KIFC1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q15334,L2GL1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8N3Y3,LARG2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9H9P8,L2HDH_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q86VI4,LAP4B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O95461,LARG1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P05455,LA_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y383,LC7L2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q14739,LBR_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P52954,LBX1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q14847,LASP1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BYE3,LCE3D_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5TA78,LCE4A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O43679,LDB2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O75112,LDB3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P00338,LDHA_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P07195,LDHB_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q3B8N2,LEG9B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6DKI2,LEG9C_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q4VXA5,KHDC1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q14149,MORC3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9H1H9,KI13A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O60282,KIF5C_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9ULI4,KI26A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9NRX6,KISHB_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5VTJ3,KLD7A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8NEE0,KLAS1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q86UP2,KTN1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q71F78,LCA10_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y4W2,LAS1L_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5T751,LCE1C_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5TA79,LCE2A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5TA77,LCE3B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5TCM9,LCE5A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6UWM7,LCTL_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q86U70,LDB1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9H6V9,LDAH_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q05315,LEG10_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
A8MUM7,LEG16_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O15066,KIF3B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9NQT8,KI13B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5T7B8,KIF24_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5T089,MORN1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6P1M3,L2GL2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8WVC0,LEO1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8NC56,LEMD2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P56470,LEG4_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9HC24,LFG4_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9NQ69,LHX9_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BU23,LMF2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8IXW0,LMTD2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q7Z7F0,KHDC4_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5JSQ8,KHDCL_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q7L1V2,MON1B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P50053,KHK_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q12756,KIF1A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q02241,KIF23_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q502X0,MORN2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O75037,KI21B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O60870,KIN17_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BVG8,KIFC3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BQ90,KLDC3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y2Y9,KLF13_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96CT2,KLH29_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9P2G3,KLH14_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96M94,KLH15_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9P2J3,KLHL9_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y5W3,KLF2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q13887,KLF5_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q99612,KLF6_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q53GT1,KLH22_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9UMN6,KMT2B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8NEZ4,KMT2C_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q99547,MPH6_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
A6PVL3,KNCN_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P30304,MPIP1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P30305,MPIP2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8NG31,KNL1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q1ED39,KNOP1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9NZJ7,MTCH1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q04760,LGUL_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9UHB6,LIMA1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O75334,LIPA2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6ZQX7,LIAT1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O60663,LMX1B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96S06,LMF1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P29536,LMOD1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9H9Z2,LN28A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6ZN17,LN28B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8NHP6,MSPD2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96S19,MTL26_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q14872,MTF1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q06455,MTG8_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5JR59,MTUS2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q3MIW9,MUCL3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q99567,NUP88_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8N1F7,NUP93_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P22033,MUTA_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O15504,NUPL2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8N9H8,MUT7_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P10242,MYB_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q99836,MYD88_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8N699,MYCT1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P35580,MYH10_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9P2K5,MYEF2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P12829,MYL4_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P14649,MYL6B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q13875,MOBP_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O15440,MRP5_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O43196,MSH5_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9NZV6,MSRB1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P47224,MSS4_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P04732,MT1E_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P04733,MT1F_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8N339,MT1M_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q13330,MTA1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O94776,MTA2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q15390,MTFR1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y4I5,MTL5_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BT17,MTG1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BV20,MTNA_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q86WG5,MTMRD_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BVL2,NUP58_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BW27,NUP85_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P49914,MTHFS_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q2M296,MTHSD_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P37198,NUP62_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
A6NF83,NUPR2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q86YV6,MYLK4_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O94832,MYO1D_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P12524,MYCL_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P13533,MYH6_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8NEV4,MYO3A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q15746,MYLK_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q86VE0,MYPOP_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O95248,MTMR5_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P52948,NUP98_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9BXS6,NUSAP_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6ZS72,PEAK3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96H55,MYO19_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q32MK0,MYLK3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q7Z406,MYH14_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9H6N6,MYH16_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y623,MYH4_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P04198,MYCN_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6PIF6,MYO7B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q14896,MYPC3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6NSJ0,MYORG_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8TDC0,MYOZ3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9UJ68,MSRA_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96H12,MSD3_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O43347,MSI1H_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8IVN3,MSTN1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P28360,MSX1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P80294,MT1H_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96QG7,MTMR9_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
A4FU01,MTMRB_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8NCE2,MTMRE_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96GX9,MTNB_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8IUG5,MY18B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q13203,MYBPH_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O75592,MYCB2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P05976,MYL1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P01106,MYC_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O43795,MYO1B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P60660,MYL6_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q00872,MYPC1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8N1T3,MYO1H_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P15173,MYOG_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P54296,MYOM2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
A0A1B0GTQ4,MYMX_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9UKN7,MYO15_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96RE7,NACC1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O60356,NUPR1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96NY9,MUS81_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9UIF7,MUTYH_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q14764,MVP_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96S97,MYADM_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q14324,MYPC2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8WXR4,MYO3B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P52179,MYOM1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y4I1,MYO5A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
E9PAV3,NACAM_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O60683,PEX10_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9NX02,NALP2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8N159,NAGS_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q8WY41,NANO1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P60321,NANO2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P52961,NAR1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96JP2,MY15B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q92614,MY18A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
A0A1B0GUC4,MYCOS_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q7Z401,MYCPP_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q96QE2,MYCT_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P35579,MYH9_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P35749,MYH11_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9UBC5,MYO1A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P12882,MYH1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P20592,MX2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
B2RTY4,MYO9A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q5VU43,MYOME_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P30086,PEBP1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9Y2G1,MYRF_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q13765,NACA_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q86W25,NAL13_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P17050,NAGAB_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q6ZNJ1,NBEL2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P84157,MXRA7_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q15121,PEA15_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q99417,MYCBP_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
P02689,MYP2_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q13402,MYO7A_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
A7E2Y1,MYH7B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9ULV0,MYO5B_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9NQX4,MYO5C_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q9NP98,MYOZ1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q01538,MYT1_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
Q15274,NADC_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
O00623,PEX12_HUMAN,False,False,False,nan,False,False,nan,False,False,nan,To_add,nan,nan,nan
