,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DE_and_DA,cluster,ID
ZNF765,0.104176,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF765
BARX2,0.062372,no,yes,no,no,VCT_CCC,VCT_CCC_BARX2
HMGXB4,0.279478,yes,no,no,no,VCT_CCC,VCT_CCC_HMGXB4
RELB,0.088042,yes,yes,no,yes,VCT_CCC,VCT_CCC_RELB
ZNF880,0.058321,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF880
GLIS1,0.001195,no,yes,no,no,VCT_CCC,VCT_CCC_GLIS1
OTX2,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_OTX2
FOXN1,0.000642,no,yes,no,no,VCT_CCC,VCT_CCC_FOXN1
NR2F1,0.005526,no,yes,no,no,VCT_CCC,VCT_CCC_NR2F1
HES2,0.08993,yes,no,no,no,VCT_CCC,VCT_CCC_HES2
SMARCC1,0.734672,yes,yes,yes,yes,VCT_CCC,VCT_CCC_SMARCC1
HOXB13,0.001305,yes,no,no,no,VCT_CCC,VCT_CCC_HOXB13
PRRX2,0.002168,no,yes,no,no,VCT_CCC,VCT_CCC_PRRX2
ATF6,0.293504,no,yes,no,no,VCT_CCC,VCT_CCC_ATF6
GRHL1,0.55912,no,yes,no,no,VCT_CCC,VCT_CCC_GRHL1
DLX4,0.11556,yes,no,no,no,VCT_CCC,VCT_CCC_DLX4
FOXP4,0.027044,yes,no,no,no,VCT_CCC,VCT_CCC_FOXP4
ZNF85,0.082165,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF85
ZNF146,0.277593,yes,yes,no,yes,VCT_CCC,VCT_CCC_ZNF146
MXD3,0.043129,no,yes,no,no,VCT_CCC,VCT_CCC_MXD3
HOXA4,0.001248,yes,no,no,no,VCT_CCC,VCT_CCC_HOXA4
BNC2,0.142294,no,yes,no,no,VCT_CCC,VCT_CCC_BNC2
GATAD2A,0.455144,yes,no,no,no,VCT_CCC,VCT_CCC_GATAD2A
ZNF792,0.00215,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF792
ZFP42,0.14358,yes,no,no,no,VCT_CCC,VCT_CCC_ZFP42
ZNF92,0.039773,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF92
ARNT2,0.010447,yes,no,no,no,VCT_CCC,VCT_CCC_ARNT2
FOXO1,0.146588,yes,no,no,no,VCT_CCC,VCT_CCC_FOXO1
GRHL3,0.055419,yes,yes,no,yes,VCT_CCC,VCT_CCC_GRHL3
SSRP1,0.430097,no,yes,no,no,VCT_CCC,VCT_CCC_SSRP1
ZBTB21,0.077801,no,yes,no,no,VCT_CCC,VCT_CCC_ZBTB21
EGR3,0.021787,no,yes,no,no,VCT_CCC,VCT_CCC_EGR3
KDM5C,0.161262,yes,no,no,no,VCT_CCC,VCT_CCC_KDM5C
FOXO4,0.407301,no,yes,no,no,VCT_CCC,VCT_CCC_FOXO4
HEYL,0.001691,no,yes,no,no,VCT_CCC,VCT_CCC_HEYL
ZIC1,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_ZIC1
ARNT,0.269124,no,yes,no,no,VCT_CCC,VCT_CCC_ARNT
ZGPAT,0.001193,no,yes,no,no,VCT_CCC,VCT_CCC_ZGPAT
FOXD1,0.001393,yes,no,no,no,VCT_CCC,VCT_CCC_FOXD1
OSR2,0.211841,yes,no,no,no,VCT_CCC,VCT_CCC_OSR2
FOSB,1.059149,yes,no,yes,yes,VCT_CCC,VCT_CCC_FOSB
E2F3,0.311393,yes,yes,no,yes,VCT_CCC,VCT_CCC_E2F3
AHR,0.049332,no,yes,no,no,VCT_CCC,VCT_CCC_AHR
ZNF469,0.000833,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF469
NR2F6,0.412256,yes,no,no,no,VCT_CCC,VCT_CCC_NR2F6
ZNF331,0.39631,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF331
SIX1,0.00285,yes,no,no,no,VCT_CCC,VCT_CCC_SIX1
PHF5A,0.334467,yes,yes,no,yes,VCT_CCC,VCT_CCC_PHF5A
SOX9,0.00393,yes,no,no,no,VCT_CCC,VCT_CCC_SOX9
HES4,0.070342,yes,no,no,no,VCT_CCC,VCT_CCC_HES4
ZNF90,0.281014,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF90
RBPJ,0.572624,no,yes,no,no,VCT_CCC,VCT_CCC_RBPJ
IKZF1,0.018125,no,yes,no,no,VCT_CCC,VCT_CCC_IKZF1
UBTF,0.176597,yes,no,no,no,VCT_CCC,VCT_CCC_UBTF
ZNF91,0.381241,yes,yes,no,yes,VCT_CCC,VCT_CCC_ZNF91
SRF,0.110487,yes,no,no,no,VCT_CCC,VCT_CCC_SRF
E2F4,0.370015,no,yes,no,no,VCT_CCC,VCT_CCC_E2F4
TCF15,0.00083,no,yes,no,no,VCT_CCC,VCT_CCC_TCF15
ZNF562,0.159822,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF562
SP1,0.194379,yes,no,no,no,VCT_CCC,VCT_CCC_SP1
MTA2,0.063066,no,yes,no,no,VCT_CCC,VCT_CCC_MTA2
IRF2,0.125003,no,yes,no,no,VCT_CCC,VCT_CCC_IRF2
NFKBIL1,0.108878,yes,no,no,no,VCT_CCC,VCT_CCC_NFKBIL1
