peak_id,highly_variable
chr3:197317250-197317813,True
chr3:197349397-197349781,True
chr3:197495821-197496112,True
chr3:197554463-197555498,True
chr3:197590220-197590687,True
chr3:197749336-197750727,True
chr3:197790973-197791653,True
chr3:197889168-197889936,True
chr3:198030740-198031054,True
chr4:304909-305711,True
chr4:498585-499416,True
chr4:674144-674774,True
chr4:781512-782728,True
chr4:924640-925055,True
chr4:991255-991652,True
chr4:1009586-1010008,True
chr4:1043626-1044009,True
chr4:1194348-1194569,True
chr4:1301001-1301447,True
chr4:1346372-1347626,True
chr4:1684126-1684616,True
chr4:1802091-1802733,True
chr4:1870244-1871434,True
chr4:2092557-2093021,True
chr4:2402005-2402368,True
chr4:2445392-2445944,True
chr4:2742970-2743573,True
chr4:2793773-2794409,True
chr4:2842946-2844440,True
chr4:2861681-2861898,True
chr4:2914168-2914451,True
chr4:3073697-3074777,True
chr4:3106522-3106933,True
chr4:3443487-3443708,True
chr4:3531893-3532762,True
chr4:4153939-4154273,True
chr4:4247711-4248634,True
chr4:4289808-4290481,True
chr4:4386259-4386537,True
chr4:4456348-4456694,True
chr4:4505262-4505564,True
chr4:4526538-4526748,True
chr4:6664606-6664854,True
chr4:6668332-6668559,True
chr4:6673745-6674425,True
chr4:6693385-6693971,True
chr4:6709227-6710113,True
chr4:6769977-6770322,True
chr4:6839614-6839927,True
chr4:6915605-6915910,True
chr4:6955322-6955954,True
chr4:7008091-7008330,True
chr4:7022026-7022721,True
chr4:7042455-7043798,True
chr4:7941130-7941695,True
chr4:7956123-7956719,True
chr4:7960806-7961048,True
chr4:7972038-7973168,True
chr4:8170289-8170612,True
chr4:8181656-8182214,True
chr4:8198117-8198567,True
chr4:8439965-8440929,True
chr4:8464425-8464695,True
chr4:8580158-8581055,True
chr4:10173270-10173644,True
chr4:10174250-10174623,True
chr4:10298698-10299111,True
chr4:10608605-10609172,True
chr4:10623677-10624366,True
chr4:10746247-10746588,True
chr4:11198354-11199060,True
chr4:11354578-11354832,True
chr4:13337474-13337957,True
chr4:13483684-13484886,True
chr4:15343968-15344302,True
chr4:15931867-15932093,True
chr4:16083937-16084205,True
chr4:17614117-17614896,True
chr4:18021097-18022444,True
chr4:18110926-18111539,True
chr4:18318810-18319389,True
chr4:23036575-23036850,True
chr4:24266896-24267227,True
chr4:24657742-24658432,True
chr4:24753512-24753862,True
chr4:24795318-24795601,True
chr4:25159572-25160768,True
chr4:25717474-25718014,True
chr4:25847385-25847660,True
chr4:25913876-25914489,True
chr4:26193722-26194081,True
chr4:26262983-26263458,True
chr4:26318946-26320129,True
chr4:26788054-26788273,True
chr4:26878846-26879487,True
chr4:34767456-34767747,True
chr4:34909410-34909642,True
chr4:37453634-37454008,True
chr4:37455706-37456018,True
chr4:37476278-37476581,True
chr4:37562683-37562915,True
chr4:37568412-37568802,True
chr4:37583861-37584368,True
chr4:37601384-37601852,True
chr4:37798608-37798901,True
chr4:38068174-38068395,True
chr4:38069251-38069470,True
chr4:38101528-38101928,True
chr4:38160420-38161221,True
chr4:38609259-38609982,True
chr4:38872677-38872984,True
chr4:39182057-39182603,True
chr4:39255399-39255655,True
chr4:39303994-39304565,True
chr4:39324679-39325512,True
chr4:39348719-39349211,True
chr4:39395990-39396630,True
chr4:39527118-39528311,True
chr4:39638435-39639677,True
chr4:39711672-39712121,True
chr4:39727837-39728104,True
chr4:39758248-39758459,True
chr4:39759284-39759982,True
chr4:39855921-39856146,True
chr4:39883719-39884020,True
chr4:39976980-39978288,True
chr4:40264344-40264868,True
chr4:40379069-40379423,True
chr4:40404104-40404911,True
chr4:40576902-40577241,True
chr4:40629501-40630847,True
chr4:40856804-40857336,True
chr4:41096015-41096241,True
chr4:41160002-41160649,True
chr4:41297009-41297260,True
chr4:41418305-41418799,True
chr4:41438640-41438945,True
chr4:41454452-41454744,True
chr4:41865095-41865640,True
chr4:47479594-47479854,True
chr4:47836617-47837496,True
chr4:47938280-47938616,True
chr4:48016251-48017529,True
chr4:48578257-48578670,True
chr4:48698218-48698721,True
chr4:48954751-48955145,True
chr4:48968803-48969179,True
chr4:52853310-52853625,True
chr4:52873699-52874133,True
chr4:52883080-52883377,True
chr4:52883997-52884589,True
chr4:53119533-53119924,True
chr4:53162846-53163279,True
chr4:53450786-53451139,True
chr4:53476409-53476894,True
chr4:53592046-53592555,True
chr4:53763633-53764238,True
chr4:54234267-54234479,True
chr4:54256437-54256870,True
chr4:54272050-54272337,True
chr4:54498545-54499072,True
chr4:54625090-54625730,True
chr4:54755813-54756230,True
chr4:55346014-55346816,True
chr4:55395288-55396499,True
chr4:56914887-56915497,True
chr4:57100794-57101132,True
chr4:57777164-57777693,True
chr4:58564499-58564760,True
chr4:58809466-58810206,True
chr4:60461567-60462007,True
chr4:60934630-60935274,True
chr4:61200740-61201396,True
chr4:68070327-68070668,True
chr4:68369452-68369865,True
chr4:68412927-68413619,True
chr4:69221623-69221890,True
chr4:69296235-69296673,True
chr4:71126653-71127055,True
chr4:72110854-72111228,True
chr4:72352431-72353063,True
chr4:72567872-72568402,True
chr4:72613900-72614283,True
chr4:72899167-72899863,True
chr4:73573712-73573984,True
chr4:73617203-73617563,True
chr4:74116984-74117308,True
chr4:74659657-74660120,True
chr4:75514046-75514840,True
chr4:76016953-76017460,True
chr4:76386942-76387188,True
chr4:76540020-76540314,True
chr4:76634297-76634544,True
chr4:76806387-76806621,True
chr4:76948740-76950033,True
chr4:77075224-77076462,True
chr4:77199250-77199576,True
chr4:77699723-77700197,True
chr4:77851458-77851729,True
chr4:78370485-78370999,True
chr4:78513308-78513669,True
chr4:78644233-78644634,True
chr4:78650115-78650639,True
chr4:78687513-78688107,True
chr4:79209816-79210452,True
chr4:79435841-79436240,True
chr4:79575688-79576013,True
chr4:79695804-79696088,True
chr4:81058605-81059025,True
chr4:81650615-81651351,True
chr4:81732961-81733373,True
chr4:82284767-82285470,True
chr4:82401403-82401960,True
chr4:82447924-82448181,True
chr4:82822929-82823380,True
chr4:83010271-83010888,True
chr4:83112885-83113474,True
chr4:83207724-83208100,True
chr4:83283969-83284955,True
chr4:83657092-83657910,True
chr4:83658899-83659407,True
chr4:83782519-83782894,True
chr4:83972527-83972889,True
chr4:84239331-84239797,True
chr4:84781352-84781698,True
chr4:85508380-85509016,True
chr4:86338850-86339308,True
chr4:86934656-86935198,True
chr4:86940907-86941390,True
chr4:87044402-87044890,True
chr4:87390879-87391557,True
chr4:87843809-87844177,True
chr4:87896259-87896557,True
chr4:88037959-88038227,True
chr4:88147589-88148157,True
chr4:88149957-88150386,True
chr4:88622425-88623509,True
chr4:88628805-88629134,True
chr4:90122416-90122632,True
chr4:90127726-90128779,True
chr4:90139627-90139865,True
chr4:90174374-90175079,True
chr4:91092433-91092732,True
chr4:94485627-94485867,True
chr4:94526773-94527434,True
chr4:94659328-94659605,True
chr4:95304944-95305321,True
chr4:95715829-95716203,True
chr4:98341265-98341649,True
chr4:98430666-98430964,True
chr4:98910739-98910985,True
chr4:98976696-98977209,True
chr4:98995143-98996284,True
chr4:99056568-99056950,True
chr4:99378900-99379217,True
chr4:99723556-99723935,True
chr4:99815553-99816082,True
chr4:99856250-99856513,True
chr4:99950186-99950883,True
chr4:99951479-99951769,True
chr4:100076446-100076980,True
chr4:100716394-100716928,True
chr4:101356368-101356636,True
chr4:101366686-101367573,True
chr4:102318484-102319404,True
chr4:102538432-102539033,True
chr4:102678796-102679289,True
chr4:102868506-102869544,True
chr4:103008773-103009363,True
chr4:103019131-103019879,True
chr4:103197836-103198771,True
chr4:103223736-103224277,True
chr4:103444985-103445357,True
chr4:103625994-103626617,True
chr4:103721181-103721674,True
chr4:105555298-105555731,True
chr4:105659058-105659346,True
chr4:105887565-105887796,True
chr4:105967070-105967294,True
chr4:107824229-107825457,True
chr4:108607466-108607856,True
chr4:109364378-109364851,True
chr4:109589032-109589428,True
chr4:109720950-109721406,True
chr4:110293367-110293652,True
chr4:110294139-110294588,True
chr4:110400035-110400342,True
chr4:110486748-110487167,True
chr4:110854190-110854681,True
chr4:111802211-111802625,True
chr4:112186162-112186632,True
chr4:112416464-112416753,True
chr4:112636746-112637587,True
chr4:112752978-112753689,True
chr4:115467070-115467612,True
chr4:115493653-115494191,True
chr4:118629395-118630041,True
chr4:118835601-118836325,True
chr4:119187877-119188472,True
chr4:119212060-119213301,True
chr4:119730128-119730385,True
chr4:120049731-120050149,True
chr4:120066438-120067494,True
chr4:120801217-120801762,True
chr4:120921829-120923171,True
chr4:121277651-121278098,True
chr4:121822808-121823055,True
chr4:122458562-122458997,True
chr4:122786280-122786600,True
chr4:122948595-122948983,True
chr4:123669290-123669526,True
chr4:124420223-124420696,True
chr4:124448998-124449425,True
chr4:125040424-125040740,True
chr4:125729585-125729914,True
chr4:128287263-128288470,True
chr4:128570353-128570673,True
chr4:128692360-128692939,True
chr4:128776680-128777180,True
chr4:128985894-128986415,True
chr4:129956484-129956698,True
chr4:130210907-130211242,True
chr4:130257295-130257510,True
chr4:131975619-131976434,True
chr4:133254142-133254462,True
chr4:133263060-133263419,True
chr4:134976477-134976714,True
chr4:136342154-136342556,True
chr4:136484916-136485322,True
chr4:138406224-138406532,True
chr4:138887210-138888132,True
chr4:138948933-138949225,True
chr4:139282399-139282714,True
chr4:139657674-139658032,True
chr4:139665608-139666474,True
chr4:139989294-139989724,True
chr4:140137559-140137912,True
chr4:140237518-140238678,True
chr4:140252633-140253382,True
chr4:140276410-140276621,True
chr4:140523623-140524752,True
chr4:140635630-140636305,True
chr4:141133049-141133621,True
chr4:142631795-142632218,True
chr4:142663882-142664156,True
chr4:142886513-142886935,True
chr4:143488471-143489424,True
chr4:143555537-143556032,True
chr4:145203481-145203725,True
chr4:145729411-145729782,True
chr4:145937142-145937548,True
chr4:146244367-146245022,True
chr4:146389342-146389954,True
chr4:147084918-147085167,True
chr4:147777215-147777773,True
chr4:147792867-147793100,True
chr4:147830633-147831258,True
chr4:148122909-148123332,True
chr4:148441963-148443058,True
chr4:148574111-148575328,True
chr4:148787736-148788384,True
chr4:148795196-148795473,True
chr4:149050813-149051208,True
chr4:150007534-150007870,True
chr4:150215617-150215993,True
chr4:150302534-150302769,True
chr4:150525347-150525716,True
chr4:151015119-151016297,True
chr4:151746828-151747232,True
chr4:151937693-151938059,True
chr4:152352606-152352981,True
chr4:152571352-152571586,True
chr4:152658637-152658988,True
chr4:152679726-152680322,True
chr4:152683087-152683300,True
chr4:152688110-152688387,True
chr4:152795871-152796317,True
chr4:152808665-152809069,True
chr4:152848536-152848817,True
chr4:152864374-152864737,True
chr4:152894699-152895085,True
chr4:152935845-152936521,True
chr4:152973230-152973457,True
chr4:152997331-152998355,True
chr4:153023560-153023917,True
chr4:153032076-153032378,True
chr4:153083437-153083672,True
chr4:153113283-153113509,True
chr4:153127936-153128153,True
chr4:153344412-153344886,True
chr4:154560476-154561223,True
chr4:156115414-156115648,True
chr4:156242379-156242721,True
chr4:156711229-156711515,True
chr4:157012665-157013164,True
chr4:158139092-158139490,True
chr4:158170495-158171443,True
chr4:158298848-158299072,True
chr4:158302011-158302789,True
chr4:158648945-158649589,True
chr4:158754406-158754757,True
chr4:158935038-158935594,True
chr4:159047421-159047876,True
chr4:160026666-160027025,True
chr4:160117680-160118053,True
chr4:162351324-162351568,True
chr4:162944299-162944576,True
chr4:163332546-163332971,True
chr4:163385479-163385793,True
chr4:163494127-163495189,True
chr4:163549985-163550506,True
chr4:164204287-164204788,True
chr4:164622000-164622461,True
chr4:165971499-165972192,True
chr4:165991230-165991650,True
chr4:166538523-166538918,True
chr4:167897079-167897427,True
chr4:168746203-168746459,True
chr4:168803677-168804162,True
chr4:168831861-168832652,True
chr4:169062266-169062767,True
chr4:169174018-169174547,True
chr4:169612015-169612809,True
chr4:169634996-169635304,True
chr4:169659711-169660595,True
chr4:169771507-169772223,True
chr4:170116194-170116580,True
chr4:173074538-173074814,True
chr4:173333752-173334976,True
chr4:174427430-174428036,True
chr4:174434249-174434687,True
chr4:174464941-174465206,True
chr4:174714458-174714673,True
chr4:174835273-174835895,True
chr4:175385833-175386047,True
chr4:177450338-177450760,True
chr4:177534913-177535213,True
chr4:182240195-182240890,True
chr4:182806201-182806621,True
chr4:182916834-182917804,True
chr4:183082117-183082369,True
chr4:183449471-183449732,True
chr4:183470912-183471152,True
chr4:183503911-183505114,True
chr4:184347362-184347637,True
chr4:184617574-184618496,True
chr4:184648622-184649808,True
chr4:184669749-184670139,True
chr4:184814991-184815430,True
chr4:185182905-185183117,True
chr4:185299003-185299329,True
chr4:185301235-185301490,True
chr4:185390015-185390252,True
chr4:185425466-185426432,True
chr4:185566846-185567255,True
chr4:185831313-185831756,True
chr4:185858480-185858936,True
chr4:185896689-185897723,True
chr4:186204052-186204611,True
chr4:187380134-187380908,True
chr4:188023219-188024003,True
chr4:188081308-188082064,True
chr4:188107848-188108081,True
chr4:188127486-188127727,True
chr5:263316-263932,True
chr5:315971-316795,True
chr5:413440-414082,True
chr5:418777-419158,True
chr5:609738-610349,True
chr5:1199932-1200319,True
chr5:1344582-1345449,True
chr5:1515938-1516599,True
chr5:1576971-1577346,True
chr5:2709929-2710420,True
chr5:2757851-2758417,True
chr5:6712648-6713712,True
chr5:6766389-6767116,True
chr5:6788480-6788786,True
chr5:6788953-6789561,True
chr5:7168190-7168541,True
chr5:7395945-7396591,True
chr5:9654962-9655211,True
chr5:10705369-10705638,True
chr5:10760615-10761744,True
chr5:12691230-12691676,True
chr5:14115560-14115774,True
chr5:14326125-14326375,True
chr5:14489496-14490061,True
chr5:14871556-14872532,True
chr5:15021167-15021929,True
chr5:15082090-15082523,True
chr5:15807199-15807429,True
chr5:16728077-16728396,True
chr5:16744308-16744743,True
chr5:16778089-16778467,True
chr5:16894450-16894772,True
chr5:16913211-16913428,True
chr5:17088861-17089454,True
chr5:17148491-17148721,True
chr5:17217424-17217958,True
chr5:17218360-17218655,True
chr5:17292659-17293017,True
chr5:17305871-17306615,True
chr5:19701604-19702114,True
chr5:21594608-21594941,True
chr5:21807007-21807243,True
chr5:23669039-23669322,True
chr5:24788957-24789367,True
chr5:31531766-31532571,True
chr5:31854520-31855361,True
chr5:31938720-31939534,True
chr5:32187025-32187420,True
chr5:32217871-32218413,True
chr5:32420512-32420815,True
chr5:32508775-32509404,True
chr5:32531814-32532351,True
chr5:34526724-34527168,True
chr5:34585970-34586804,True
chr5:34625840-34626703,True
chr5:34770887-34771373,True
chr5:34838777-34839466,True
chr5:34842447-34843001,True
chr5:34915171-34915850,True
chr5:34929146-34930159,True
chr5:35003390-35003826,True
chr5:35089696-35089921,True
chr5:35255198-35255449,True
chr5:35835618-35836123,True
chr5:36090115-36090377,True
chr5:36452425-36453272,True
chr5:36528472-36529022,True
chr5:36631907-36632252,True
chr5:36638042-36638312,True
chr5:36877130-36877578,True
chr5:37248866-37249987,True
chr5:37308845-37309077,True
chr5:37533026-37534177,True
chr5:37837229-37837681,True
chr5:38551128-38551440,True
chr5:38555966-38556972,True
chr5:38600405-38600895,True
chr5:39220613-39221057,True
chr5:39283339-39283578,True
chr5:39430273-39430778,True
chr5:40222293-40222684,True
chr5:40413795-40414011,True
chr5:40755384-40756254,True
chr5:41527077-41527934,True
chr5:42090222-42090551,True
chr5:42366841-42367085,True
chr5:42606678-42606926,True
chr5:42870901-42871410,True
chr5:43042462-43043272,True
chr5:43066237-43066505,True
chr5:43120687-43121887,True
chr5:43215023-43215693,True
chr5:43312804-43313936,True
chr5:43389712-43390025,True
chr5:43395877-43396376,True
chr5:43483208-43484525,True
chr5:43556197-43557337,True
chr5:43873832-43874147,True
chr5:44689342-44689663,True
chr5:52811095-52811341,True
chr5:52987676-52988242,True
chr5:52999604-52999818,True
chr5:53019300-53019585,True
chr5:53031661-53032064,True
chr5:53406694-53407054,True
chr5:53789890-53790580,True
chr5:53926028-53926330,True
chr5:54251987-54252392,True
chr5:54517476-54518509,True
chr5:54722721-54723150,True
chr5:55160943-55161284,True
chr5:55218955-55219305,True
chr5:55927852-55928647,True
chr5:56026844-56027204,True
chr5:56099238-56099590,True
chr5:56112466-56113162,True
chr5:56543864-56544303,True
chr5:56641005-56641350,True
chr5:56808224-56808434,True
chr5:57004695-57005147,True
chr5:57173165-57174551,True
chr5:57346417-57346643,True
chr5:57482385-57483161,True
chr5:57862241-57862881,True
chr5:58018015-58018314,True
chr5:58043352-58043645,True
chr5:58159648-58160368,True
chr5:58352938-58353953,True
chr5:58459628-58460966,True
chr5:58844416-58844663,True
chr5:58937166-58937783,True
chr5:59079876-59080220,True
chr5:59188352-59188730,True
chr5:59275471-59276259,True
chr5:59293707-59293959,True
chr5:59786442-59786837,True
chr5:60487939-60488276,True
chr5:60701579-60701911,True
chr5:60843743-60844509,True
chr5:61310942-61311400,True
chr5:61817406-61817640,True
chr5:62900676-62900894,True
chr5:64676748-64677082,True
chr5:65035220-65035992,True
chr5:65102679-65103631,True
chr5:65460583-65461093,True
chr5:65463788-65464197,True
chr5:65562811-65563407,True
chr5:65925192-65926535,True
chr5:66241271-66241502,True
chr5:66295742-66295999,True
chr5:66850310-66850999,True
chr5:66864290-66864528,True
chr5:66906015-66906351,True
chr5:66975565-66976193,True
chr5:67025708-67025937,True
chr5:67045259-67046251,True
chr5:67292359-67292822,True
chr5:67969449-67969972,True
chr5:68022004-68022290,True
chr5:68176828-68177385,True
chr5:68214913-68216130,True
chr5:68383520-68383929,True
chr5:68823251-68823542,True
chr5:68838861-68839584,True
chr5:69136925-69137171,True
chr5:69148516-69148961,True
chr5:69217551-69218346,True
chr5:69242237-69243005,True
chr5:69512720-69512939,True
chr5:71385281-71385501,True
chr5:71601250-71601968,True
chr5:72066672-72067018,True
chr5:72307916-72308732,True
chr5:72390844-72391206,True
chr5:72499679-72499955,True
chr5:72504127-72504411,True
chr5:72597560-72597906,True
chr5:72816019-72817390,True
chr5:73061669-73061926,True
chr5:73292871-73293288,True
chr5:73858865-73859140,True
chr5:74145804-74146198,True
chr5:74314848-74315220,True
chr5:74316004-74316631,True
chr5:74637948-74638419,True
chr5:74864918-74865199,True
chr5:75034365-75034767,True
chr5:75236426-75237122,True
chr5:75336751-75337874,True
chr5:75428415-75428753,True
chr5:76271642-76272131,True
chr5:76372384-76372880,True
chr5:76759600-76759822,True
chr5:77030126-77031546,True
chr5:77108445-77108675,True
chr5:77846573-77846877,True
chr5:78294191-78294990,True
chr5:78504627-78505128,True
chr5:78510059-78510673,True
chr5:78678310-78678724,True
chr5:79547309-79548327,True
chr5:79567696-79568219,True
chr5:79795670-79796269,True
chr5:80186677-80187227,True
chr5:80489703-80489956,True
chr5:80615081-80615915,True
chr5:80753804-80754051,True
chr5:80761198-80761447,True
chr5:80834894-80835447,True
chr5:80860994-80861265,True
chr5:80941289-80942261,True
chr5:80991005-80991302,True
chr5:81020631-81021119,True
chr5:81844292-81844559,True
chr5:81905495-81905806,True
chr5:81969842-81970187,True
chr5:82158970-82159297,True
chr5:83077038-83077694,True
chr5:83572319-83572556,True
chr5:86909440-86910247,True
chr5:88189920-88190691,True
chr5:88244614-88244997,True
chr5:88251071-88251386,True
chr5:88507233-88507559,True
chr5:90409163-90410242,True
chr5:90473851-90474993,True
chr5:90529021-90529898,True
chr5:90934246-90934574,True
chr5:91020151-91020820,True
chr5:91091513-91091763,True
chr5:91223347-91223585,True
chr5:91279866-91280979,True
chr5:91537048-91537313,True
chr5:93990463-93990971,True
chr5:94044495-94044852,True
chr5:94094854-94095379,True
chr5:94111131-94111978,True
chr5:95572065-95572856,True
chr5:95609739-95610058,True
chr5:95610546-95610927,True
chr5:95664226-95664776,True
chr5:95727891-95728195,True
chr5:95780693-95781290,True
chr5:95856791-95857701,True
chr5:95861382-95861760,True
chr5:95862745-95862962,True
chr5:96262250-96262916,True
chr5:96614063-96614357,True
chr5:96637002-96637515,True
chr5:96702440-96703503,True
chr5:96807245-96808594,True
chr5:96868844-96869267,True
chr5:96935715-96936312,True
chr5:97000359-97000707,True
chr5:97182934-97183965,True
chr5:98993353-98993873,True
chr5:99061083-99061606,True
chr5:99061871-99062135,True
chr5:99119322-99119698,True
chr5:99975068-99975347,True
chr5:100535090-100535956,True
chr5:100744586-100745146,True
chr5:100850909-100851149,True
chr5:100970653-100971235,True
chr5:102226299-102226676,True
chr5:102668559-102668975,True
chr5:102718772-102719150,True
chr5:103258268-103259751,True
chr5:103414460-103415011,True
chr5:103467166-103467436,True
chr5:105883779-105884021,True
chr5:106543050-106543638,True
chr5:106876689-106876946,True
chr5:107383281-107383686,True
chr5:107532281-107532625,True
chr5:107893715-107893955,True
chr5:108079677-108080039,True
chr5:108642097-108642580,True
chr5:108727779-108728563,True
chr5:108748278-108749367,True
chr5:108792307-108792544,True
chr5:108814349-108814791,True
chr5:109008352-109008803,True
chr5:109857766-109858041,True
chr5:109939092-109939445,True
chr5:109946651-109946960,True
chr5:109947715-109947973,True
chr5:110916400-110916675,True
chr5:111298929-111299355,True
chr5:111511915-111512946,True
chr5:111693826-111694512,True
chr5:112160374-112161303,True
chr5:112316711-112316950,True
chr5:112551445-112551704,True
chr5:112896529-112896764,True
chr5:112963259-112964244,True
chr5:113005527-113005825,True
chr5:113030255-113030591,True
chr5:113047324-113047592,True
chr5:115068616-115069029,True
chr5:115169341-115170496,True
chr5:115453404-115454052,True
chr5:115491900-115492214,True
chr5:115841249-115842401,True
chr5:115978003-115978237,True
chr5:116299645-116300458,True
chr5:116573075-116573348,True
chr5:116859777-116860074,True
chr5:117143461-117143690,True
chr5:117404131-117404410,True
chr5:118548760-118549092,True
chr5:119070464-119071728,True
chr5:119093944-119094181,True
chr5:119111800-119112504,True
chr5:119478741-119479104,True
chr5:119974613-119975337,True
chr5:121725421-121725851,True
chr5:122027978-122028493,True
chr5:122734495-122734721,True
chr5:123197351-123197992,True
chr5:124027296-124027879,True
chr5:124876329-124876797,True
chr5:124883713-124884037,True
chr5:125084002-125084259,True
chr5:125560569-125560808,True
chr5:126433542-126434034,True
chr5:126539205-126539427,True
chr5:126600483-126601433,True
chr5:126776439-126777927,True
chr5:126875192-126875736,True
chr5:127030185-127030997,True
chr5:127031519-127032139,True
chr5:127217341-127217593,True
chr5:128082778-128084081,True
chr5:128471939-128472430,True
chr5:128528211-128528426,True
chr5:128546658-128547474,True
chr5:129094139-129095446,True
chr5:130026895-130027148,True
chr5:131164317-131165457,True
chr5:131252519-131253086,True
chr5:131401175-131401642,True
chr5:131521319-131521532,True
chr5:132226971-132228389,True
chr5:132429036-132429351,True
chr5:132450541-132450801,True
chr5:132470031-132470369,True
chr5:132477670-132478097,True
chr5:132497715-132497980,True
chr5:132556506-132557308,True
chr5:132777647-132777956,True
chr5:132865996-132866977,True
chr5:133051542-133052339,True
chr5:133081063-133081366,True
chr5:133206243-133206498,True
chr5:134249684-134249999,True
chr5:134262615-134262921,True
chr5:134284215-134284725,True
chr5:134483116-134483410,True
chr5:134500533-134501296,True
chr5:134769268-134769586,True
chr5:134968103-134968612,True
chr5:135878077-135878502,True
chr5:136619867-136620358,True
chr5:136686247-136686526,True
chr5:136721804-136722419,True
chr5:136723839-136724080,True
chr5:136724192-136724579,True
chr5:136781279-136781730,True
chr5:137220476-137220819,True
chr5:137499034-137499458,True
chr5:137753752-137755131,True
chr5:138178490-138179274,True
chr5:138232040-138232453,True
chr5:138542712-138543850,True
chr5:138575283-138576165,True
chr5:138668322-138668551,True
chr5:138984073-138984396,True
chr5:139205444-139206125,True
chr5:139292821-139293084,True
chr5:139293387-139294233,True
chr5:139403533-139404344,True
chr5:139599549-139600149,True
chr5:139707370-139707634,True
chr5:139847865-139848912,True
chr5:140547368-140548435,True
chr5:140638272-140639576,True
chr5:140699940-140700546,True
chr5:140718239-140719178,True
chr5:141849026-141850125,True
chr5:141878086-141879387,True
chr5:141968640-141969625,True
chr5:142263325-142263717,True
chr5:142295423-142295756,True
chr5:142325705-142326197,True
chr5:142408543-142408767,True
chr5:142512484-142513074,True
chr5:142545606-142546076,True
chr5:142582331-142582740,True
chr5:142598067-142598408,True
chr5:142713148-142713676,True
chr5:142771032-142771325,True
chr5:142814461-142814959,True
chr5:143494556-143494880,True
chr5:143604095-143604610,True
chr5:143629663-143630153,True
chr5:143977907-143978238,True
chr5:145260622-145260972,True
chr5:145362164-145362576,True
chr5:146182330-146183064,True
chr5:146909311-146909814,True
chr5:147957890-147958271,True
chr5:149072874-149073541,True
chr5:149271213-149272634,True
chr5:149325298-149325707,True
chr5:149344836-149346073,True
chr5:149488943-149489324,True
chr5:149500888-149501513,True
chr5:149828422-149828886,True
chr5:150000112-150000850,True
chr5:150112191-150112861,True
chr5:150141880-150142177,True
chr5:150397024-150397279,True
chr5:150473974-150474496,True
chr5:150779136-150779403,True
chr5:150993922-150994226,True
chr5:151080520-151081473,True
chr5:151214101-151214462,True
chr5:151252453-151253226,True
chr5:151557339-151558434,True
chr5:151570079-151570912,True
chr5:151579197-151579456,True
chr5:151587854-151588087,True
chr5:151592839-151593343,True
chr5:151758145-151758832,True
chr5:152358166-152358588,True
chr5:152632307-152632716,True
chr5:152978043-152978812,True
chr5:153081416-153081663,True
chr5:153599879-153600371,True
chr5:154444929-154445224,True
chr5:154682300-154683167,True
chr5:154691251-154692578,True
chr5:154754554-154755484,True
chr5:154938056-154938530,True
chr5:155085647-155085880,True
chr5:157567057-157567269,True
chr5:157571651-157571906,True
chr5:157575392-157576320,True
chr5:157651454-157652205,True
chr5:157652225-157652615,True
chr5:157768252-157768615,True
chr5:157955408-157955834,True
chr5:159379971-159380279,True
chr5:159986969-159987675,True
chr5:160063768-160064174,True
chr5:160516789-160517444,True
chr5:163503209-163503611,True
chr5:164763292-164763510,True
chr5:166399864-166400097,True
chr5:167699185-167699792,True
chr5:168288244-168288659,True
chr5:168355143-168355414,True
chr5:168481325-168481691,True
chr5:168794124-168794645,True
chr5:168991239-168992320,True
chr5:169756446-169756695,True
chr5:170113977-170114567,True
chr5:170178698-170179202,True
chr5:170434886-170435242,True
chr5:171361148-171361467,True
chr5:172006001-172007143,True
chr5:172076954-172077318,True
chr5:172102815-172103509,True
chr5:172137058-172137421,True
chr5:172147865-172148113,True
chr5:172282946-172284230,True
chr5:172314713-172315827,True
chr5:172770628-172771489,True
chr5:172799984-172800644,True
chr5:172829065-172829285,True
chr5:172886734-172887338,True
chr5:172983377-172984085,True
chr5:173012643-173013241,True
chr5:173022241-173022840,True
chr5:173075517-173075740,True
chr5:173329026-173329605,True
chr5:173573079-173573361,True
chr5:173721550-173722041,True
chr5:173802122-173803029,True
chr5:173882258-173882935,True
chr5:174606707-174607169,True
chr5:174690242-174690521,True
chr5:174793725-174793964,True
chr5:175531362-175531610,True
chr5:176352120-176352648,True
chr5:176388468-176389427,True
chr5:176590171-176590607,True
chr5:176646991-176647640,True
chr5:176981087-176981377,True
chr5:177311358-177311616,True
chr5:177351295-177352142,True
chr5:177425652-177427031,True
chr5:178079958-178080472,True
chr5:178086290-178086587,True
chr5:178113994-178114530,True
chr5:178130411-178131284,True
chr5:178223970-178224269,True
chr5:178232043-178232920,True
chr5:178475447-178475769,True
chr5:178661899-178662569,True
chr5:178685361-178686409,True
chr5:178838939-178839617,True
chr5:179059993-179060672,True
chr5:179455157-179455475,True
chr5:179698125-179699416,True
chr5:179807944-179808476,True
chr5:180208667-180209345,True
chr5:180423546-180423898,True
chr5:180439359-180439689,True
chr5:180471018-180471237,True
chr5:180611127-180611878,True
chr5:180644495-180644765,True
chr5:180800068-180800757,True
chr5:180802163-180803022,True
chr5:180860492-180861688,True
chr6:621931-622228,True
chr6:1153690-1154116,True
chr6:1287092-1287575,True
chr6:1335333-1335830,True
chr6:1630958-1631633,True
chr6:1670591-1671033,True
chr6:1763406-1763875,True
chr6:1846693-1846972,True
chr6:1952679-1952987,True
