,VCT,VCT_CCC,EVT_1_like,EVT_early,EVT_mid,iEVT,EVT_late
ADNP2,0.12705833,0.10021669,0.089166544,0.08931678,0.06626493,0.15075152,0.042412262
KMT2B,0.1538265,0.14564419,0.12714468,0.15964481,0.11504672,0.24240641,0.07925412
GABPA,0.14400999,0.11651293,0.11667593,0.12527764,0.092616156,0.18402815,0.073408395
TRERF1,0.03508489,0.02573692,0.016710233,0.012882077,0.007976166,0.0,0.0011843916
IRF7,0.11270924,0.11475819,0.109130055,0.14688002,0.16170059,0.15083185,0.18450814
ZNF93,0.04489271,0.064320564,0.13743004,0.059288133,0.035879564,0.018791202,0.026161222
TEAD4,0.10184498,0.037525486,0.02376095,0.015631555,0.010591288,0.004839137,0.007905199
ZNF675,0.043037776,0.056199078,0.06832934,0.061852876,0.052559856,0.08253053,0.067627154
TCF3,0.078981355,0.1261171,0.124390796,0.1338601,0.12068501,0.25481805,0.14311118
ZNF514,0.037405103,0.054310825,0.03983665,0.0470046,0.029563231,0.06455482,0.017787294
USF2,0.19131571,0.20804885,0.23573774,0.18352847,0.19197705,0.18034996,0.25453848
BHLHE40,0.28591338,0.42271262,0.20832114,0.5681785,0.22082593,0.09985458,0.025472956
HIVEP1,0.06211532,0.05294201,0.025176577,0.023502182,0.024327476,0.053460762,0.022408824
PRDM10,0.019116087,0.018948553,0.017963413,0.016240891,0.014754483,0.051114783,0.008540503
ZNF251,0.013819587,0.017920598,0.01186812,0.017219212,0.01189283,0.022401147,0.011483695
TP63,0.17555714,0.19997267,0.04333211,0.121794656,0.030724455,0.017222581,0.007100245
ZNF69,0.034041382,0.03160162,0.03418723,0.030136192,0.04073416,0.046310093,0.03248553
ZNF331,0.18502471,0.2611365,0.18159592,0.33639574,0.09917815,0.045434333,0.044748157
ATF3,0.8355636,0.9719409,0.53029305,1.2007344,0.34618053,0.18659241,0.07557871
KLF7,0.013146252,0.016054329,0.007232344,0.018495847,0.0072794906,0.02081372,0.0017460719
FOXO3,0.23168597,0.37862328,0.3309049,0.47782564,0.2601912,0.3072927,0.14014068
ATF1,0.12117561,0.2283983,0.1953961,0.31934717,0.15274133,0.12106471,0.1096411
E2F3,0.1874624,0.15028238,0.23359579,0.06948826,0.11140718,0.26826856,0.11955068
TFAP2C,0.51832265,0.4966156,0.37462732,0.51317936,0.34819022,0.43724868,0.27714497
SMARCA1,0.5981362,0.81522155,0.5301825,0.6523108,0.3923488,0.6135486,0.22816025
RFX1,0.11820115,0.10132178,0.10503209,0.13552879,0.10365625,0.14182189,0.09119264
ELF1,0.39048395,0.53089803,0.5987462,0.5837802,0.574138,0.8059888,0.4682047
ZNF148,0.2757526,0.26472193,0.25386173,0.28949803,0.2070708,0.34501272,0.1826949
ZNF107,0.04872862,0.044237234,0.035890896,0.033197135,0.027162075,0.09415199,0.026394378
GATA2,0.6582896,0.79744416,1.3340353,0.9256017,1.3341539,1.6607896,1.1947386
ZNF529,0.040505957,0.03697851,0.022124233,0.037342727,0.0246545,0.08120189,0.020439913
ZFP42,0.059668306,0.018831495,0.08405903,0.022769129,0.05640122,0.038768556,0.036638595
POU6F1,0.0036649369,0.0016252008,0.0006288238,0.0010079279,0.001322025,0.0,0.0
ZNF254,0.067304455,0.084382616,0.084450774,0.100457124,0.07938459,0.20046693,0.09113249
ZNF280D,0.11463446,0.12046903,0.11557873,0.09384324,0.084899314,0.117187835,0.06756633
TFDP1,0.4325445,0.32710108,0.4111743,0.22058257,0.21500565,0.15664083,0.12933208
CREBL2,0.1005314,0.094161175,0.09642125,0.12743205,0.09457949,0.11995374,0.06472951
ZSCAN21,0.092122085,0.043689247,0.04291672,0.034623027,0.03644766,0.043613426,0.050400294
YBX3,1.0426788,1.3034501,0.9675698,1.0162513,0.85680234,0.6204445,1.0650928
NFX1,0.113998674,0.12847237,0.10397865,0.14276022,0.088468105,0.096456215,0.057468515
ATF6,0.24918479,0.2535154,0.3310185,0.2756434,0.3023201,0.32744637,0.27150777
ZNF507,0.109416395,0.109828435,0.07904995,0.11050012,0.058722407,0.14535546,0.030309206
DMAP1,0.24450782,0.13295701,0.17490718,0.14079005,0.14649282,0.21641389,0.1501454
TCF7,0.14556888,0.06245068,0.06466123,0.08016496,0.07060559,0.05909408,0.015723113
FOXP1,0.24636804,0.2175245,0.07755708,0.14028323,0.060021035,0.05039777,0.024245398
LRRFIP2,0.24641706,0.20171106,0.2855704,0.21857409,0.26425162,0.2253339,0.3438268
TBX20,0.002441596,0.0012598527,0.00038658234,0.00081739086,0.0014544978,0.014760337,0.0022999654
SNAPC4,0.036563925,0.031189634,0.026855165,0.02857741,0.024065834,0.049875785,0.021060351
ARID4B,0.3870855,0.4804842,0.47286585,0.49716705,0.4191734,0.5036134,0.4184024
MAZ,0.32592434,0.40402576,0.6111959,0.2780378,0.47037685,0.39379805,0.59314156
ID3,0.9177619,0.55545026,0.963219,0.44939575,1.088615,1.2851799,1.7838067
IRF6,0.23944339,0.181912,0.08706285,0.14249809,0.07781373,0.085438885,0.045296557
RELB,0.05921425,0.056046423,0.043177348,0.07106331,0.04555521,0.07248661,0.06302421
ZNF140,0.040345307,0.03394001,0.031400997,0.044332266,0.032979053,0.060709674,0.022030834
ZNF444,0.066099316,0.0940131,0.041438106,0.080956325,0.02691065,0.043598603,0.026344799
KAT6A,0.18600884,0.17245087,0.2050374,0.17827068,0.15639709,0.2844291,0.106753655
PBX1,0.37200266,0.25077906,0.056001924,0.09336416,0.03420206,0.030663956,0.0150300395
ZNF682,0.03781948,0.026380084,0.038293704,0.02471284,0.022123944,0.038965188,0.030760745
ZNF697,0.070474915,0.026084656,0.017869653,0.0232791,0.025398187,0.10455378,0.027675744
TCF7L1,0.14977023,0.3906399,0.31175736,0.16509056,0.17973642,0.3308682,0.2993789
NR4A3,0.047887605,0.0064405366,0.007678087,0.016962731,0.0066289753,0.011240325,0.0017061776
TSHZ2,0.0039941287,0.0025702876,0.004774592,0.0023242873,0.004749459,0.03163049,0.0016901831
ZNF552,0.08534803,0.068651915,0.052885275,0.059389327,0.042399243,0.0848167,0.034930773
FOXO4,0.6130477,0.1891268,0.038823634,0.07503843,0.030139998,0.046168122,0.02008834
NR2F6,0.9263816,0.8039972,0.925856,0.80806816,0.867081,0.81247365,1.0890408
ZBTB43,0.15677929,0.16757837,0.1268768,0.2120792,0.116158344,0.20789842,0.118903205
ZNF215,0.011324261,0.011057214,0.026357554,0.012745426,0.017235478,0.036426615,0.030028516
RCOR1,0.45484382,0.332212,0.44971403,0.4506453,0.4481708,0.73068655,0.40997168
ZNF518B,0.12462877,0.123781994,0.1250124,0.13515583,0.111709855,0.16593282,0.10047349
SNAI1,0.07610915,0.120026425,0.3163228,0.21059597,0.3447022,0.38674304,0.3650117
BCL6,0.03592196,0.094112195,0.075452454,0.12364258,0.0649597,0.056489363,0.03138771
ZXDC,0.0635697,0.053617675,0.036793567,0.041456196,0.025609931,0.050578322,0.014773571
ZNF44,0.056139976,0.029569669,0.013498662,0.027445737,0.013617995,0.040118985,0.021050882
SP1,0.21930207,0.22024772,0.17900504,0.21453801,0.1380642,0.22557656,0.064518444
ZNF717,0.01871811,0.03480919,0.021329116,0.031011757,0.018053548,0.012888181,0.013380248
ZNF668,0.03783757,0.028025744,0.038534302,0.027090134,0.069360495,0.10134849,0.10572785
ZBTB21,0.09906736,0.09752798,0.121995345,0.11608464,0.08770728,0.23736824,0.05976316
ZC3H4,0.07306182,0.06821722,0.08641071,0.06184581,0.061957736,0.09986196,0.045281924
ZNF480,0.10425672,0.14574978,0.13827074,0.15631811,0.12666109,0.09862933,0.17466253
ZNF398,0.043312058,0.050884444,0.056550175,0.06480259,0.039530054,0.02456284,0.020865932
TP53,0.24039726,0.19830991,0.1594332,0.13868363,0.11901567,0.23715945,0.097442396
GLI4,0.035426658,0.050705653,0.040068727,0.070347935,0.05395509,0.074745536,0.04818198
ZC3H8,0.15309402,0.14848754,0.13000986,0.11447655,0.092813656,0.10834001,0.0867088
GTF3A,0.42957652,0.41360724,0.5548391,0.37958136,0.48673156,0.29837713,0.52450675
TCF12,0.17403653,0.1479277,0.15123203,0.16995808,0.13607642,0.21289091,0.09992357
DNMT1,1.1667423,0.60166276,0.4150582,0.47748184,0.2148632,0.13136718,0.08313754
NFKB2,0.08100119,0.10354928,0.09242557,0.14125328,0.10335621,0.11087719,0.0764157
TEAD1,0.5517139,0.7156496,0.91835314,0.74708307,1.0228434,1.9937056,0.8888965
NR4A1,0.2672755,0.054869067,0.027274096,0.03590745,0.019780638,0.026269704,0.0065746824
HMBOX1,0.093093045,0.1307036,0.106517486,0.14800136,0.093550034,0.25166538,0.062957115
RREB1,0.27419668,0.2869236,0.3311495,0.3591068,0.29998302,0.59652036,0.18334149
MNT,0.07711864,0.085119665,0.084945984,0.08948268,0.07376482,0.108417146,0.051390707
ZBED4,0.07579575,0.086758554,0.09361134,0.09288412,0.078240685,0.1323789,0.08065572
ZNF217,0.31553575,0.3242691,0.252603,0.34069997,0.21923961,0.57214355,0.1510994
GATAD2B,0.08680769,0.09190524,0.08626031,0.09078382,0.066955104,0.08558499,0.038558133
ELMSAN1,0.20131736,0.22124808,0.26166138,0.34415329,0.23295228,0.25153065,0.1198978
CTCF,0.3418726,0.27321756,0.3569075,0.24223916,0.20937592,0.31856772,0.15235224
BATF3,0.007625244,0.025696812,0.034458857,0.026310258,0.012407077,0.007021037,0.0025954205
TONSL,0.045315888,0.03396206,0.043107376,0.016702702,0.010387651,0.03215132,0.008264869
E2F1,0.072266616,0.06487514,0.10443991,0.012149826,0.008896635,0.0024596313,0.0054507456
ZNF33A,0.23029105,0.24531904,0.20903954,0.18742028,0.16119874,0.26803833,0.15424456
ZNF718,0.021809537,0.01766204,0.018674966,0.010527945,0.010791961,0.012069241,0.00655191
ZNF195,0.0753197,0.08280732,0.069986545,0.057553474,0.06085977,0.12452781,0.11604494
CEBPB,1.0712136,1.113783,1.628278,1.7879173,1.7877284,1.7780093,1.5879645
SMAD1,0.052499685,0.047430426,0.024092425,0.027418068,0.016786208,0.034631554,0.017290123
ZNF487,0.011466136,0.012451193,0.0082984045,0.009312662,0.007425939,0.009333561,0.006126587
JUND,1.9870546,2.0234454,1.9125727,2.2339098,1.7842981,1.2674333,1.4711456
SFPQ,1.0590019,0.88278073,1.1293267,0.6496539,0.7569029,0.9486427,0.64212126
E2F2,0.03496398,0.021654755,0.034782067,0.0016028725,0.001659515,0.0046224166,0.0
NR1D2,0.13850181,0.10381052,0.037022177,0.08594112,0.025102919,0.0717581,0.022245238
GMEB2,0.04275166,0.03627555,0.044407085,0.03658515,0.03803226,0.07348361,0.03219229
ZNF432,0.025864534,0.04212133,0.052453045,0.07586095,0.088250436,0.29668573,0.059811804
SREBF2,0.28772295,0.302132,0.30846915,0.29689357,0.3378701,0.4693114,0.140566
ZNF519,0.023393502,0.04376702,0.052604895,0.033164084,0.0181813,0.020658145,0.007908397
THRB,0.16915596,0.2614498,0.27090973,0.26213175,0.23203062,0.36536434,0.15772423
CSRNP1,0.12681174,0.09586151,0.112867355,0.16049808,0.123931184,0.22000854,0.093149215
ZNF133,0.019970661,0.030080982,0.01799447,0.027725972,0.012367211,0.022520069,0.007139474
ZNF823,0.07990763,0.10817435,0.07246629,0.08521208,0.065840624,0.05151369,0.050515443
ZNF644,0.19841684,0.23082992,0.1970434,0.18621145,0.12065956,0.17795192,0.093987614
HSF1,0.2618517,0.22990029,0.25445578,0.24758346,0.23286836,0.22362694,0.26094088
ZNF614,0.02787126,0.045018584,0.056272425,0.060096696,0.041413378,0.028422361,0.020843077
RC3H2,0.19366862,0.17981797,0.16933218,0.1885782,0.15831669,0.4292092,0.1152928
ZNF726,0.04837869,0.063211195,0.08223767,0.046130806,0.01826255,0.02541331,0.008121579
ZNF25,0.004974229,0.0060004056,0.005156853,0.0053988085,0.004713694,0.0039141346,0.0011165364
ARID2,0.1221479,0.09334158,0.099922515,0.07070365,0.07085112,0.15434916,0.043593295
FOXN3,0.24427919,0.29855213,0.20109324,0.34704295,0.17650332,0.12313115,0.05968656
ZNF24,0.20787351,0.21267147,0.27857977,0.24434136,0.2797201,0.32400572,0.34613854
KLF10,0.37285265,0.48078862,0.45489818,0.600614,0.41907585,0.5158583,0.20363717
FOXJ3,0.17242938,0.27313694,0.2771668,0.4027942,0.29230714,0.54121006,0.15377916
ELF3,0.78257054,1.0544753,0.6043569,1.079933,0.3859026,0.1657377,0.118366145
ZNF621,0.07625242,0.08702464,0.070406176,0.08182926,0.058248427,0.14031419,0.04632063
ZNF420,0.037625227,0.033770133,0.027033256,0.03103299,0.018200075,0.016309248,0.012525374
FOXO1,0.0031752046,0.031723507,0.041870315,0.034932986,0.03541197,0.0269813,0.013370284
ZBTB46,0.01348252,0.0049274694,0.008184249,0.008170467,0.010571942,0.020382814,0.003036614
ZNF566,0.038504288,0.04072619,0.034216296,0.02533277,0.0165058,0.06232759,0.016679583
ID1,0.49838504,0.14428785,0.18438938,0.2442851,0.20758422,0.26836762,0.25857657
HMGXB4,0.30825794,0.28856325,0.34897125,0.2511551,0.22598445,0.34507293,0.25435272
HIF3A,0.00024328621,0.00030126018,0.0,0.0005001966,4.372966e-05,0.0,0.0
RUNX1,0.006811028,0.009368696,0.015389986,0.018058894,0.025704633,0.12695909,0.038235422
ZNF845,0.026540471,0.03462974,0.024089111,0.027390085,0.019610561,0.048485447,0.0106560225
ADNP,0.3230203,0.2953442,0.27807358,0.2632449,0.19321564,0.3431013,0.12462404
ZNF235,0.010336223,0.008685096,0.008483817,0.005941892,0.005120502,0.015828228,0.0011650667
KLF8,0.0725309,0.16182426,0.10522363,0.13768028,0.107981384,0.24204332,0.087324426
DNAJC2,0.26286042,0.31154513,0.35944656,0.33697844,0.26898283,0.23814866,0.26457915
ZNF782,0.011041543,0.015575505,0.0065332437,0.011396861,0.009975168,0.013233835,0.008068062
ZNF146,0.21611209,0.26374152,0.2718522,0.24324064,0.18629068,0.20207943,0.15464424
ZNF569,0.01679383,0.014072031,0.016204732,0.010751274,0.018359376,0.032951348,0.023805544
ARID5B,0.6238445,0.4451593,0.5791443,0.41177142,0.45912135,0.46264648,0.5247
ZSCAN5A,0.019734371,0.017239299,0.017287202,0.013261193,0.020061795,0.008799749,0.015989294
YBX1,1.8138573,1.8527839,2.19745,1.6048708,2.0124943,1.1484382,2.276798
MTF1,0.10875021,0.08910575,0.12712057,0.10469552,0.11873166,0.21326317,0.09376636
ZNF423,0.0007469881,0.00029151927,0.0010331847,0.0005542205,0.0018064441,0.011619149,0.005183487
SMARCC2,0.16388595,0.15906775,0.15598401,0.13630153,0.12851745,0.117805906,0.110730484
NR2C1,0.06736324,0.053041704,0.07322615,0.04165931,0.06615505,0.13212067,0.09254003
PPP1R13L,0.3247068,0.32748082,0.25041732,0.37496588,0.24880807,0.3661992,0.19352306
NFIC,0.043659277,0.035675004,0.04513788,0.030998755,0.032056894,0.053642128,0.05933154
ZNF76,0.074153386,0.06814687,0.07748385,0.051921044,0.04657141,0.12925321,0.051637955
ZKSCAN8,0.052947123,0.053483583,0.0442895,0.05278693,0.038104262,0.075351134,0.022657093
PHTF1,0.06588752,0.022132976,0.026903406,0.014222697,0.024594774,0.06862241,0.04573156
ZBTB7A,0.28133255,0.2810077,0.21016824,0.2081908,0.1644825,0.15904532,0.14845927
ZC3H6,0.09425374,0.14872365,0.1200236,0.18254636,0.08258767,0.05547066,0.025706995
FOXK1,0.06834854,0.06544447,0.045795307,0.05498681,0.03744642,0.059375867,0.02510944
RCOR3,0.15887569,0.13640518,0.09827067,0.15759727,0.08640957,0.13101874,0.059225712
ZNF595,0.07263164,0.068155065,0.056592267,0.06007339,0.038537834,0.030757885,0.016617889
SREBF1,0.18653224,0.17570211,0.20468563,0.2389461,0.20185979,0.33787748,0.09815955
BACH1,0.19718203,0.26405376,0.1923916,0.2958132,0.21808842,0.40825748,0.16793703
ZNF292,0.6094824,1.1304659,0.76740944,1.2390099,0.41447684,0.4215099,0.19312668
PLAGL1,0.112167016,0.14502087,0.181168,0.2126569,0.169758,0.2666377,0.09975314
ZNF654,0.07299918,0.091300815,0.07436767,0.12626056,0.06668488,0.13595168,0.038394086
ZNF736,0.056091826,0.06396873,0.06853186,0.063795574,0.041925535,0.053669423,0.020799944
ZNF766,0.102051616,0.157887,0.14631289,0.17361729,0.097759075,0.12285534,0.07868145
L3MBTL1,0.0230231,0.03264884,0.059705283,0.047215752,0.05421041,0.19044249,0.04175089
SP4,0.021242777,0.020485776,0.019741131,0.031340394,0.012107615,0.016561566,0.0028456037
CEBPD,0.90731096,0.74239236,0.70995325,0.90464425,0.91034436,0.57636034,0.6847394
SP3,0.27341646,0.2879731,0.26276347,0.34174722,0.23023851,0.35026783,0.12415101
OSR2,0.06299235,0.07045475,0.056076825,0.08678558,0.046145685,0.03469839,0.015639093
SMAD5,0.31701386,0.25413102,0.1982941,0.20173383,0.14476882,0.21250747,0.103532106
ARNT,0.16380298,0.14136375,0.20567328,0.17635542,0.19220643,0.26468387,0.124517016
HES4,0.054540202,0.14001556,0.19282606,0.09529305,0.13504872,0.6292745,0.32432857
ZNF302,0.06261171,0.07711008,0.06536105,0.07104038,0.045876294,0.048837986,0.02250027
ZNF208,0.0041507855,0.0015293891,0.003146013,0.001966978,0.0036090182,0.019144531,0.029141026
ASCL2,0.30395725,1.0606378,2.07499,1.5428861,1.9423255,1.459841,1.4384263
MEIS2,0.08953554,0.08328509,0.15508394,0.14144048,0.1512808,0.12854743,0.13153274
ZNF175,0.069630675,0.06581495,0.012387253,0.034037933,0.016242115,0.031424116,0.0067864493
ZNF461,0.015528468,0.013078854,0.0118915,0.015781155,0.012880596,0.031114398,0.017622786
SOX6,0.0067309346,0.014514005,0.008297067,0.010137784,0.0035673808,0.0022680927,0.00092296273
TBX1,0.0037936603,0.017530829,0.009664219,0.0073364377,0.010089367,0.040476874,0.021499988
ZNF780A,0.057203937,0.061336555,0.051161405,0.07071836,0.063703135,0.07415913,0.05902826
E2F5,0.1429179,0.03593179,0.017576583,0.020799128,0.018798023,0.012563163,0.012387966
ZNF528,0.019436298,0.0403861,0.033676706,0.035722345,0.028732156,0.03907074,0.017048761
PURA,0.4515356,0.40251055,0.4576426,0.4569981,0.44081804,0.68747246,0.32574162
PHTF2,0.1500271,0.12817991,0.071691096,0.09751977,0.05450025,0.028266843,0.024295365
ZNF224,0.086354226,0.11701433,0.0990629,0.1297027,0.08046046,0.12120743,0.06774073
ZNF429,0.042011026,0.038819853,0.0327945,0.044925064,0.03248971,0.060095794,0.027334787
TEAD2,0.0010972798,0.004067252,0.015590029,0.008407648,0.026038066,0.03933192,0.03605262
MEIS1,0.006903264,0.0070116716,0.010786286,0.00795833,0.005411076,0.0037741268,0.001999719
DNMT3A,0.21110773,0.0592045,0.03825055,0.045641202,0.0540657,0.27252072,0.13919917
SCX,0.013656996,0.020928131,0.0146084735,0.021637596,0.013339855,0.10524341,0.051957272
ZFAT,0.37553197,0.25822753,0.120797634,0.14385393,0.10914194,0.18152604,0.16428313
